id,Longitude,Latitude
"490",82.68,21.48
"491",82.68,22.08
"492",82.68,22.2
"493",82.68,22.32
"494",82.68,22.44
"495",82.68,22.56
"496",82.68,22.68
"518",82.8,22.08
"519",82.8,22.2
"520",82.8,22.32
"521",82.8,22.44
"522",82.8,22.56
"523",82.8,22.68
"543",82.92,21.72
"544",82.92,21.84
"545",82.92,21.96
"546",82.92,22.32
"566",83.04,21.48
"567",83.04,21.72
"568",83.04,21.84
"569",83.04,22.08
"570",83.04,22.2
"571",83.04,22.32
"590",83.16,21.48
"591",83.16,21.72
"592",83.16,21.84
"593",83.16,22.08
"594",83.16,22.2
"595",83.16,22.32
"596",83.16,22.44
"597",83.16,22.56
"617",83.28,21.48
"618",83.28,21.6
"619",83.28,21.72
"620",83.28,21.84
"621",83.28,21.96
"622",83.28,22.08
"623",83.28,22.2
"624",83.28,22.32
"625",83.28,22.56
"626",83.28,22.68
"649",83.4,21.72
"650",83.4,21.84
"651",83.4,21.96
"652",83.4,22.08
"653",83.4,22.2
"654",83.4,22.44
"655",83.4,22.56
"656",83.4,22.68
"675",83.52,21.6
"676",83.52,21.72
"677",83.52,21.84
"678",83.52,21.96
"679",83.52,22.08
"680",83.52,22.2
"681",83.52,22.44
"682",83.52,22.56
"707",83.64,21.6
"708",83.64,21.72
"709",83.64,21.84
"710",83.64,21.96
"711",83.64,22.08
"712",83.64,22.2
"713",83.64,22.44
"714",83.64,22.56
"739",83.76,21.6
"740",83.76,21.84
"741",83.76,21.96
"742",83.76,22.08
"743",83.76,22.2
"744",83.76,22.44
"745",83.76,22.56
"746",83.76,22.8
"747",83.76,22.92
"770",83.88,21.6
"771",83.88,21.72
"772",83.88,21.84
"773",83.88,21.96
"774",83.88,22.08
"775",83.88,22.2
"776",83.88,22.32
"777",83.88,22.44
"778",83.88,22.56
"779",83.88,22.92
"805",84,21.6
"806",84,21.72
"807",84,21.84
"808",84,21.96
"809",84,22.08
"810",84,22.44
"811",84,22.56
"812",84,22.8
"840",84.12,21.72
"841",84.12,21.96
"842",84.12,22.08
"843",84.12,22.2
"844",84.12,22.44
"869",84.24,21.6
"870",84.24,21.72
"871",84.24,21.84
"872",84.24,21.96
"873",84.24,22.08
"874",84.24,22.2
"875",84.24,22.32
"896",84.36,21.48
"897",84.36,21.84
"898",84.36,21.96
"899",84.36,22.08
"900",84.36,22.2
"922",84.48,21.84
"923",84.48,22.08
"946",84.6,21.72
"947",84.6,21.84
"948",84.6,21.96
"458",82.44,21.6
"459",82.44,21.72
"460",82.44,21.96
"461",82.44,22.08
"472",82.56,21.6
"473",82.56,21.84
"474",82.56,21.96
"475",82.56,22.08
"407",82.08,21.84
"408",82.08,22.08
"409",82.08,22.2
"410",82.08,22.32
"428",82.2,21.84
"429",82.2,21.96
"445",82.32,21.96
"446",82.32,22.08
"447",82.32,22.2
"448",82.32,22.32
"462",82.44,22.2
"463",82.44,22.8
"476",82.56,22.2
"477",82.56,22.44
"478",82.56,22.8
"479",82.56,23.04
"480",82.56,23.28
"227",80.76,20.88
"228",80.76,21
"242",80.88,21
"243",80.88,21.24
"262",81,21.48
"263",81,21.72
"295",81.24,20.76
"296",81.24,21
"297",81.24,21.72
"298",81.24,22.08
"299",81.24,22.2
"313",81.36,21
"314",81.36,21.96
"315",81.36,22.2
"328",81.48,21.96
"329",81.48,22.2
"330",81.48,22.32
"344",81.6,20.88
"345",81.6,21.36
"346",81.6,21.6
"358",81.72,20.88
"359",81.72,21.72
"360",81.72,21.84
"373",81.84,21
"374",81.84,21.72
"375",81.84,21.84
"389",81.96,21
"390",81.96,21.72
"391",81.96,22.2
"404",82.08,20.76
"405",82.08,21.12
"406",82.08,21.72
"423",82.2,20.52
"424",82.2,20.64
"425",82.2,20.76
"426",82.2,21.48
"427",82.2,21.6
"441",82.32,20.52
"442",82.32,20.64
"443",82.32,21.6
"444",82.32,21.72
