id,Longitude,Latitude
"394",82.68,21.72
"395",82.68,22.92
"396",82.68,23.04
"402",82.8,21.6
"403",82.8,21.96
"407",82.92,21.48
"408",82.92,22.08
"409",82.92,22.2
"410",82.92,22.68
"411",82.92,22.8
"417",83.04,21.36
"418",83.04,21.6
"419",83.04,21.96
"432",83.16,21.6
"433",83.16,21.96
"449",83.4,21.6
"450",83.4,22.32
"461",83.52,22.32
"462",83.52,22.68
"473",83.64,22.68
"474",83.64,22.8
"480",83.76,22.32
"489",83.88,22.68
"490",83.88,22.8
"499",84,22.68
"511",84.12,21.84
"512",84.12,22.32
"513",84.12,22.56
"514",84.12,22.68
"525",84.36,21.6
"539",84.48,21.72
"376",82.44,20.64
"377",82.44,20.88
"378",82.44,21.48
"387",82.56,21.72
"339",82.08,21.96
"340",82.08,22.44
"353",82.2,22.08
"354",82.2,22.2
"355",82.2,22.32
"356",82.2,22.44
"365",82.32,21.84
"366",82.32,22.44
"379",82.44,22.56
"380",82.44,23.16
"388",82.56,22.32
"389",82.56,22.56
"397",82.68,23.16
"170",80.52,20.76
"180",80.64,21
"187",80.76,20.76
"188",80.76,21.24
"199",80.88,20.76
"200",80.88,21.12
"208",81,21.12
"209",81,21.84
"220",81.12,21
"221",81.12,21.12
"222",81.12,21.36
"223",81.12,21.72
"224",81.12,21.84
"225",81.12,22.2
"233",81.24,21.12
"234",81.24,21.36
"235",81.24,21.6
"236",81.24,21.84
"237",81.24,21.96
"247",81.36,21.12
"248",81.36,21.36
"249",81.36,21.72
"250",81.36,21.84
"251",81.36,22.08
"252",81.36,22.32
"263",81.48,20.88
"264",81.48,21
"265",81.48,21.36
"266",81.48,21.6
"267",81.48,21.72
"268",81.48,22.08
"277",81.6,20.64
"278",81.6,20.76
"279",81.6,21
"280",81.6,21.72
"281",81.6,21.84
"282",81.6,22.2
"283",81.6,22.32
"293",81.72,20.64
"294",81.72,20.76
"295",81.72,21
"296",81.72,21.48
"297",81.72,21.6
"307",81.84,20.76
"308",81.84,21.12
"309",81.84,21.48
"310",81.84,21.96
"311",81.84,22.2
"312",81.84,22.32
"320",81.96,21.12
"321",81.96,21.6
"322",81.96,22.08
"323",81.96,22.44
"334",82.08,20.52
"335",82.08,20.64
"336",82.08,21
"337",82.08,21.36
"338",82.08,21.6
"349",82.2,20.4
"350",82.2,20.88
"351",82.2,21
"352",82.2,21.12
"363",82.32,20.4
"364",82.32,20.76
"333",82.08,20.28
