71.031,13.895,36.016,83.656,93.203,12.82,41.719,16.695,15.172,16.672,67.453,16.125,24.156,38.266,72.328,28.812,46.922,87.719,86.75,17.172,21.203,79.547,13.625,71.82,21.984,90.375,72.93,125.48,50.844,67.469
60.891,14.984,12.836,35.812,18.703,13.328,53.375,65.328,32.773,11.703,18.469,11.703,45.227,71.109,20.578,37.25,56.672,46.312,59.766,42.5,60.781,46.406,33.953,26.609,22.781,30.297,22.133,55.344,35,30.031
65.172,15.75,44.57,30.844,43.094,13.031,39.172,62.938,31.758,14.328,21.594,11.758,37.891,64.812,23.656,34.375,54.828,57.344,67.266,23.344,41.938,43.25,36.031,56.172,26.633,43.172,76.031,83.312,31.727,21.047
14.391,9.1172,28.391,48.188,25.031,57.508,42.422,20.461,54.406,21.344,9.8906,10.672,5.5781,12.516,16.719,11.875,41.984,28.953,49.312,56.164,17.328,33.703,21,35.766,30.766,30.281,48.922,30.594,15.156,48.047
34.461,9.0312,48.531,63.281,97.641,16.047,72.422,85.844,24.922,21.641,7.1406,22.469,105.31,93.297,65.312,54.844,50.922,62,32.891,16.359,51.875,28.391,17.219,84.469,63.984,42.938,65.516,69.234,29.625,51.344
79.281,27.078,15.18,32.719,31.234,11.43,62.898,52.438,16.023,12.164,7.9062,13.492,73.562,35.812,32.562,68.609,62.992,55.188,52,21.609,52.062,46.688,14.672,55.844,20.297,26.688,17.391,52.531,46.125,19.656
76.781,25.906,17.289,33.125,52,13.672,70.648,47.859,14.32,19.328,13.773,16.625,55.984,64.719,29.359,66.188,51.328,50.594,48.594,23.039,40.172,32.906,19.203,62.961,34.023,33.516,19.625,44.906,35.398,22.156
75.477,17.133,62.422,41.344,84.375,21.484,13.641,49.297,44.5,48.164,11.812,13.234,44.438,40.5,28.156,18.125,77.938,100.78,16.344,55.594,67.516,112.56,50.406,35.953,33.609,62.781,59.781,76.797,13.391,59.828
78.469,32.391,34.078,23.578,52.75,22.656,31.656,66.75,15.18,13.32,10.656,14.75,58.094,57.844,66,97.578,69.375,70.156,35.047,33.984,54.156,30,26.734,24.531,87.453,51.812,31.219,59.984,18.484,60.703
88.781,22.469,25.719,38.953,67.391,15.312,84.258,108.34,25.5,29.875,9.0625,29.703,72.406,80.203,42.438,113.62,71.406,49.188,60.172,22.141,87.906,40.719,46.469,64.234,65.898,62.031,54.281,57.672,34.922,24.125
