Long,Lat,SAMPLE_1
75.84,29.76,"226"
75.84,29.88,"229"
75.84,30,"229"
75.84,30.12,"232"
75.84,30.24,"234"
75.84,30.36,"239"
75.84,30.48,"244"
75.84,30.6,"246"
75.84,30.72,"254"
75.84,30.84,"249"
75.84,30.96,"238"
75.84,31.08,"247"
75.84,31.2,"242"
75.84,31.32,"240"
75.84,31.44,"259"
75.84,31.56,"281"
75.84,31.68,"320"
75.84,31.8,"428"
75.84,31.92,"506"
75.84,32.04,"350"
75.84,32.16,"547"
75.84,32.28,"432"
75.84,32.4,"513"
75.84,32.52,"496"
75.84,32.64,"2032"
75.84,32.76,"1921"
75.84,32.88,"2948"
75.84,33,"3263"
75.84,33.12,"2393"
75.84,33.24,"3063"
75.84,33.36,"1308"
75.84,33.48,"1826"
75.84,33.6,"2617"
75.84,33.72,"4090"
75.84,33.84,"4567"
75.84,33.96,"4800"
75.84,34.08,"4080"
75.84,34.2,"4493"
75.84,34.32,"4274"
75.84,34.44,"3651"
75.84,34.56,"5337"
75.84,34.68,"4658"
75.84,34.8,"4816"
75.84,34.92,"5091"
75.84,35.04,"4861"
75.84,35.16,"4445"
75.84,35.28,"3109"
75.84,35.4,"4897"
75.84,35.52,"4471"
75.84,35.64,"3984"
75.84,35.76,"3734"
75.84,35.88,"5547"
75.84,36,"5109"
75.84,36.12,"5050"
75.84,36.24,"4216"
75.84,36.36,"5304"
75.84,36.48,"5085"
75.84,36.6,"4724"
75.84,36.72,"4409"
75.96,10.68,"8"
75.96,10.8,"3"
75.96,10.92,"20"
75.96,11.04,"35"
75.96,11.16,"41"
75.96,11.28,"50"
75.96,11.4,"62"
75.96,11.52,"1098"
75.96,11.64,"738"
75.96,11.76,"755"
75.96,11.88,"1094"
75.96,12,"852"
75.96,12.12,"851"
75.96,12.24,"886"
75.96,12.36,"952"
75.96,12.48,"850"
75.96,12.6,"904"
75.96,12.72,"973"
75.96,12.84,"984"
75.96,12.96,"944"
75.96,13.08,"953"
75.96,13.2,"925"
75.96,13.32,"879"
75.96,13.44,"810"
75.96,13.56,"797"
75.96,13.68,"785"
75.96,13.8,"801"
75.96,13.92,"848"
75.96,14.04,"669"
75.96,14.16,"629"
75.96,14.28,"583"
75.96,14.4,"621"
75.96,14.52,"583"
75.96,14.64,"608"
75.96,14.76,"658"
75.96,14.88,"570"
75.96,15,"558"
75.96,15.12,"513"
75.96,15.24,"539"
75.96,15.36,"576"
75.96,15.48,"605"
75.96,15.6,"589"
75.96,15.72,"616"
75.96,15.84,"650"
75.96,15.96,"623"
75.96,16.08,"521"
75.96,16.2,"525"
75.96,16.32,"516"
75.96,16.44,"578"
75.96,16.56,"623"
75.96,16.68,"587"
75.96,16.8,"577"
75.96,16.92,"524"
75.96,17.04,"485"
75.96,17.16,"477"
75.96,17.28,"449"
75.96,17.4,"455"
75.96,17.52,"449"
75.96,17.64,"476"
75.96,17.76,"481"
75.96,17.88,"516"
75.96,18,"511"
75.96,18.12,"542"
75.96,18.24,"584"
75.96,18.36,"697"
75.96,18.48,"709"
75.96,18.6,"662"
75.96,18.72,"689"
75.96,18.84,"737"
75.96,18.96,"591"
75.96,19.08,"461"
75.96,19.2,"468"
75.96,19.32,"419"
75.96,19.44,"440"
75.96,19.56,"484"
75.96,19.68,"460"
75.96,19.8,"489"
75.96,19.92,"566"
75.96,20.04,"592"
75.96,20.16,"542"
75.96,20.28,"576"
75.96,20.4,"583"
75.96,20.52,"659"
75.96,20.64,"367"
75.96,20.76,"340"
75.96,20.88,"325"
75.96,21,"241"
75.96,21.12,"222"
75.96,21.24,"262"
75.96,21.36,"385"
75.96,21.48,"649"
75.96,21.6,"409"
75.96,21.72,"329"
75.96,21.84,"308"
75.96,21.96,"274"
75.96,22.08,"211"
75.96,22.2,"174"
75.96,22.32,"219"
75.96,22.44,"332"
75.96,22.56,"572"
75.96,22.68,"566"
75.96,22.8,"536"
75.96,22.92,"508"
75.96,23.04,"521"
75.96,23.16,"511"
75.96,23.28,"501"
75.96,23.4,"501"
75.96,23.52,"472"
75.96,23.64,"497"
75.96,23.76,"506"
75.96,23.88,"479"
75.96,24,"431"
75.96,24.12,"428"
75.96,24.24,"385"
75.96,24.36,"354"
75.96,24.48,"358"
75.96,24.6,"343"
75.96,24.72,"340"
75.96,24.84,"426"
75.96,24.96,"346"
75.96,25.08,"266"
75.96,25.2,"251"
75.96,25.32,"245"
75.96,25.44,"231"
75.96,25.56,"258"
75.96,25.68,"261"
75.96,25.8,"301"
75.96,25.92,"284"
75.96,26.04,"293"
75.96,26.16,"252"
75.96,26.28,"274"
75.96,26.4,"304"
75.96,26.52,"314"
75.96,26.64,"308"
75.96,26.76,"334"
75.96,26.88,"359"
75.96,27,"382"
75.96,27.12,"469"
75.96,27.24,"430"
75.96,27.36,"467"
75.96,27.48,"458"
75.96,27.6,"442"
75.96,27.72,"494"
75.96,27.84,"381"
75.96,27.96,"340"
75.96,28.08,"320"
75.96,28.2,"300"
75.96,28.32,"306"
75.96,28.44,"278"
75.96,28.56,"248"
75.96,28.68,"228"
75.96,28.8,"213"
75.96,28.92,"219"
75.96,29.04,"215"
75.96,29.16,"214"
75.96,29.28,"218"
75.96,29.4,"218"
75.96,29.52,"227"
75.96,29.64,"235"
75.96,29.76,"230"
75.96,29.88,"228"
75.96,30,"233"
75.96,30.12,"237"
75.96,30.24,"239"
75.96,30.36,"245"
75.96,30.48,"251"
75.96,30.6,"252"
75.96,30.72,"257"
75.96,30.84,"259"
75.96,30.96,"244"
75.96,31.08,"252"
75.96,31.2,"247"
75.96,31.32,"261"
75.96,31.44,"287"
75.96,31.56,"333"
75.96,31.68,"420"
75.96,31.8,"593"
75.96,31.92,"444"
75.96,32.04,"434"
75.96,32.16,"451"
75.96,32.28,"630"
75.96,32.4,"760"
75.96,32.52,"1375"
75.96,32.64,"1404"
75.96,32.76,"1946"
75.96,32.88,"3570"
75.96,33,"2439"
75.96,33.12,"2369"
75.96,33.24,"4045"
75.96,33.36,"1371"
75.96,33.48,"2959"
75.96,33.6,"3458"
75.96,33.72,"5166"
75.96,33.84,"4064"
75.96,33.96,"5076"
75.96,34.08,"4011"
75.96,34.2,"3837"
75.96,34.32,"2924"
75.96,34.44,"4470"
75.96,34.56,"3403"
75.96,34.68,"4875"
75.96,34.8,"4821"
75.96,34.92,"5035"
75.96,35.04,"3038"
75.96,35.16,"2867"
75.96,35.28,"3460"
75.96,35.4,"4937"
75.96,35.52,"4977"
75.96,35.64,"4516"
75.96,35.76,"3920"
75.96,35.88,"3953"
75.96,36,"4555"
75.96,36.12,"5633"
75.96,36.24,"5137"
75.96,36.36,"4969"
75.96,36.48,"4612"
75.96,36.6,"3196"
76.08,10.44,"11"
76.08,10.56,"12"
76.08,10.68,"15"
76.08,10.8,"18"
76.08,10.92,"67"
76.08,11.04,"37"
76.08,11.16,"53"
76.08,11.28,"259"
76.08,11.4,"687"
76.08,11.52,"1938"
76.08,11.64,"781"
76.08,11.76,"718"
76.08,11.88,"725"
76.08,12,"888"
76.08,12.12,"838"
76.08,12.24,"923"
76.08,12.36,"877"
76.08,12.48,"916"
76.08,12.6,"824"
76.08,12.72,"922"
76.08,12.84,"891"
76.08,12.96,"944"
76.08,13.08,"965"
76.08,13.2,"906"
76.08,13.32,"822"
76.08,13.44,"749"
76.08,13.56,"729"
76.08,13.68,"750"
76.08,13.8,"762"
76.08,13.92,"745"
76.08,14.04,"661"
76.08,14.16,"667"
76.08,14.28,"643"
76.08,14.4,"672"
76.08,14.52,"656"
76.08,14.64,"606"
76.08,14.76,"600"
76.08,14.88,"612"
76.08,15,"566"
76.08,15.12,"503"
76.08,15.24,"533"
76.08,15.36,"530"
76.08,15.48,"560"
76.08,15.6,"594"
76.08,15.72,"660"
76.08,15.84,"631"
76.08,15.96,"586"
76.08,16.08,"540"
76.08,16.2,"496"
76.08,16.32,"523"
76.08,16.44,"603"
76.08,16.56,"591"
76.08,16.68,"575"
76.08,16.8,"550"
76.08,16.92,"504"
76.08,17.04,"455"
76.08,17.16,"440"
76.08,17.28,"416"
76.08,17.4,"421"
76.08,17.52,"447"
76.08,17.64,"511"
76.08,17.76,"496"
76.08,17.88,"527"
76.08,18,"649"
76.08,18.12,"653"
76.08,18.24,"666"
76.08,18.36,"666"
76.08,18.48,"679"
76.08,18.6,"645"
76.08,18.72,"684"
76.08,18.84,"674"
76.08,18.96,"542"
76.08,19.08,"451"
76.08,19.2,"462"
76.08,19.32,"423"
76.08,19.44,"476"
76.08,19.56,"513"
76.08,19.68,"446"
76.08,19.8,"472"
76.08,19.92,"560"
76.08,20.04,"609"
76.08,20.16,"534"
76.08,20.28,"560"
76.08,20.4,"709"
76.08,20.52,"636"
76.08,20.64,"400"
76.08,20.76,"324"
76.08,20.88,"266"
76.08,21,"274"
76.08,21.12,"236"
76.08,21.24,"246"
76.08,21.36,"396"
76.08,21.48,"563"
76.08,21.6,"504"
76.08,21.72,"364"
76.08,21.84,"376"
76.08,21.96,"259"
76.08,22.08,"242"
76.08,22.2,"200"
76.08,22.32,"253"
76.08,22.44,"332"
76.08,22.56,"436"
76.08,22.68,"543"
76.08,22.8,"534"
76.08,22.92,"665"
76.08,23.04,"524"
76.08,23.16,"520"
76.08,23.28,"500"
76.08,23.4,"512"
76.08,23.52,"507"
76.08,23.64,"465"
76.08,23.76,"477"
76.08,23.88,"442"
76.08,24,"405"
76.08,24.12,"406"
76.08,24.24,"351"
76.08,24.36,"387"
76.08,24.48,"355"
76.08,24.6,"336"
76.08,24.72,"317"
76.08,24.84,"310"
76.08,24.96,"260"
76.08,25.08,"274"
76.08,25.2,"261"
76.08,25.32,"231"
76.08,25.44,"234"
76.08,25.56,"215"
76.08,25.68,"279"
76.08,25.8,"275"
76.08,25.92,"287"
76.08,26.04,"258"
76.08,26.16,"260"
76.08,26.28,"267"
76.08,26.4,"300"
76.08,26.52,"288"
76.08,26.64,"303"
76.08,26.76,"363"
76.08,26.88,"371"
76.08,27,"372"
76.08,27.12,"407"
76.08,27.24,"428"
76.08,27.36,"539"
76.08,27.48,"410"
76.08,27.6,"380"
76.08,27.72,"374"
76.08,27.84,"340"
76.08,27.96,"330"
76.08,28.08,"309"
76.08,28.2,"298"
76.08,28.32,"262"
76.08,28.44,"265"
76.08,28.56,"265"
76.08,28.68,"228"
76.08,28.8,"215"
76.08,28.92,"217"
76.08,29.04,"218"
76.08,29.16,"219"
76.08,29.28,"216"
76.08,29.4,"222"
76.08,29.52,"226"
76.08,29.64,"225"
76.08,29.76,"229"
76.08,29.88,"229"
76.08,30,"234"
76.08,30.12,"239"
76.08,30.24,"246"
76.08,30.36,"245"
76.08,30.48,"248"
76.08,30.6,"257"
76.08,30.72,"267"
76.08,30.84,"262"
76.08,30.96,"250"
76.08,31.08,"259"
76.08,31.2,"249"
76.08,31.32,"293"
76.08,31.44,"353"
76.08,31.56,"589"
76.08,31.68,"451"
76.08,31.8,"803"
76.08,31.92,"622"
76.08,32.04,"429"
76.08,32.16,"580"
76.08,32.28,"620"
76.08,32.4,"1511"
76.08,32.52,"1516"
76.08,32.64,"1032"
76.08,32.76,"1756"
76.08,32.88,"2951"
76.08,33,"3544"
76.08,33.12,"2715"
76.08,33.24,"4050"
76.08,33.36,"2265"
76.08,33.48,"4959"
76.08,33.6,"4225"
76.08,33.72,"5199"
76.08,33.84,"4763"
76.08,33.96,"4892"
76.08,34.08,"3823"
76.08,34.2,"4234"
76.08,34.32,"4911"
76.08,34.44,"3666"
76.08,34.56,"3930"
76.08,34.68,"3790"
76.08,34.8,"4104"
76.08,34.92,"4800"
76.08,35.04,"2641"
76.08,35.16,"3108"
76.08,35.28,"5026"
76.08,35.4,"3828"
76.08,35.52,"4512"
76.08,35.64,"4623"
76.08,35.76,"5582"
76.08,35.88,"5443"
76.08,36.24,"5230"
76.2,10.08,"4"
76.2,10.2,"4"
76.2,10.32,"12"
76.2,10.44,"13"
76.2,10.56,"11"
76.2,10.68,"42"
76.2,10.8,"32"
76.2,10.92,"35"
76.2,11.04,"357"
76.2,11.16,"60"
76.2,11.28,"25"
76.2,11.4,"615"
76.2,11.52,"482"
76.2,11.64,"828"
76.2,11.76,"826"
76.2,11.88,"719"
76.2,12,"771"
76.2,12.12,"808"
76.2,12.24,"797"
76.2,12.36,"860"
76.2,12.48,"840"
76.2,12.6,"836"
76.2,12.72,"901"
76.2,12.84,"893"
76.2,12.96,"966"
76.2,13.08,"949"
76.2,13.2,"913"
76.2,13.32,"845"
76.2,13.44,"759"
76.2,13.56,"727"
76.2,13.68,"695"
76.2,13.8,"701"
76.2,13.92,"760"
76.2,14.04,"713"
76.2,14.16,"822"
76.2,14.28,"762"
76.2,14.4,"673"
76.2,14.52,"651"
76.2,14.64,"655"
76.2,14.76,"595"
76.2,14.88,"554"
76.2,15,"521"
76.2,15.12,"512"
76.2,15.24,"492"
76.2,15.36,"526"
76.2,15.48,"567"
76.2,15.6,"618"
76.2,15.72,"649"
76.2,15.84,"607"
76.2,15.96,"567"
76.2,16.08,"510"
76.2,16.2,"498"
76.2,16.32,"555"
76.2,16.44,"545"
76.2,16.56,"553"
76.2,16.68,"529"
76.2,16.8,"543"
76.2,16.92,"506"
76.2,17.04,"465"
76.2,17.16,"432"
76.2,17.28,"450"
76.2,17.4,"462"
76.2,17.52,"478"
76.2,17.64,"456"
76.2,17.76,"513"
76.2,17.88,"569"
76.2,18,"640"
76.2,18.12,"625"
76.2,18.24,"630"
76.2,18.36,"672"
76.2,18.48,"677"
76.2,18.6,"646"
76.2,18.72,"678"
76.2,18.84,"697"
76.2,18.96,"481"
76.2,19.08,"435"
76.2,19.2,"415"
76.2,19.32,"425"
76.2,19.44,"476"
76.2,19.56,"458"
76.2,19.68,"451"
76.2,19.8,"496"
76.2,19.92,"568"
76.2,20.04,"506"
76.2,20.16,"548"
76.2,20.28,"598"
76.2,20.4,"609"
76.2,20.52,"645"
76.2,20.64,"367"
76.2,20.76,"282"
76.2,20.88,"254"
76.2,21,"229"
76.2,21.12,"334"
76.2,21.24,"244"
76.2,21.36,"325"
76.2,21.48,"536"
76.2,21.6,"483"
76.2,21.72,"350"
76.2,21.84,"366"
76.2,21.96,"279"
76.2,22.08,"238"
76.2,22.2,"190"
76.2,22.32,"245"
76.2,22.44,"255"
76.2,22.56,"334"
76.2,22.68,"642"
76.2,22.8,"628"
76.2,22.92,"493"
76.2,23.04,"531"
76.2,23.16,"515"
76.2,23.28,"483"
76.2,23.4,"449"
76.2,23.52,"444"
76.2,23.64,"413"
76.2,23.76,"414"
76.2,23.88,"389"
76.2,24,"396"
76.2,24.12,"365"
76.2,24.24,"333"
76.2,24.36,"324"
76.2,24.48,"319"
76.2,24.6,"304"
76.2,24.72,"291"
76.2,24.84,"270"
76.2,24.96,"260"
76.2,25.08,"253"
76.2,25.2,"245"
76.2,25.32,"241"
76.2,25.44,"225"
76.2,25.56,"224"
76.2,25.68,"369"
76.2,25.8,"244"
76.2,25.92,"277"
76.2,26.04,"285"
76.2,26.16,"252"
76.2,26.28,"274"
76.2,26.4,"284"
76.2,26.52,"289"
76.2,26.64,"295"
76.2,26.76,"316"
76.2,26.88,"327"
76.2,27,"339"
76.2,27.12,"428"
76.2,27.24,"508"
76.2,27.36,"619"
76.2,27.48,"512"
76.2,27.6,"372"
76.2,27.72,"354"
76.2,27.84,"342"
76.2,27.96,"337"
76.2,28.08,"295"
76.2,28.2,"281"
76.2,28.32,"262"
76.2,28.44,"238"
76.2,28.56,"218"
76.2,28.68,"214"
76.2,28.8,"219"
76.2,28.92,"217"
76.2,29.04,"220"
76.2,29.16,"221"
76.2,29.28,"224"
76.2,29.4,"225"
76.2,29.52,"228"
76.2,29.64,"230"
76.2,29.76,"231"
76.2,29.88,"232"
76.2,30,"237"
76.2,30.12,"242"
76.2,30.24,"244"
76.2,30.36,"252"
76.2,30.48,"258"
76.2,30.6,"258"
76.2,30.72,"266"
76.2,30.84,"266"
76.2,30.96,"255"
76.2,31.08,"263"
76.2,31.2,"279"
76.2,31.32,"564"
76.2,31.44,"457"
76.2,31.56,"397"
76.2,31.68,"575"
76.2,31.8,"782"
76.2,31.92,"477"
76.2,32.04,"527"
76.2,32.16,"707"
76.2,32.28,"1352"
76.2,32.4,"3142"
76.2,32.52,"1983"
76.2,32.64,"1620"
76.2,32.76,"1337"
76.2,32.88,"2354"
76.2,33,"3704"
76.2,33.12,"4084"
76.2,33.24,"2564"
76.2,33.36,"2853"
76.2,33.48,"4376"
76.2,33.6,"4572"
76.2,33.72,"4386"
76.2,33.84,"5119"
76.2,33.96,"5473"
76.2,34.08,"5100"
76.2,34.2,"4025"
76.2,34.32,"4359"
76.2,34.44,"4025"
76.2,34.56,"3110"
76.2,34.68,"3696"
76.2,34.8,"2567"
76.2,34.92,"3076"
76.2,35.04,"4271"
76.2,35.16,"3822"
76.2,35.28,"3830"
76.2,35.4,"5349"
76.2,35.52,"4420"
76.2,35.64,"5358"
76.2,35.76,"6000"
76.2,35.88,"5294"
76.32,9.6,"14"
76.32,9.72,"11"
76.32,9.96,"6"
76.32,10.08,"13"
76.32,10.2,"10"
76.32,10.32,"15"
76.32,10.44,"39"
76.32,10.56,"26"
76.32,10.68,"67"
76.32,10.8,"143"
76.32,10.92,"91"
76.32,11.04,"43"
76.32,11.16,"73"
76.32,11.28,"60"
76.32,11.4,"64"
76.32,11.52,"921"
76.32,11.64,"852"
76.32,11.76,"954"
76.32,11.88,"737"
76.32,12,"704"
76.32,12.12,"711"
76.32,12.24,"768"
76.32,12.36,"789"
76.32,12.48,"789"
76.32,12.6,"839"
76.32,12.72,"858"
76.32,12.84,"817"
76.32,12.96,"873"
76.32,13.08,"938"
76.32,13.2,"912"
76.32,13.32,"827"
76.32,13.44,"778"
76.32,13.56,"722"
76.32,13.68,"718"
76.32,13.8,"692"
76.32,13.92,"730"
76.32,14.04,"763"
76.32,14.16,"745"
76.32,14.28,"688"
76.32,14.4,"713"
76.32,14.52,"677"
76.32,14.64,"641"
76.32,14.76,"640"
76.32,14.88,"594"
76.32,15,"587"
76.32,15.12,"587"
76.32,15.24,"492"
76.32,15.36,"487"
76.32,15.48,"644"
76.32,15.6,"562"
76.32,15.72,"569"
76.32,15.84,"629"
76.32,15.96,"614"
76.32,16.08,"516"
76.32,16.2,"496"
76.32,16.32,"519"
76.32,16.44,"490"
76.32,16.56,"536"
76.32,16.68,"536"
76.32,16.8,"515"
76.32,16.92,"482"
76.32,17.04,"444"
76.32,17.16,"413"
76.32,17.28,"428"
76.32,17.4,"425"
76.32,17.52,"478"
76.32,17.64,"475"
76.32,17.76,"554"
76.32,17.88,"634"
76.32,18,"625"
76.32,18.12,"616"
76.32,18.24,"653"
76.32,18.36,"652"
76.32,18.48,"660"
76.32,18.6,"626"
76.32,18.72,"689"
76.32,18.84,"572"
76.32,18.96,"453"
76.32,19.08,"410"
76.32,19.2,"414"
76.32,19.32,"415"
76.32,19.44,"439"
76.32,19.56,"429"
76.32,19.68,"450"
76.32,19.8,"552"
76.32,19.92,"512"
76.32,20.04,"559"
76.32,20.16,"584"
76.32,20.28,"602"
76.32,20.4,"607"
76.32,20.52,"592"
76.32,20.64,"403"
76.32,20.76,"293"
76.32,20.88,"254"
76.32,21,"258"
76.32,21.12,"458"
76.32,21.24,"267"
76.32,21.36,"243"
76.32,21.48,"383"
76.32,21.6,"390"
76.32,21.72,"351"
76.32,21.84,"322"
76.32,21.96,"319"
76.32,22.08,"241"
76.32,22.2,"221"
76.32,22.32,"220"
76.32,22.44,"263"
76.32,22.56,"440"
76.32,22.68,"537"
76.32,22.8,"511"
76.32,22.92,"485"
76.32,23.04,"469"
76.32,23.16,"483"
76.32,23.28,"491"
76.32,23.4,"509"
76.32,23.52,"443"
76.32,23.64,"445"
76.32,23.76,"419"
76.32,23.88,"397"
76.32,24,"391"
76.32,24.12,"402"
76.32,24.24,"413"
76.32,24.36,"352"
76.32,24.48,"320"
76.32,24.6,"297"
76.32,24.72,"278"
76.32,24.84,"268"
76.32,24.96,"243"
76.32,25.08,"260"
76.32,25.2,"247"
76.32,25.32,"239"
76.32,25.44,"224"
76.32,25.56,"226"
76.32,25.68,"214"
76.32,25.8,"374"
76.32,25.92,"274"
76.32,26.04,"258"
76.32,26.16,"250"
76.32,26.28,"247"
76.32,26.4,"264"
76.32,26.52,"287"
76.32,26.64,"341"
76.32,26.76,"322"
76.32,26.88,"330"
76.32,27,"317"
76.32,27.12,"350"
76.32,27.24,"620"
76.32,27.36,"429"
76.32,27.48,"391"
76.32,27.6,"401"
76.32,27.72,"339"
76.32,27.84,"315"
76.32,27.96,"308"
76.32,28.08,"308"
76.32,28.2,"279"
76.32,28.32,"258"
76.32,28.44,"231"
76.32,28.56,"220"
76.32,28.68,"216"
76.32,28.8,"215"
76.32,28.92,"220"
76.32,29.04,"223"
76.32,29.16,"221"
76.32,29.28,"225"
76.32,29.4,"228"
76.32,29.52,"227"
76.32,29.64,"231"
76.32,29.76,"238"
76.32,29.88,"240"
76.32,30,"238"
76.32,30.12,"241"
76.32,30.24,"245"
76.32,30.36,"252"
76.32,30.48,"257"
76.32,30.6,"264"
76.32,30.72,"271"
76.32,30.84,"273"
76.32,30.96,"257"
76.32,31.08,"291"
76.32,31.2,"397"
76.32,31.32,"332"
76.32,31.44,"401"
76.32,31.56,"591"
76.32,31.68,"625"
76.32,31.8,"463"
76.32,31.92,"960"
76.32,32.04,"748"
76.32,32.16,"889"
76.32,32.28,"2056"
76.32,32.4,"3136"
76.32,32.52,"2812"
76.32,32.64,"3289"
76.32,32.76,"2512"
76.32,32.88,"4090"
76.32,33,"2907"
76.32,33.12,"1612"
76.32,33.24,"4505"
76.32,33.36,"4362"
76.32,33.48,"4696"
76.32,33.6,"4883"
76.32,33.72,"5638"
76.32,33.84,"5046"
76.32,33.96,"4036"
76.32,34.08,"4115"
76.32,34.2,"4657"
76.32,34.32,"3653"
76.32,34.44,"3768"
76.32,34.56,"4082"
76.32,34.68,"3414"
76.32,34.8,"4850"
76.32,34.92,"3997"
76.32,35.04,"5280"
76.32,35.16,"2905"
76.32,35.28,"4531"
76.32,35.4,"3965"
76.32,35.52,"4630"
76.32,35.64,"6712"
76.32,35.76,"4162"
76.44,9.24,"4"
76.44,9.36,"-1"
76.44,9.48,"3"
76.44,9.6,"9"
76.44,9.72,
76.44,9.84,"1"
76.44,9.96,"12"
76.44,10.08,"27"
76.44,10.2,"11"
76.44,10.32,"31"
76.44,10.44,"54"
76.44,10.56,"152"
76.44,10.68,"46"
76.44,10.8,"51"
76.44,10.92,"129"
76.44,11.04,"128"
76.44,11.16,"1462"
76.44,11.28,"931"
76.44,11.4,"1307"
76.44,11.52,"964"
76.44,11.64,"1081"
76.44,11.76,"833"
76.44,11.88,"773"
76.44,12,"702"
76.44,12.12,"670"
76.44,12.24,"758"
76.44,12.36,"804"
76.44,12.48,"749"
76.44,12.6,"784"
76.44,12.72,"819"
76.44,12.84,"849"
76.44,12.96,"871"
76.44,13.08,"882"
76.44,13.2,"842"
76.44,13.32,"833"
76.44,13.44,"813"
76.44,13.56,"726"
76.44,13.68,"718"
76.44,13.8,"658"
76.44,13.92,"688"
76.44,14.04,"754"
76.44,14.16,"965"
76.44,14.28,"699"
76.44,14.4,"677"
76.44,14.52,"633"
76.44,14.64,"659"
76.44,14.76,"684"
76.44,14.88,"635"
76.44,15,"650"
76.44,15.12,"601"
76.44,15.24,"543"
76.44,15.36,"493"
76.44,15.48,"463"
76.44,15.6,"477"
76.44,15.72,"504"
76.44,15.84,"493"
76.44,15.96,"545"
76.44,16.08,"570"
76.44,16.2,"485"
76.44,16.32,"498"
76.44,16.44,"485"
76.44,16.56,"528"
76.44,16.68,"507"
76.44,16.8,"458"
76.44,16.92,"473"
76.44,17.04,"444"
76.44,17.16,"413"
76.44,17.28,"459"
76.44,17.4,"474"
76.44,17.52,"535"
76.44,17.64,"560"
76.44,17.76,"576"
76.44,17.88,"614"
76.44,18,"621"
76.44,18.12,"643"
76.44,18.24,"655"
76.44,18.36,"643"
76.44,18.48,"609"
76.44,18.6,"628"
76.44,18.72,"635"
76.44,18.84,"473"
76.44,18.96,"410"
76.44,19.08,"391"
76.44,19.2,"413"
76.44,19.32,"426"
76.44,19.44,"436"
76.44,19.56,"434"
76.44,19.68,"468"
76.44,19.8,"544"
76.44,19.92,"539"
76.44,20.04,"568"
76.44,20.16,"590"
76.44,20.28,"569"
76.44,20.4,"571"
76.44,20.52,"445"
76.44,20.64,"336"
76.44,20.76,"282"
76.44,20.88,"251"
76.44,21,"269"
76.44,21.12,"467"
76.44,21.24,"329"
76.44,21.36,"413"
76.44,21.48,"289"
76.44,21.6,"370"
76.44,21.72,"312"
76.44,21.84,"301"
76.44,21.96,"325"
76.44,22.08,"299"
76.44,22.2,"278"
76.44,22.32,"214"
76.44,22.44,"258"
76.44,22.56,"337"
76.44,22.68,"511"
76.44,22.8,"520"
76.44,22.92,"547"
76.44,23.04,"511"
76.44,23.16,"462"
76.44,23.28,"446"
76.44,23.4,"436"
76.44,23.52,"427"
76.44,23.64,"417"
76.44,23.76,"421"
76.44,23.88,"432"
76.44,24,"423"
76.44,24.12,"382"
76.44,24.24,"351"
76.44,24.36,"368"
76.44,24.48,"351"
76.44,24.6,"305"
76.44,24.72,"300"
76.44,24.84,"341"
76.44,24.96,"254"
76.44,25.08,"275"
76.44,25.2,"266"
76.44,25.32,"256"
76.44,25.44,"244"
76.44,25.56,"205"
76.44,25.68,"221"
76.44,25.8,"219"
76.44,25.92,"223"
76.44,26.04,"427"
76.44,26.16,"241"
76.44,26.28,"240"
76.44,26.4,"253"
76.44,26.52,"271"
76.44,26.64,"492"
76.44,26.76,"369"
76.44,26.88,"295"
76.44,27,"300"
76.44,27.12,"392"
76.44,27.24,"351"
76.44,27.36,"578"
76.44,27.48,"386"
76.44,27.6,"390"
76.44,27.72,"354"
76.44,27.84,"320"
76.44,27.96,"291"
76.44,28.08,"305"
76.44,28.2,"258"
76.44,28.32,"245"
76.44,28.44,"230"
76.44,28.56,"218"
76.44,28.68,"216"
76.44,28.8,"221"
76.44,28.92,"222"
76.44,29.04,"223"
76.44,29.16,"226"
76.44,29.28,"228"
76.44,29.4,"230"
76.44,29.52,"229"
76.44,29.64,"233"
76.44,29.76,"237"
76.44,29.88,"243"
76.44,30,"245"
76.44,30.12,"249"
76.44,30.24,"251"
76.44,30.36,"255"
76.44,30.48,"262"
76.44,30.6,"268"
76.44,30.72,"271"
76.44,30.84,"276"
76.44,30.96,"264"
76.44,31.08,"423"
76.44,31.2,"306"
76.44,31.32,"403"
76.44,31.44,"486"
76.44,31.56,"772"
76.44,31.68,"633"
76.44,31.8,"578"
76.44,31.92,"741"
76.44,32.04,"1078"
76.44,32.16,"1215"
76.44,32.28,"3974"
76.44,32.4,"3540"
76.44,32.52,"3056"
76.44,32.64,"4440"
76.44,32.76,"2098"
76.44,32.88,"3052"
76.44,33,"2389"
76.44,33.12,"4645"
76.44,33.24,"4745"
76.44,33.36,"4389"
76.44,33.48,"4749"
76.44,33.6,"4458"
76.44,33.72,"4292"
76.44,33.84,"4269"
76.44,33.96,"4819"
76.44,34.08,"4565"
76.44,34.2,"4089"
76.44,34.32,"3721"
76.44,34.44,"4032"
76.44,34.56,"4150"
76.44,34.68,"4046"
76.44,34.8,"5216"
76.44,34.92,"4466"
76.44,35.04,"5000"
76.44,35.16,"2488"
76.44,35.28,"3315"
76.44,35.4,"5058"
76.44,35.52,"4579"
76.44,35.64,"4916"
76.44,35.76,"4699"
76.56,9,"15"
76.56,9.12,"19"
76.56,9.24,"15"
76.56,9.36,"8"
76.56,9.48,"19"
76.56,9.6,"15"
76.56,9.72,"21"
76.56,9.84,"90"
76.56,9.96,"14"
76.56,10.08,"55"
