Long,Lat,SAMPLE_1
77.64,10.32,"1555"
77.64,10.44,"356"
77.64,10.56,"303"
77.64,10.68,"283"
77.64,10.8,"235"
77.64,10.92,"237"
77.64,11.04,"283"
77.64,11.16,"248"
77.64,11.28,"243"
77.64,11.4,"227"
77.64,11.52,"205"
77.64,11.64,"231"
77.64,11.76,"891"
77.64,11.88,"484"
77.64,12,"808"
77.64,12.12,"1292"
77.64,12.24,"625"
77.64,12.36,"650"
77.64,12.48,"956"
77.64,12.6,"925"
77.64,12.72,"913"
77.64,12.84,"931"
77.64,12.96,"889"
77.64,13.08,"905"
77.64,13.2,"923"
77.64,13.32,"951"
77.64,13.44,"827"
77.64,13.56,"819"
77.64,13.68,"863"
77.64,13.8,"703"
77.64,13.92,"727"
77.64,14.04,"617"
77.64,14.16,"494"
77.64,14.28,"435"
77.64,14.4,"390"
77.64,14.52,"397"
77.64,14.64,"358"
77.64,14.76,"318"
77.64,14.88,"335"
77.64,15,"310"
77.64,15.12,"373"
77.64,15.24,"485"
77.64,15.36,"482"
77.64,15.48,"468"
77.64,15.6,"425"
77.64,15.72,"369"
77.64,15.84,"329"
77.64,15.96,"340"
77.64,16.08,"358"
77.64,16.2,"402"
77.64,16.32,"343"
77.64,16.44,"346"
77.64,16.56,"385"
77.64,16.68,"418"
77.64,16.8,"483"
77.64,16.92,"556"
77.64,17.04,"515"
77.64,17.16,"521"
77.64,17.28,"471"
77.64,17.4,"557"
77.64,17.52,"635"
77.64,17.64,"646"
77.64,17.76,"623"
77.64,17.88,"567"
77.64,18,"531"
77.64,18.12,"513"
77.64,18.24,"504"
77.64,18.36,"394"
77.64,18.48,"379"
77.64,18.6,"368"
77.64,18.72,"388"
77.64,18.84,"369"
77.64,18.96,"383"
77.64,19.08,"401"
77.64,19.2,"471"
77.64,19.32,"454"
77.64,19.44,"429"
77.64,19.56,"400"
77.64,19.68,"426"
77.64,19.8,"319"
77.64,19.92,"342"
77.64,20.04,"392"
77.64,20.16,"370"
77.64,20.28,"424"
77.64,20.4,"365"
77.64,20.52,"383"
77.64,20.64,"341"
77.64,20.76,"333"
77.64,20.88,"302"
77.64,21,"317"
77.64,21.12,"339"
77.64,21.24,"362"
77.64,21.36,"422"
77.64,21.48,"666"
77.64,21.6,"778"
77.64,21.72,"680"
77.64,21.84,"508"
77.64,21.96,"598"
77.64,22.08,"587"
77.64,22.2,"531"
77.64,22.32,"406"
77.64,22.44,"407"
77.64,22.56,"321"
77.64,22.68,"307"
77.64,22.8,"458"
77.64,22.92,"496"
77.64,23.04,"442"
77.64,23.16,"433"
77.64,23.28,"501"
77.64,23.4,"474"
77.64,23.52,"511"
77.64,23.64,"439"
77.64,23.76,"443"
77.64,23.88,"448"
77.64,24,"518"
77.64,24.12,"510"
77.64,24.24,"522"
77.64,24.36,"529"
77.64,24.48,"498"
77.64,24.6,"523"
77.64,24.72,"494"
77.64,24.84,"470"
77.64,24.96,"454"
77.64,25.08,"436"
77.64,25.2,"434"
77.64,25.32,"440"
77.64,25.44,"477"
77.64,25.56,"432"
77.64,25.68,"427"
77.64,25.8,"392"
77.64,25.92,"360"
77.64,26.04,"358"
77.64,26.16,"293"
77.64,26.28,"188"
77.64,26.4,"183"
77.64,26.52,"279"
77.64,26.64,"208"
77.64,26.76,"175"
77.64,26.88,"185"
77.64,27,"171"
77.64,27.12,"173"
77.64,27.24,"173"
77.64,27.36,"180"
77.64,27.48,"179"
77.64,27.6,"180"
77.64,27.72,"184"
77.64,27.84,"181"
77.64,27.96,"192"
77.64,28.08,"194"
77.64,28.2,"195"
77.64,28.32,"203"
77.64,28.44,"208"
77.64,28.56,"210"
77.64,28.68,"214"
77.64,28.8,"217"
77.64,28.92,"223"
77.64,29.04,"226"
77.64,29.16,"235"
77.64,29.28,"236"
77.64,29.4,"241"
77.64,29.52,"248"
77.64,29.64,"253"
77.64,29.76,"261"
77.64,29.88,"272"
77.64,30,"281"
77.64,30.12,"301"
77.64,30.24,"325"
77.64,30.36,"670"
77.64,30.48,"461"
77.64,30.6,"1787"
77.64,30.72,"1866"
77.64,30.84,"2219"
77.64,30.96,"2075"
77.64,31.08,"2948"
77.64,31.2,"1964"
77.64,31.32,"2013"
77.64,31.44,"1604"
77.64,31.56,"3095"
77.64,31.68,"4558"
77.64,31.8,"3178"
77.64,31.92,"4920"
77.64,32.04,"5204"
77.64,32.16,"5276"
77.64,32.28,"5315"
77.64,32.4,"4556"
77.64,32.52,"5498"
77.64,32.64,"5536"
77.64,32.76,"4593"
77.64,32.88,"5156"
77.64,33,"4814"
77.64,33.12,"5066"
77.64,33.24,"4462"
77.64,33.36,"4806"
77.64,33.48,"5639"
77.64,33.6,"5287"
77.64,33.72,"5542"
77.64,33.84,"4571"
77.64,33.96,"4117"
77.64,34.08,"3304"
77.64,34.2,"4295"
77.64,34.32,"4733"
77.64,34.44,"5019"
77.64,34.56,"3171"
77.64,34.68,"5360"
77.64,34.8,"5319"
77.64,34.92,"5552"
77.64,35.04,"5397"
77.64,35.16,"5446"
77.64,35.28,"5477"
77.64,35.4,"5859"
77.76,8.28,"24"
77.76,8.4,"50"
77.76,8.52,"67"
77.76,8.64,"50"
77.76,8.76,"47"
77.76,8.88,"47"
77.76,9,"76"
77.76,9.12,"107"
77.76,9.24,"110"
77.76,9.36,"99"
77.76,9.48,"112"
77.76,9.6,"120"
77.76,9.72,"183"
77.76,9.84,"181"
77.76,9.96,"243"
77.76,10.08,"228"
77.76,10.2,"273"
77.76,10.32,"1295"
77.76,10.44,"474"
77.76,10.56,"274"
77.76,10.68,"401"
77.76,10.8,"223"
77.76,10.92,"222"
77.76,11.04,"204"
77.76,11.16,"217"
77.76,11.28,"175"
77.76,11.4,"177"
77.76,11.52,"186"
77.76,11.64,"184"
77.76,11.76,"1011"
77.76,11.88,"246"
77.76,12,"412"
77.76,12.12,"413"
77.76,12.24,"566"
77.76,12.36,"638"
77.76,12.48,"855"
77.76,12.6,"892"
77.76,12.72,"903"
77.76,12.84,"886"
77.76,12.96,"866"
77.76,13.08,"863"
77.76,13.2,"885"
77.76,13.32,"896"
77.76,13.44,"928"
77.76,13.56,"908"
77.76,13.68,"793"
77.76,13.8,"719"
77.76,13.92,"679"
77.76,14.04,"634"
77.76,14.16,"465"
77.76,14.28,"394"
77.76,14.4,"366"
77.76,14.52,"362"
77.76,14.64,"361"
77.76,14.76,"317"
77.76,14.88,"276"
77.76,15,"310"
77.76,15.12,"339"
77.76,15.24,"508"
77.76,15.36,"480"
77.76,15.48,"403"
77.76,15.6,"372"
77.76,15.72,"373"
77.76,15.84,"320"
77.76,15.96,"326"
77.76,16.08,"357"
77.76,16.2,"342"
77.76,16.32,"305"
77.76,16.44,"350"
77.76,16.56,"366"
77.76,16.68,"399"
77.76,16.8,"448"
77.76,16.92,"529"
77.76,17.04,"567"
77.76,17.16,"507"
77.76,17.28,"517"
77.76,17.4,"551"
77.76,17.52,"635"
77.76,17.64,"645"
77.76,17.76,"578"
77.76,17.88,"551"
77.76,18,"557"
77.76,18.12,"484"
77.76,18.24,"446"
77.76,18.36,"398"
77.76,18.48,"358"
77.76,18.6,"357"
77.76,18.72,"352"
77.76,18.84,"350"
77.76,18.96,"384"
77.76,19.08,"477"
77.76,19.2,"452"
77.76,19.32,"440"
77.76,19.44,"391"
77.76,19.56,"408"
77.76,19.68,"403"
77.76,19.8,"288"
77.76,19.92,"342"
77.76,20.04,"368"
77.76,20.16,"338"
77.76,20.28,"364"
77.76,20.4,"331"
77.76,20.52,"351"
77.76,20.64,"324"
77.76,20.76,"314"
77.76,20.88,"354"
77.76,21,"323"
77.76,21.12,"341"
77.76,21.24,"377"
77.76,21.36,"419"
77.76,21.48,"798"
77.76,21.6,"727"
77.76,21.72,"692"
77.76,21.84,"586"
77.76,21.96,"597"
77.76,22.08,"559"
77.76,22.2,"512"
77.76,22.32,"423"
77.76,22.44,"423"
77.76,22.56,"341"
77.76,22.68,"312"
77.76,22.8,"306"
77.76,22.92,"547"
77.76,23.04,"516"
77.76,23.16,"493"
77.76,23.28,"443"
77.76,23.4,"426"
77.76,23.52,"422"
77.76,23.64,"423"
77.76,23.76,"419"
77.76,23.88,"417"
77.76,24,"446"
77.76,24.12,"445"
77.76,24.24,"457"
77.76,24.36,"482"
77.76,24.48,"476"
77.76,24.6,"484"
77.76,24.72,"484"
77.76,24.84,"470"
77.76,24.96,"463"
77.76,25.08,"463"
77.76,25.2,"434"
77.76,25.32,"439"
77.76,25.44,"395"
77.76,25.56,"396"
77.76,25.68,"372"
77.76,25.8,"336"
77.76,25.92,"325"
77.76,26.04,"363"
77.76,26.16,"254"
77.76,26.28,"217"
77.76,26.4,"173"
77.76,26.52,"164"
77.76,26.64,"225"
77.76,26.76,"177"
77.76,26.88,"172"
77.76,27,"166"
77.76,27.12,"170"
77.76,27.24,"177"
77.76,27.36,"173"
77.76,27.48,"177"
77.76,27.6,"176"
77.76,27.72,"181"
77.76,27.84,"184"
77.76,27.96,"191"
77.76,28.08,"196"
77.76,28.2,"197"
77.76,28.32,"200"
77.76,28.44,"203"
77.76,28.56,"210"
77.76,28.68,"210"
77.76,28.8,"217"
77.76,28.92,"221"
77.76,29.04,"228"
77.76,29.16,"232"
77.76,29.28,"238"
77.76,29.4,"244"
77.76,29.52,"248"
77.76,29.64,"256"
77.76,29.76,"260"
77.76,29.88,"271"
77.76,30,"294"
77.76,30.12,"320"
77.76,30.24,"463"
77.76,30.36,"559"
77.76,30.48,"438"
77.76,30.6,"591"
77.76,30.72,"867"
77.76,30.84,"1220"
77.76,30.96,"2530"
77.76,31.08,"1734"
77.76,31.2,"1514"
77.76,31.32,"3257"
77.76,31.44,"2960"
77.76,31.56,"1410"
77.76,31.68,"3865"
77.76,31.8,"5218"
77.76,31.92,"4671"
77.76,32.04,"5092"
77.76,32.16,"5577"
77.76,32.28,"4821"
77.76,32.4,"4796"
77.76,32.52,"4865"
77.76,32.64,"5578"
77.76,32.76,"4949"
77.76,32.88,"5105"
77.76,33,"5527"
77.76,33.12,"4792"
77.76,33.24,"4787"
77.76,33.36,"4796"
77.76,33.48,"5527"
77.76,33.6,"4375"
77.76,33.72,"4264"
77.76,33.84,"3998"
77.76,33.96,"3716"
77.76,34.08,"4379"
77.76,34.2,"5221"
77.76,34.32,"4675"
77.76,34.44,"3217"
77.76,34.56,"5287"
77.76,34.68,"5527"
77.76,34.8,"5627"
77.76,34.92,"5589"
77.76,35.04,"5262"
77.76,35.16,"5875"
77.76,35.28,"4818"
77.76,35.4,"5352"
77.88,8.28,"27"
77.88,8.4,"53"
77.88,8.52,"40"
77.88,8.64,"21"
77.88,8.76,"47"
77.88,8.88,"73"
77.88,9,"88"
77.88,9.12,"83"
77.88,9.24,"79"
77.88,9.36,"72"
77.88,9.48,"80"
77.88,9.6,"119"
77.88,9.72,"140"
77.88,9.84,"152"
77.88,9.96,"174"
77.88,10.08,"186"
77.88,10.2,"252"
77.88,10.32,"274"
77.88,10.44,"264"
77.88,10.56,"295"
77.88,10.68,"220"
77.88,10.8,"167"
77.88,10.92,"194"
77.88,11.04,"149"
77.88,11.16,"128"
77.88,11.28,"168"
77.88,11.4,"247"
77.88,11.52,"277"
77.88,11.64,"233"
77.88,11.76,"351"
77.88,11.88,"301"
77.88,12,"461"
77.88,12.12,"519"
77.88,12.24,"554"
77.88,12.36,"1166"
77.88,12.48,"792"
77.88,12.6,"840"
77.88,12.72,"842"
77.88,12.84,"854"
77.88,12.96,"895"
77.88,13.08,"930"
77.88,13.2,"920"
77.88,13.32,"919"
77.88,13.44,"918"
77.88,13.56,"836"
77.88,13.68,"804"
77.88,13.8,"889"
77.88,13.92,"770"
77.88,14.04,"795"
77.88,14.16,"586"
77.88,14.28,"457"
77.88,14.4,"378"
77.88,14.52,"313"
77.88,14.64,"438"
77.88,14.76,"367"
77.88,14.88,"281"
77.88,15,"270"
77.88,15.12,"398"
77.88,15.24,"458"
77.88,15.36,"473"
77.88,15.48,"371"
77.88,15.6,"334"
77.88,15.72,"336"
77.88,15.84,"307"
77.88,15.96,"306"
77.88,16.08,"313"
77.88,16.2,"303"
77.88,16.32,"313"
77.88,16.44,"348"
77.88,16.56,"378"
77.88,16.68,"413"
77.88,16.8,"521"
77.88,16.92,"551"
77.88,17.04,"606"
77.88,17.16,"597"
77.88,17.28,"582"
77.88,17.4,"634"
77.88,17.52,"606"
77.88,17.64,"553"
77.88,17.76,"540"
77.88,17.88,"530"
77.88,18,"494"
77.88,18.12,"453"
77.88,18.24,"411"
77.88,18.36,"375"
77.88,18.48,"402"
77.88,18.6,"370"
77.88,18.72,"353"
77.88,18.84,"348"
77.88,18.96,"362"
77.88,19.08,"380"
77.88,19.2,"378"
77.88,19.32,"458"
77.88,19.44,"407"
77.88,19.56,"392"
77.88,19.68,"348"
77.88,19.8,"355"
77.88,19.92,"275"
77.88,20.04,"324"
77.88,20.16,"338"
77.88,20.28,"303"
77.88,20.4,"338"
77.88,20.52,"327"
77.88,20.64,"282"
77.88,20.76,"305"
77.88,20.88,"377"
77.88,21,"361"
77.88,21.12,"367"
77.88,21.24,"367"
77.88,21.36,"421"
77.88,21.48,"718"
77.88,21.6,"690"
77.88,21.72,"629"
77.88,21.84,"650"
77.88,21.96,"645"
77.88,22.08,"590"
77.88,22.2,"481"
77.88,22.32,"390"
77.88,22.44,"383"
77.88,22.56,"433"
77.88,22.68,"304"
77.88,22.8,"311"
77.88,22.92,"309"
77.88,23.04,"531"
77.88,23.16,"464"
77.88,23.28,"522"
77.88,23.4,"453"
77.88,23.52,"427"
77.88,23.64,"412"
77.88,23.76,"423"
77.88,23.88,"405"
77.88,24,"420"
77.88,24.12,"434"
77.88,24.24,"425"
77.88,24.36,"428"
77.88,24.48,"463"
77.88,24.6,"457"
77.88,24.72,"438"
77.88,24.84,"485"
77.88,24.96,"471"
77.88,25.08,"435"
77.88,25.2,"418"
77.88,25.32,"378"
77.88,25.44,"392"
77.88,25.56,"409"
77.88,25.68,"333"
77.88,25.8,"357"
77.88,25.92,"379"
77.88,26.04,"322"
77.88,26.16,"340"
77.88,26.28,"208"
77.88,26.4,"184"
77.88,26.52,"173"
77.88,26.64,"134"
77.88,26.76,"170"
77.88,26.88,"162"
77.88,27,"166"
77.88,27.12,"169"
77.88,27.24,"177"
77.88,27.36,"174"
77.88,27.48,"175"
77.88,27.6,"174"
77.88,27.72,"182"
77.88,27.84,"187"
77.88,27.96,"189"
77.88,28.08,"197"
77.88,28.2,"196"
77.88,28.32,"202"
77.88,28.44,"204"
77.88,28.56,"207"
77.88,28.68,"213"
77.88,28.8,"215"
77.88,28.92,"220"
77.88,29.04,"228"
77.88,29.16,"232"
77.88,29.28,"242"
77.88,29.4,"246"
77.88,29.52,"252"
77.88,29.64,"257"
77.88,29.76,"262"
77.88,29.88,"265"
77.88,30,"300"
77.88,30.12,"352"
77.88,30.24,"650"
77.88,30.36,"542"
77.88,30.48,"627"
77.88,30.6,"1110"
77.88,30.72,"1829"
77.88,30.84,"2021"
77.88,30.96,"1532"
77.88,31.08,"2463"
77.88,31.2,"2206"
77.88,31.32,"2377"
77.88,31.44,"3891"
77.88,31.56,"1602"
77.88,31.68,"3757"
77.88,31.8,"4918"
77.88,31.92,"5397"
77.88,32.04,"5058"
77.88,32.16,"5084"
77.88,32.28,"5362"
77.88,32.4,"5140"
77.88,32.52,"5271"
77.88,32.64,"5088"
77.88,32.76,"5277"
77.88,32.88,"5460"
77.88,33,"5153"
77.88,33.12,"4913"
77.88,33.24,"4947"
77.88,33.36,"5289"
77.88,33.48,"5567"
77.88,33.6,"4982"
77.88,33.72,"4487"
77.88,33.84,"4615"
77.88,33.96,"4652"
77.88,34.08,"5534"
77.88,34.2,"5043"
77.88,34.32,"3487"
77.88,34.44,"4129"
77.88,34.56,"5771"
77.88,34.68,"5338"
77.88,34.8,"5653"
77.88,34.92,"5775"
77.88,35.04,"5001"
77.88,35.16,"5039"
77.88,35.28,"5464"
77.88,35.4,"5295"
78,8.4,"13"
78,8.52,"28"
78,8.64,"15"
78,8.76,"39"
78,8.88,"40"
78,9,"57"
78,9.12,"65"
78,9.24,"52"
78,9.36,"63"
78,9.48,"86"
78,9.6,"105"
78,9.72,"112"
78,9.84,"130"
78,9.96,"355"
78,10.08,"196"
78,10.2,"1077"
78,10.32,"322"
78,10.44,"242"
78,10.56,"220"
78,10.68,"199"
78,10.8,"160"
78,10.92,"139"
78,11.04,"154"
78,11.16,"156"
78,11.28,"175"
78,11.4,"205"
78,11.52,"228"
78,11.64,"261"
78,11.76,"299"
78,11.88,"428"
78,12,"465"
78,12.12,"460"
78,12.24,"535"
78,12.36,"572"
78,12.48,"699"
78,12.6,"718"
78,12.72,"740"
78,12.84,"838"
78,12.96,"854"
78,13.08,"889"
78,13.2,"841"
78,13.32,"879"
78,13.44,"905"
78,13.56,"772"
78,13.68,"770"
78,13.8,"677"
78,13.92,"723"
78,14.04,"591"
78,14.16,"521"
78,14.28,"514"
78,14.4,"350"
78,14.52,"371"
78,14.64,"273"
78,14.76,"265"
78,14.88,"235"
78,15,"255"
78,15.12,"516"
78,15.24,"407"
78,15.36,"456"
78,15.48,"487"
78,15.6,"399"
78,15.72,"300"
78,15.84,"290"
78,15.96,"310"
78,16.08,"266"
78,16.2,"314"
78,16.32,"357"
78,16.44,"370"
78,16.56,"413"
78,16.68,"435"
78,16.8,"591"
78,16.92,"624"
78,17.04,"639"
78,17.16,"658"
78,17.28,"654"
78,17.4,"593"
78,17.52,"568"
78,17.64,"521"
78,17.76,"522"
78,17.88,"511"
78,18,"515"
78,18.12,"434"
78,18.24,"426"
78,18.36,"479"
78,18.48,"523"
78,18.6,"405"
78,18.72,"375"
78,18.84,"347"
78,18.96,"350"
78,19.08,"355"
78,19.2,"383"
78,19.32,"480"
78,19.44,"384"
78,19.56,"418"
78,19.68,"293"
78,19.8,"385"
78,19.92,"341"
78,20.04,"293"
78,20.16,"289"
78,20.28,"345"
78,20.4,"348"
78,20.52,"321"
78,20.64,"266"
78,20.76,"299"
78,20.88,"367"
78,21,"338"
78,21.12,"353"
78,21.24,"332"
78,21.36,"359"
78,21.48,"640"
78,21.6,"623"
78,21.72,"661"
78,21.84,"712"
78,21.96,"625"
78,22.08,"433"
78,22.2,"405"
78,22.32,"423"
78,22.44,"357"
78,22.56,"367"
78,22.68,"332"
78,22.8,"310"
78,22.92,"318"
78,23.04,"343"
78,23.16,"381"
78,23.28,"428"
78,23.4,"435"
78,23.52,"442"
78,23.64,"437"
78,23.76,"423"
78,23.88,"416"
78,24,"392"
78,24.12,"398"
78,24.24,"410"
78,24.36,"400"
78,24.48,"442"
78,24.6,"439"
78,24.72,"482"
78,24.84,"402"
78,24.96,"483"
78,25.08,"450"
78,25.2,"391"
78,25.32,"345"
78,25.44,"332"
78,25.56,"276"
78,25.68,"268"
78,25.8,"244"
78,25.92,"268"
78,26.04,"321"
78,26.16,"285"
78,26.28,"269"
78,26.4,"215"
78,26.52,"171"
78,26.64,"162"
78,26.76,"171"
78,26.88,"162"
78,27,"159"
78,27.12,"167"
78,27.24,"154"
78,27.36,"178"
78,27.48,"169"
78,27.6,"178"
78,27.72,"187"
78,27.84,"187"
78,27.96,"190"
78,28.08,"190"
78,28.2,"198"
78,28.32,"198"
78,28.44,"202"
78,28.56,"206"
78,28.68,"212"
78,28.8,"218"
78,28.92,"221"
78,29.04,"225"
78,29.16,"233"
78,29.28,"229"
78,29.4,"221"
78,29.52,"226"
78,29.64,"231"
78,29.76,"236"
78,29.88,"253"
78,30,"309"
78,30.12,"570"
78,30.24,"681"
78,30.36,"628"
78,30.48,"1618"
78,30.6,"1242"
78,30.72,"1737"
78,30.84,"2415"
78,30.96,"1609"
78,31.08,"2303"
78,31.2,"3425"
78,31.32,"2880"
78,31.44,"3988"
78,31.56,"1507"
78,31.68,"3167"
78,31.8,"4466"
78,31.92,"4929"
78,32.04,"3820"
78,32.16,"4483"
78,32.28,"3730"
78,32.4,"4669"
78,32.52,"5007"
78,32.64,"5552"
78,32.76,"4907"
78,32.88,"5021"
78,33,"4879"
78,33.12,"5856"
78,33.24,"4750"
78,33.36,"4547"
78,33.48,"5214"
78,33.6,"5448"
78,33.72,"5187"
78,33.84,"5514"
78,33.96,"5219"
78,34.08,"5141"
78,34.2,"6050"
78,34.32,"3412"
78,34.44,"5791"
78,34.56,"5665"
78,34.68,"5786"
78,34.8,"5314"
78,34.92,"5730"
78,35.04,"5868"
78,35.16,"5167"
78,35.28,"5308"
78,35.4,"5284"
78.12,8.52,"6"
78.12,8.76,"1"
78.12,8.88,"12"
78.12,9,"20"
78.12,9.12,"28"
78.12,9.24,"38"
78.12,9.36,"77"
78.12,9.48,"100"
78.12,9.6,"79"
78.12,9.72,"103"
78.12,9.84,"125"
78.12,9.96,"142"
78.12,10.08,"199"
78.12,10.2,"469"
78.12,10.32,"332"
78.12,10.44,"304"
78.12,10.56,"734"
78.12,10.68,"229"
78.12,10.8,"176"
78.12,10.92,"129"
78.12,11.04,"121"
78.12,11.16,"180"
78.12,11.28,"196"
78.12,11.4,"196"
78.12,11.52,"421"
78.12,11.64,"266"
78.12,11.76,"329"
78.12,11.88,"363"
78.12,12,"510"
78.12,12.12,"447"
78.12,12.24,"488"
78.12,12.36,"536"
78.12,12.48,"541"
78.12,12.6,"535"
78.12,12.72,"654"
78.12,12.84,"732"
78.12,12.96,"826"
78.12,13.08,"861"
78.12,13.2,"828"
78.12,13.32,"844"
78.12,13.44,"862"
78.12,13.56,"743"
78.12,13.68,"689"
78.12,13.8,"667"
78.12,13.92,"729"
78.12,14.04,"592"
78.12,14.16,"491"
78.12,14.28,"459"
78.12,14.4,"446"
78.12,14.52,"309"
78.12,14.64,"253"
78.12,14.76,"222"
78.12,14.88,"221"
78.12,15,"285"
78.12,15.12,"257"
78.12,15.24,"203"
78.12,15.36,"499"
78.12,15.48,"427"
78.12,15.6,"404"
78.12,15.72,"352"
78.12,15.84,"285"
78.12,15.96,"281"
78.12,16.08,"327"
78.12,16.2,"360"
78.12,16.32,"491"
78.12,16.44,"425"
78.12,16.56,"465"
78.12,16.68,"490"
78.12,16.8,"601"
78.12,16.92,"604"
78.12,17.04,"618"
78.12,17.16,"631"
78.12,17.28,"616"
78.12,17.4,"604"
78.12,17.52,"574"
78.12,17.64,"507"
78.12,17.76,"493"
78.12,17.88,"505"
78.12,18,"477"
78.12,18.12,"442"
78.12,18.24,"470"
78.12,18.36,"534"
78.12,18.48,"602"
78.12,18.6,"416"
78.12,18.72,"369"
78.12,18.84,"365"
78.12,18.96,"327"
78.12,19.08,"335"
78.12,19.2,"417"
78.12,19.32,"444"
78.12,19.44,"408"
78.12,19.56,"347"
78.12,19.68,"399"
78.12,19.8,"308"
78.12,19.92,"292"
78.12,20.04,"294"
78.12,20.16,"292"
78.12,20.28,"409"
78.12,20.4,"449"
78.12,20.52,"283"
78.12,20.64,"285"
78.12,20.76,"304"
78.12,20.88,"304"
78.12,21,"306"
78.12,21.12,"301"
78.12,21.24,"363"
78.12,21.36,"335"
78.12,21.48,"647"
78.12,21.6,"691"
78.12,21.72,"678"
78.12,21.84,"801"
78.12,21.96,"745"
78.12,22.08,"438"
78.12,22.2,"421"
78.12,22.32,"487"
78.12,22.44,"440"
78.12,22.56,"358"
78.12,22.68,"337"
78.12,22.8,"307"
78.12,22.92,"321"
78.12,23.04,"330"
78.12,23.16,"389"
78.12,23.28,"468"
78.12,23.4,"527"
78.12,23.52,"577"
78.12,23.64,"457"
78.12,23.76,"431"
78.12,23.88,"420"
78.12,24,"425"
78.12,24.12,"403"
78.12,24.24,"394"
78.12,24.36,"384"
78.12,24.48,"413"
78.12,24.6,"405"
78.12,24.72,"458"
78.12,24.84,"343"
78.12,24.96,"364"
78.12,25.08,"365"
78.12,25.2,"378"
78.12,25.32,"314"
78.12,25.44,"275"
78.12,25.56,"259"
78.12,25.68,"230"
78.12,25.8,"237"
78.12,25.92,"232"
78.12,26.04,"259"
78.12,26.16,"249"
78.12,26.28,"197"
78.12,26.4,"182"
78.12,26.52,"171"
78.12,26.64,"167"
78.12,26.76,"140"
78.12,26.88,"165"
78.12,27,"166"
78.12,27.12,"168"
78.12,27.24,"170"
78.12,27.36,"171"
78.12,27.48,"169"
78.12,27.6,"178"
78.12,27.72,"185"
78.12,27.84,"184"
78.12,27.96,"188"
78.12,28.08,"193"
78.12,28.2,"192"
78.12,28.32,"197"
78.12,28.44,"202"
78.12,28.56,"204"
78.12,28.68,"213"
78.12,28.8,"201"
78.12,28.92,"205"
78.12,29.04,"208"
78.12,29.16,"214"
78.12,29.28,"227"
78.12,29.4,"228"
78.12,29.52,"239"
78.12,29.64,"230"
78.12,29.76,"240"
78.12,29.88,"266"
78.12,30,"603"
78.12,30.12,"427"
78.12,30.24,"568"
78.12,30.36,"859"
78.12,30.48,"1799"
78.12,30.6,"2188"
78.12,30.72,"1222"
78.12,30.84,"1862"
78.12,30.96,"1825"
78.12,31.08,"1515"
78.12,31.2,"3470"
78.12,31.32,"3549"
78.12,31.44,"4083"
78.12,31.56,"3369"
78.12,31.68,"5032"
78.12,31.8,"4479"
78.12,31.92,"4176"
78.12,32.04,"4044"
78.12,32.16,"3503"
78.12,32.28,"4752"
78.12,32.4,"5572"
78.12,32.52,"4898"
78.12,32.64,"5313"
78.12,32.76,"5077"
78.12,32.88,"4748"
78.12,33,"5625"
78.12,33.12,"5527"
78.12,33.24,"5750"
78.12,33.36,"5887"
78.12,33.48,"4139"
78.12,33.6,"5076"
78.12,33.72,"5709"
78.12,33.84,"5651"
78.12,33.96,"5327"
78.12,34.08,"3993"
78.12,34.2,"4222"
78.12,34.32,"5428"
78.12,34.44,"5706"
78.12,34.56,"5534"
78.12,34.68,"5271"
78.12,34.8,"4992"
78.12,34.92,"5113"
78.12,35.04,"5772"
78.12,35.16,"5059"
78.12,35.28,"5223"
78.12,35.4,"5504"
78.12,35.52,"5433"
78.24,9,"8"
78.24,9.12,"19"
78.24,9.24,"26"
78.24,9.36,"59"
78.24,9.48,"60"
78.24,9.6,"72"
78.24,9.72,"95"
78.24,9.84,"113"
78.24,9.96,"129"
78.24,10.08,"234"
78.24,10.2,"233"
78.24,10.32,"651"
78.24,10.44,"542"
78.24,10.56,"295"
78.24,10.68,"198"
78.24,10.8,"149"
78.24,10.92,"116"
78.24,11.04,"117"
78.24,11.16,"142"
78.24,11.28,"180"
78.24,11.4,"242"
78.24,11.52,"450"
78.24,11.64,"366"
78.24,11.76,"1062"
78.24,11.88,"1189"
78.24,12,"443"
78.24,12.12,"671"
78.24,12.24,"438"
78.24,12.36,"455"
78.24,12.48,"530"
78.24,12.6,"533"
78.24,12.72,"740"
78.24,12.84,"793"
78.24,12.96,"884"
78.24,13.08,"805"
78.24,13.2,"827"
78.24,13.32,"828"
78.24,13.44,"817"
78.24,13.56,"725"
78.24,13.68,"645"
78.24,13.8,"594"
78.24,13.92,"582"
78.24,14.04,"736"
78.24,14.16,"638"
78.24,14.28,"462"
78.24,14.4,"267"
78.24,14.52,"226"
78.24,14.64,"248"
78.24,14.76,"206"
78.24,14.88,"317"
78.24,15,"229"
78.24,15.12,"195"
78.24,15.24,"196"
78.24,15.36,"239"
78.24,15.48,"406"
78.24,15.6,"477"
78.24,15.72,"312"
78.24,15.84,"306"
78.24,15.96,"263"
78.24,16.08,"290"
78.24,16.2,"361"
78.24,16.32,"418"
78.24,16.44,"478"
78.24,16.56,"482"
78.24,16.68,"505"
78.24,16.8,"507"
78.24,16.92,"580"
78.24,17.04,"649"
78.24,17.16,"588"
78.24,17.28,"592"
78.24,17.4,"549"
78.24,17.52,"526"
78.24,17.64,"528"
78.24,17.76,"541"
78.24,17.88,"533"
78.24,18,"480"
78.24,18.12,"471"
78.24,18.24,"546"
