Longitude,Latitude
78.12,29.4
78.12,29.52
78.12,29.64
78.12,29.76
78.12,29.88
78.12,30
78.12,30.12
78.12,30.24
78.12,30.36
78.12,30.48
78.12,30.6
78.12,30.72
78.12,30.84
78.12,30.96
78.12,31.08
78.12,31.2
78.12,31.32
78.12,31.44
78.12,31.56
78.12,31.68
78.12,31.8
78.12,31.92
78.12,32.04
78.12,32.16
78.12,32.28
78.12,32.4
78.12,32.52
78.12,32.64
78.12,32.76
78.12,32.88
78.12,33
78.12,33.12
78.12,33.24
78.12,33.36
78.12,33.48
78.12,33.6
78.12,33.72
78.12,33.84
78.12,33.96
78.12,34.08
78.12,34.2
78.12,34.32
78.12,34.44
78.12,34.56
78.12,34.68
78.12,34.8
78.12,34.92
78.12,35.04
78.12,35.16
78.12,35.28
78.12,35.4
78.12,35.52
78.24,9
78.24,9.12
78.24,9.24
78.24,9.36
78.24,9.48
78.24,9.6
78.24,9.72
78.24,9.84
78.24,9.96
78.24,10.08
78.24,10.2
78.24,10.32
78.24,10.44
78.24,10.56
78.24,10.68
78.24,10.8
78.24,10.92
78.24,11.04
78.24,11.16
78.24,11.28
78.24,11.4
78.24,11.52
78.24,11.64
78.24,11.76
78.24,11.88
78.24,12
78.24,12.12
78.24,12.24
78.24,12.36
78.24,12.48
78.24,12.6
78.24,12.72
78.24,12.84
78.24,12.96
78.24,13.08
78.24,13.2
78.24,13.32
78.24,13.44
78.24,13.56
78.24,13.68
78.24,13.8
78.24,13.92
78.24,14.04
78.24,14.16
78.24,14.28
78.24,14.4
78.24,14.52
78.24,14.64
78.24,14.76
78.24,14.88
78.24,15
78.24,15.12
78.24,15.24
78.24,15.36
78.24,15.48
78.24,15.6
78.24,15.72
78.24,15.84
78.24,15.96
78.24,16.08
78.24,16.2
78.24,16.32
78.24,16.44
78.24,16.56
78.24,16.68
78.24,16.8
78.24,16.92
78.24,17.04
78.24,17.16
78.24,17.28
78.24,17.4
78.24,17.52
78.24,17.64
78.24,17.76
78.24,17.88
78.24,18
78.24,18.12
78.24,18.24
78.24,18.36
78.24,18.48
78.24,18.6
78.24,18.72
78.24,18.84
78.24,18.96
78.24,19.08
78.24,19.2
78.24,19.32
78.24,19.44
78.24,19.56
78.24,19.68
78.24,19.8
78.24,19.92
78.24,20.04
78.24,20.16
78.24,20.28
78.24,20.4
78.24,20.52
78.24,20.64
78.24,20.76
78.24,20.88
78.24,21
78.24,21.12
78.24,21.24
78.24,21.36
78.24,21.48
78.24,21.6
78.24,21.72
78.24,21.84
78.24,21.96
78.24,22.08
78.24,22.2
78.24,22.32
78.24,22.44
78.24,22.56
78.24,22.68
78.24,22.8
78.24,22.92
78.24,23.04
78.24,23.16
78.24,23.28
78.24,23.4
78.24,23.52
78.24,23.64
78.24,23.76
78.24,23.88
78.24,24
78.24,24.12
78.24,24.24
78.24,24.36
78.24,24.48
78.24,24.6
78.24,24.72
78.24,24.84
78.24,24.96
78.24,25.08
78.24,25.2
78.24,25.32
78.24,25.44
78.24,25.56
78.24,25.68
78.24,25.8
78.24,25.92
78.24,26.04
78.24,26.16
78.24,26.28
78.24,26.4
78.24,26.52
78.24,26.64
78.24,26.76
78.24,26.88
78.24,27
78.24,27.12
78.24,27.24
78.24,27.36
78.24,27.48
78.24,27.6
78.24,27.72
78.24,27.84
78.24,27.96
78.24,28.08
78.24,28.2
78.24,28.32
78.24,28.44
78.24,28.56
78.24,28.68
78.24,28.8
78.24,28.92
78.24,29.04
78.24,29.16
78.24,29.28
78.24,29.4
78.24,29.52
78.24,29.64
78.24,29.76
78.24,29.88
78.24,30
78.24,30.12
78.24,30.24
78.24,30.36
78.24,30.48
78.24,30.6
78.24,30.72
78.24,30.84
78.24,30.96
78.24,31.08
78.24,31.2
78.24,31.32
78.24,31.44
78.24,31.56
78.24,31.68
78.24,31.8
78.24,31.92
78.24,32.04
78.24,32.16
78.24,32.28
78.24,32.4
78.24,32.52
78.24,32.64
78.24,32.76
78.24,32.88
78.24,33
78.24,33.12
78.24,33.24
78.24,33.36
78.24,33.48
78.24,33.6
78.24,33.72
78.24,33.84
78.24,33.96
78.24,34.08
78.24,34.2
78.24,34.32
78.24,34.44
78.24,34.56
78.24,34.68
78.24,34.8
78.24,34.92
78.24,35.04
78.24,35.16
78.24,35.28
78.24,35.4
78.24,35.52
78.24,35.64
78.36,9.12
78.36,9.24
78.36,9.36
78.36,9.48
78.36,9.6
78.36,9.72
78.36,9.84
78.36,9.96
78.36,10.08
78.36,10.2
78.36,10.32
78.36,10.44
78.36,10.56
78.36,10.68
78.36,10.8
78.36,10.92
78.36,11.04
78.36,11.16
78.36,11.28
78.36,11.4
78.36,11.52
78.36,11.64
78.36,11.76
78.36,11.88
78.36,12
78.36,12.12
78.36,12.24
78.36,12.36
78.36,12.48
78.36,12.6
78.36,12.72
78.36,12.84
78.36,12.96
78.36,13.08
78.36,13.2
78.36,13.32
78.36,13.44
78.36,13.56
78.36,13.68
78.36,13.8
78.36,13.92
78.36,14.04
78.36,14.16
78.36,14.28
78.36,14.4
78.36,14.52
78.36,14.64
78.36,14.76
78.36,14.88
78.36,15
78.36,15.12
78.36,15.24
78.36,15.36
78.36,15.48
78.36,15.6
78.36,15.72
78.36,15.84
78.36,15.96
78.36,16.08
78.36,16.2
78.36,16.32
78.36,16.44
78.36,16.56
78.36,16.68
78.36,16.8
78.36,16.92
78.36,17.04
78.36,17.16
78.36,17.28
78.36,17.4
78.36,17.52
78.36,17.64
78.36,17.76
78.36,17.88
78.36,18
78.36,18.12
78.36,18.24
78.36,18.36
78.36,18.48
78.36,18.6
78.36,18.72
78.36,18.84
78.36,18.96
78.36,19.08
78.36,19.2
78.36,19.32
78.36,19.44
78.36,19.56
78.36,19.68
78.36,19.8
78.36,19.92
78.36,20.04
78.36,20.16
78.36,20.28
78.36,20.4
78.36,20.52
78.36,20.64
78.36,20.76
78.36,20.88
78.36,21
78.36,21.12
78.36,21.24
78.36,21.36
78.36,21.48
78.36,21.6
78.36,21.72
78.36,21.84
78.36,21.96
78.36,22.08
78.36,22.2
78.36,22.32
78.36,22.44
78.36,22.56
78.36,22.68
78.36,22.8
78.36,22.92
78.36,23.04
78.36,23.16
78.36,23.28
78.36,23.4
78.36,23.52
78.36,23.64
78.36,23.76
78.36,23.88
78.36,24
78.36,24.12
78.36,24.24
78.36,24.36
78.36,24.48
78.36,24.6
78.36,24.72
78.36,24.84
78.36,24.96
78.36,25.08
78.36,25.2
78.36,25.32
78.36,25.44
78.36,25.56
78.36,25.68
78.36,25.8
78.36,25.92
78.36,26.04
78.36,26.16
78.36,26.28
78.36,26.4
78.36,26.52
78.36,26.64
78.36,26.76
78.36,26.88
78.36,27
78.36,27.12
78.36,27.24
78.36,27.36
78.36,27.48
78.36,27.6
78.36,27.72
78.36,27.84
78.36,27.96
78.36,28.08
78.36,28.2
78.36,28.32
78.36,28.44
78.36,28.56
78.36,28.68
78.36,28.8
78.36,28.92
78.36,29.04
78.36,29.16
78.36,29.28
78.36,29.4
78.36,29.52
78.36,29.64
78.36,29.76
78.36,29.88
78.36,30
78.36,30.12
78.36,30.24
78.36,30.36
78.36,30.48
78.36,30.6
78.36,30.72
78.36,30.84
78.36,30.96
78.36,31.08
78.36,31.2
78.36,31.32
78.36,31.44
78.36,31.56
78.36,31.68
78.36,31.8
78.36,31.92
78.36,32.04
78.36,32.16
78.36,32.28
78.36,32.4
78.36,32.52
78.36,32.64
78.36,32.76
78.36,32.88
78.36,33
78.36,33.12
78.36,33.24
78.36,33.36
78.36,33.48
78.36,33.6
78.36,33.72
78.36,33.84
78.36,33.96
78.36,34.08
78.36,34.2
78.36,34.32
78.36,34.44
78.36,34.56
78.36,34.68
78.36,34.8
78.36,34.92
78.36,35.04
78.36,35.16
78.36,35.28
78.36,35.4
78.36,35.52
78.36,35.64
78.48,9.24
78.48,9.36
78.48,9.48
78.48,9.6
78.48,9.72
78.48,9.84
78.48,9.96
78.48,10.08
78.48,10.2
78.48,10.32
78.48,10.44
78.48,10.56
78.48,10.68
78.48,10.8
78.48,10.92
78.48,11.04
78.48,11.16
78.48,11.28
78.48,11.4
78.48,11.52
78.48,11.64
78.48,11.76
78.48,11.88
78.48,12
78.48,12.12
78.48,12.24
78.48,12.36
78.48,12.48
78.48,12.6
78.48,12.72
78.48,12.84
78.48,12.96
78.48,13.08
78.48,13.2
78.48,13.32
78.48,13.44
78.48,13.56
78.48,13.68
78.48,13.8
78.48,13.92
78.48,14.04
78.48,14.16
78.48,14.28
78.48,14.4
78.48,14.52
78.48,14.64
78.48,14.76
78.48,14.88
78.48,15
78.48,15.12
78.48,15.24
78.48,15.36
78.48,15.48
78.48,15.6
78.48,15.72
78.48,15.84
78.48,15.96
78.48,16.08
78.48,16.2
78.48,16.32
78.48,16.44
78.48,16.56
78.48,16.68
78.48,16.8
78.48,16.92
78.48,17.04
78.48,17.16
78.48,17.28
78.48,17.4
78.48,17.52
78.48,17.64
78.48,17.76
78.48,17.88
78.48,18
78.48,18.12
78.48,18.24
78.48,18.36
78.48,18.48
78.48,18.6
78.48,18.72
78.48,18.84
78.48,18.96
78.48,19.08
78.48,19.2
78.48,19.32
78.48,19.44
78.48,19.56
78.48,19.68
78.48,19.8
78.48,19.92
78.48,20.04
78.48,20.16
78.48,20.28
78.48,20.4
78.48,20.52
78.48,20.64
78.48,20.76
78.48,20.88
78.48,21
78.48,21.12
78.48,21.24
78.48,21.36
78.48,21.48
78.48,21.6
78.48,21.72
78.48,21.84
78.48,21.96
78.48,22.08
78.48,22.2
78.48,22.32
78.48,22.44
78.48,22.56
78.48,22.68
78.48,22.8
78.48,22.92
78.48,23.04
78.48,23.16
78.48,23.28
78.48,23.4
78.48,23.52
78.48,23.64
78.48,23.76
78.48,23.88
78.48,24
78.48,24.12
78.48,24.24
78.48,24.36
78.48,24.48
78.48,24.6
78.48,24.72
78.48,24.84
78.48,24.96
78.48,25.08
78.48,25.2
78.48,25.32
78.48,25.44
78.48,25.56
78.48,25.68
78.48,25.8
78.48,25.92
78.48,26.04
78.48,26.16
78.48,26.28
78.48,26.4
78.48,26.52
78.48,26.64
78.48,26.76
78.48,26.88
78.48,27
78.48,27.12
78.48,27.24
78.48,27.36
78.48,27.48
78.48,27.6
78.48,27.72
78.48,27.84
78.48,27.96
78.48,28.08
78.48,28.2
78.48,28.32
78.48,28.44
78.48,28.56
78.48,28.68
78.48,28.8
78.48,28.92
78.48,29.04
78.48,29.16
78.48,29.28
78.48,29.4
78.48,29.52
78.48,29.64
78.48,29.76
78.48,29.88
78.48,30
78.48,30.12
78.48,30.24
78.48,30.36
78.48,30.48
78.48,30.6
78.48,30.72
78.48,30.84
78.48,30.96
78.48,31.08
78.48,31.2
78.48,31.32
78.48,31.44
78.48,31.56
78.48,31.68
78.48,31.8
78.48,31.92
78.48,32.04
78.48,32.16
78.48,32.4
78.48,32.64
78.48,32.76
78.48,32.88
78.48,33
78.48,33.12
78.48,33.24
78.48,33.36
78.48,33.48
78.48,33.6
78.48,33.72
78.48,33.84
78.48,33.96
78.48,34.08
78.48,34.2
78.48,34.32
78.48,34.44
78.48,34.56
78.48,34.68
78.48,34.8
78.48,34.92
78.48,35.04
78.48,35.16
78.48,35.28
78.48,35.4
78.48,35.52
78.48,35.64
78.48,35.76
78.6,9.24
78.6,9.36
78.6,9.48
78.6,9.6
78.6,9.72
78.6,9.84
78.6,9.96
78.6,10.08
78.6,10.2
78.6,10.32
78.6,10.44
78.6,10.56
78.6,10.68
78.6,10.8
78.6,10.92
78.6,11.04
78.6,11.16
78.6,11.28
78.6,11.4
78.6,11.52
78.6,11.64
78.6,11.76
78.6,11.88
78.6,12
78.6,12.12
78.6,12.24
78.6,12.36
78.6,12.48
78.6,12.6
78.6,12.72
78.6,12.84
78.6,12.96
78.6,13.08
78.6,13.2
78.6,13.32
78.6,13.44
78.6,13.56
78.6,13.68
78.6,13.8
78.6,13.92
78.6,14.04
78.6,14.16
78.6,14.28
78.6,14.4
78.6,14.52
78.6,14.64
78.6,14.76
78.6,14.88
78.6,15
78.6,15.12
78.6,15.24
78.6,15.36
78.6,15.48
78.6,15.6
78.6,15.72
78.6,15.84
78.6,15.96
78.6,16.08
78.6,16.2
78.6,16.32
78.6,16.44
78.6,16.56
78.6,16.68
78.6,16.8
78.6,16.92
78.6,17.04
78.6,17.16
78.6,17.28
78.6,17.4
78.6,17.52
78.6,17.64
78.6,17.76
78.6,17.88
78.6,18
78.6,18.12
78.6,18.24
78.6,18.36
78.6,18.48
78.6,18.6
78.6,18.72
78.6,18.84
78.6,18.96
78.6,19.08
78.6,19.2
78.6,19.32
78.6,19.44
78.6,19.56
78.6,19.68
78.6,19.8
78.6,19.92
78.6,20.04
78.6,20.16
78.6,20.28
78.6,20.4
78.6,20.52
78.6,20.64
78.6,20.76
78.6,20.88
78.6,21
78.6,21.12
78.6,21.24
78.6,21.36
78.6,21.48
78.6,21.6
78.6,21.72
78.6,21.84
78.6,21.96
78.6,22.08
78.6,22.2
78.6,22.32
78.6,22.44
78.6,22.56
78.6,22.68
78.6,22.8
78.6,22.92
78.6,23.04
78.6,23.16
78.6,23.28
78.6,23.4
78.6,23.52
78.6,23.64
78.6,23.76
78.6,23.88
78.6,24
78.6,24.12
78.6,24.24
78.6,24.36
78.6,24.48
78.6,24.6
78.6,24.72
78.6,24.84
78.6,24.96
78.6,25.08
78.6,25.2
78.6,25.32
78.6,25.44
78.6,25.56
78.6,25.68
78.6,25.8
78.6,25.92
78.6,26.04
78.6,26.16
78.6,26.28
78.6,26.4
78.6,26.52
78.6,26.64
78.6,26.76
78.6,26.88
78.6,27
78.6,27.12
78.6,27.24
78.6,27.36
78.6,27.48
78.6,27.6
78.6,27.72
78.6,27.84
78.6,27.96
78.6,28.08
78.6,28.2
78.6,28.32
78.6,28.44
78.6,28.56
78.6,28.68
78.6,28.8
78.6,28.92
78.6,29.04
78.6,29.16
78.6,29.28
78.6,29.4
78.6,29.52
78.6,29.64
78.6,29.76
78.6,29.88
78.6,30
78.6,30.12
78.6,30.24
78.6,30.36
78.6,30.48
78.6,30.6
78.6,30.72
78.6,30.84
78.6,30.96
78.6,31.08
78.6,31.2
78.6,31.32
78.6,31.44
78.6,31.56
78.6,31.68
78.6,31.8
78.6,31.92
78.6,32.04
78.6,32.64
78.6,32.76
78.6,32.88
78.6,33
78.6,33.12
78.6,33.24
78.6,33.36
78.6,33.48
78.6,33.6
78.6,33.72
78.6,33.84
78.6,33.96
78.6,34.08
78.6,34.2
78.6,34.32
78.6,34.44
78.6,34.56
78.6,34.68
78.6,34.8
78.6,34.92
78.6,35.04
78.6,35.16
78.6,35.28
78.6,35.4
78.6,35.52
78.6,35.64
78.6,35.76
78.72,9.24
78.72,9.36
78.72,9.48
78.72,9.6
78.72,9.72
78.72,9.84
78.72,9.96
78.72,10.08
78.72,10.2
78.72,10.32
78.72,10.44
78.72,10.56
78.72,10.68
78.72,10.8
78.72,10.92
78.72,11.04
78.72,11.16
78.72,11.28
78.72,11.4
78.72,11.52
78.72,11.64
78.72,11.76
78.72,11.88
78.72,12
78.72,12.12
78.72,12.24
78.72,12.36
78.72,12.48
78.72,12.6
78.72,12.72
78.72,12.84
78.72,12.96
78.72,13.08
78.72,13.2
78.72,13.32
78.72,13.44
78.72,13.56
78.72,13.68
78.72,13.8
78.72,13.92
78.72,14.04
78.72,14.16
78.72,14.28
78.72,14.4
78.72,14.52
78.72,14.64
78.72,14.76
78.72,14.88
78.72,15
78.72,15.12
78.72,15.24
78.72,15.36
78.72,15.48
78.72,15.6
78.72,15.72
78.72,15.84
78.72,15.96
78.72,16.08
78.72,16.2
78.72,16.32
78.72,16.44
78.72,16.56
78.72,16.68
78.72,16.8
78.72,16.92
78.72,17.04
78.72,17.16
78.72,17.28
78.72,17.4
78.72,17.52
78.72,17.64
78.72,17.76
78.72,17.88
78.72,18
78.72,18.12
78.72,18.24
78.72,18.36
78.72,18.48
78.72,18.6
78.72,18.72
78.72,18.84
78.72,18.96
78.72,19.08
78.72,19.2
78.72,19.32
78.72,19.44
78.72,19.56
78.72,19.68
78.72,19.8
78.72,19.92
78.72,20.04
78.72,20.16
78.72,20.28
78.72,20.4
78.72,20.52
78.72,20.64
78.72,20.76
78.72,20.88
78.72,21
78.72,21.12
78.72,21.24
78.72,21.36
78.72,21.48
78.72,21.6
78.72,21.72
78.72,21.84
78.72,21.96
78.72,22.08
78.72,22.2
78.72,22.32
78.72,22.44
78.72,22.56
78.72,22.68
78.72,22.8
78.72,22.92
78.72,23.04
78.72,23.16
78.72,23.28
78.72,23.4
78.72,23.52
78.72,23.64
78.72,23.76
78.72,23.88
78.72,24
78.72,24.12
78.72,24.24
78.72,24.36
78.72,24.48
78.72,24.6
78.72,24.72
78.72,24.84
78.72,24.96
78.72,25.08
78.72,25.2
78.72,25.32
78.72,25.44
78.72,25.56
78.72,25.68
78.72,25.8
78.72,25.92
78.72,26.04
78.72,26.16
78.72,26.28
78.72,26.4
78.72,26.52
78.72,26.64
78.72,26.76
78.72,26.88
78.72,27
78.72,27.12
78.72,27.24
78.72,27.36
78.72,27.48
78.72,27.6
78.72,27.72
78.72,27.84
78.72,27.96
78.72,28.08
78.72,28.2
78.72,28.32
78.72,28.44
78.72,28.56
78.72,28.68
78.72,28.8
78.72,28.92
78.72,29.04
78.72,29.16
78.72,29.28
78.72,29.4
78.72,29.52
78.72,29.64
78.72,29.76
78.72,29.88
78.72,30
78.72,30.12
78.72,30.24
78.72,30.36
78.72,30.48
78.72,30.6
78.72,30.72
78.72,30.84
78.72,30.96
78.72,31.08
78.72,31.2
78.72,31.32
78.72,31.44
78.72,31.56
78.72,31.68
78.72,31.92
78.72,32.76
78.72,32.88
78.72,33
78.72,33.12
78.72,33.24
78.72,33.36
78.72,33.48
78.72,33.6
78.72,33.72
78.72,33.84
78.72,33.96
78.72,34.08
78.72,34.2
78.72,34.32
78.72,34.44
78.72,34.56
78.72,34.68
78.72,34.8
78.72,34.92
78.72,35.04
78.72,35.16
78.72,35.28
78.72,35.4
78.72,35.52
78.72,35.64
78.72,35.76
78.72,35.88
78.84,9.36
78.84,9.48
78.84,9.6
78.84,9.72
78.84,9.84
78.84,9.96
78.84,10.08
78.84,10.2
78.84,10.32
78.84,10.44
78.84,10.56
78.84,10.68
78.84,10.8
78.84,10.92
78.84,11.04
78.84,11.16
78.84,11.28
78.84,11.4
78.84,11.52
78.84,11.64
78.84,11.76
78.84,11.88
78.84,12
78.84,12.12
78.84,12.24
78.84,12.36
78.84,12.48
78.84,12.6
78.84,12.72
78.84,12.84
78.84,12.96
78.84,13.08
78.84,13.2
78.84,13.32
78.84,13.44
78.84,13.56
78.84,13.68
78.84,13.8
78.84,13.92
78.84,14.04
78.84,14.16
78.84,14.28
78.84,14.4
78.84,14.52
78.84,14.64
78.84,14.76
78.84,14.88
78.84,15
78.84,15.12
78.84,15.24
78.84,15.36
78.84,15.48
78.84,15.6
78.84,15.72
78.84,15.84
78.84,15.96
78.84,16.08
78.84,16.2
78.84,16.32
78.84,16.44
78.84,16.56
78.84,16.68
78.84,16.8
78.84,16.92
78.84,17.04
78.84,17.16
78.84,17.28
78.84,17.4
78.84,17.52
78.84,17.64
78.84,17.76
78.84,17.88
78.84,18
78.84,18.12
78.84,18.24
78.84,18.36
78.84,18.48
78.84,18.6
78.84,18.72
78.84,18.84
78.84,18.96
78.84,19.08
78.84,19.2
78.84,19.32
78.84,19.44
78.84,19.56
78.84,19.68
78.84,19.8
78.84,19.92
78.84,20.04
78.84,20.16
78.84,20.28
78.84,20.4
78.84,20.52
78.84,20.64
78.84,20.76
78.84,20.88
78.84,21
78.84,21.12
78.84,21.24
78.84,21.36
78.84,21.48
78.84,21.6
78.84,21.72
78.84,21.84
78.84,21.96
78.84,22.08
78.84,22.2
78.84,22.32
78.84,22.44
78.84,22.56
78.84,22.68
78.84,22.8
78.84,22.92
78.84,23.04
78.84,23.16
78.84,23.28
78.84,23.4
78.84,23.52
78.84,23.64
78.84,23.76
78.84,23.88
78.84,24
78.84,24.12
78.84,24.24
78.84,24.36
78.84,24.48
78.84,24.6
78.84,24.72
78.84,24.84
78.84,24.96
78.84,25.08
78.84,25.2
78.84,25.32
78.84,25.44
78.84,25.56
78.84,25.68
78.84,25.8
78.84,25.92
78.84,26.04
78.84,26.16
78.84,26.28
78.84,26.4
78.84,26.52
78.84,26.64
78.84,26.76
78.84,26.88
78.84,27
78.84,27.12
78.84,27.24
78.84,27.36
78.84,27.48
78.84,27.6
78.84,27.72
78.84,27.84
78.84,27.96
78.84,28.08
78.84,28.2
78.84,28.32
78.84,28.44
78.84,28.56
78.84,28.68
78.84,28.8
78.84,28.92
78.84,29.04
78.84,29.16
78.84,29.28
78.84,29.4
78.84,29.52
78.84,29.64
78.84,29.76
78.84,29.88
78.84,30
78.84,30.12
78.84,30.24
78.84,30.36
78.84,30.48
78.84,30.6
78.84,30.72
78.84,30.84
78.84,30.96
78.84,31.08
78.84,31.2
78.84,31.32
78.84,32.52
78.84,32.64
78.84,32.76
78.84,32.88
78.84,33
78.84,33.12
78.84,33.24
78.84,33.36
78.84,33.48
78.84,33.6
78.84,33.72
78.84,33.84
78.84,33.96
78.84,34.08
78.84,34.2
78.84,34.32
78.84,34.44
78.84,34.56
78.84,34.68
78.84,34.8
78.84,34.92
78.84,35.04
78.84,35.16
78.84,35.28
78.84,35.4
78.84,35.52
78.84,35.64
78.84,35.76
78.84,35.88
78.96,9.36
78.96,9.72
78.96,9.84
78.96,9.96
78.96,10.08
78.96,10.2
78.96,10.32
78.96,10.44
78.96,10.56
78.96,10.68
78.96,10.8
78.96,10.92
78.96,11.04
78.96,11.16
78.96,11.28
78.96,11.4
78.96,11.52
78.96,11.64
78.96,11.76
78.96,11.88
78.96,12
78.96,12.12
78.96,12.24
78.96,12.36
78.96,12.48
78.96,12.6
78.96,12.72
78.96,12.84
78.96,12.96
78.96,13.08
78.96,13.2
78.96,13.32
78.96,13.44
78.96,13.56
78.96,13.68
78.96,13.8
78.96,13.92
78.96,14.04
78.96,14.16
78.96,14.28
78.96,14.4
78.96,14.52
78.96,14.64
78.96,14.76
78.96,14.88
78.96,15
78.96,15.12
78.96,15.24
78.96,15.36
78.96,15.48
78.96,15.6
78.96,15.72
78.96,15.84
78.96,15.96
78.96,16.08
78.96,16.2
78.96,16.32
78.96,16.44
78.96,16.56
78.96,16.68
78.96,16.8
78.96,16.92
78.96,17.04
78.96,17.16
78.96,17.28
78.96,17.4
78.96,17.52
78.96,17.64
78.96,17.76
78.96,17.88
78.96,18
78.96,18.12
78.96,18.24
78.96,18.36
78.96,18.48
78.96,18.6
78.96,18.72
78.96,18.84
78.96,18.96
78.96,19.08
78.96,19.2
78.96,19.32
78.96,19.44
78.96,19.56
78.96,19.68
78.96,19.8
78.96,19.92
78.96,20.04
78.96,20.16
78.96,20.28
78.96,20.4
78.96,20.52
78.96,20.64
78.96,20.76
78.96,20.88
78.96,21
78.96,21.12
78.96,21.24
78.96,21.36
78.96,21.48
78.96,21.6
78.96,21.72
78.96,21.84
78.96,21.96
78.96,22.08
78.96,22.2
78.96,22.32
78.96,22.44
78.96,22.56
78.96,22.68
78.96,22.8
78.96,22.92
78.96,23.04
78.96,23.16
78.96,23.28
78.96,23.4
78.96,23.52
78.96,23.64
78.96,23.76
78.96,23.88
78.96,24
78.96,24.12
78.96,24.24
78.96,24.36
78.96,24.48
78.96,24.6
78.96,24.72
78.96,24.84
78.96,24.96
78.96,25.08
78.96,25.2
78.96,25.32
78.96,25.44
78.96,25.56
78.96,25.68
78.96,25.8
78.96,25.92
78.96,26.04
78.96,26.16
78.96,26.28
78.96,26.4
78.96,26.52
78.96,26.64
78.96,26.76
78.96,26.88
78.96,27
78.96,27.12
78.96,27.24
78.96,27.36
78.96,27.48
78.96,27.6
78.96,27.72
78.96,27.84
78.96,27.96
78.96,28.08
78.96,28.2
78.96,28.32
78.96,28.44
78.96,28.56
78.96,28.68
78.96,28.8
78.96,28.92
78.96,29.04
78.96,29.16
78.96,29.28
78.96,29.4
78.96,29.52
78.96,29.64
78.96,29.76
78.96,29.88
78.96,30
78.96,30.12
78.96,30.24
78.96,30.36
78.96,30.48
78.96,30.6
78.96,30.72
78.96,30.84
78.96,30.96
78.96,31.08
78.96,31.2
78.96,31.32
78.96,32.4
78.96,32.52
78.96,32.64
78.96,32.76
78.96,32.88
78.96,33
78.96,33.12
78.96,33.24
78.96,33.36
78.96,33.72
78.96,34.08
78.96,34.2
78.96,34.32
78.96,34.44
78.96,34.56
78.96,34.68
78.96,34.8
78.96,34.92
78.96,35.04
78.96,35.16
78.96,35.28
78.96,35.4
78.96,35.52
78.96,35.64
78.96,35.76
78.96,35.88
79.08,9.84
79.08,9.96
79.08,10.08
79.08,10.2
79.08,10.32
79.08,10.44
79.08,10.56
79.08,10.68
79.08,10.8
79.08,10.92
79.08,11.04
79.08,11.16
79.08,11.28
79.08,11.4
79.08,11.52
79.08,11.64
79.08,11.76
79.08,11.88
79.08,12
79.08,12.12
79.08,12.24
79.08,12.36
79.08,12.48
79.08,12.6
79.08,12.72
79.08,12.84
79.08,12.96
79.08,13.08
79.08,13.2
79.08,13.32
79.08,13.44
79.08,13.56
79.08,13.68
79.08,13.8
79.08,13.92
79.08,14.04
79.08,14.16
79.08,14.28
79.08,14.4
79.08,14.52
79.08,14.64
79.08,14.76
79.08,14.88
79.08,15
79.08,15.12
79.08,15.24
79.08,15.36
79.08,15.48
79.08,15.6
79.08,15.72
79.08,15.84
79.08,15.96
79.08,16.08
79.08,16.2
79.08,16.32
79.08,16.44
79.08,16.56
79.08,16.68
79.08,16.8
79.08,16.92
79.08,17.04
79.08,17.16
79.08,17.28
79.08,17.4
79.08,17.52
79.08,17.64
79.08,17.76
79.08,17.88
79.08,18
79.08,18.12
79.08,18.24
79.08,18.36
79.08,18.48
79.08,18.6
79.08,18.72
79.08,18.84
79.08,18.96
79.08,19.08
79.08,19.2
79.08,19.32
79.08,19.44
79.08,19.56
79.08,19.68
79.08,19.8
79.08,19.92
79.08,20.04
79.08,20.16
79.08,20.28
79.08,20.4
79.08,20.52
79.08,20.64
79.08,20.76
79.08,20.88
79.08,21
79.08,21.12
79.08,21.24
79.08,21.36
79.08,21.48
79.08,21.6
79.08,21.72
79.08,21.84
79.08,21.96
79.08,22.08
79.08,22.2
79.08,22.32
79.08,22.44
79.08,22.56
79.08,22.68
79.08,22.8
79.08,22.92
79.08,23.04
79.08,23.16
79.08,23.28
79.08,23.4
79.08,23.52
79.08,23.64
79.08,23.76
79.08,23.88
79.08,24
79.08,24.12
79.08,24.24
79.08,24.36
79.08,24.48
79.08,24.6
79.08,24.72
79.08,24.84
79.08,24.96
79.08,25.08
79.08,25.2
79.08,25.32
79.08,25.44
79.08,25.56
79.08,25.68
79.08,25.8
79.08,25.92
79.08,26.04
79.08,26.16
79.08,26.28
79.08,26.4
79.08,26.52
79.08,26.64
79.08,26.76
79.08,26.88
79.08,27
79.08,27.12
79.08,27.24
79.08,27.36
79.08,27.48
79.08,27.6
79.08,27.72
79.08,27.84
79.08,27.96
79.08,28.08
79.08,28.2
79.08,28.32
79.08,28.44
79.08,28.56
79.08,28.68
79.08,28.8
79.08,28.92
79.08,29.04
79.08,29.16
79.08,29.28
79.08,29.4
79.08,29.52
79.08,29.64
79.08,29.76
79.08,29.88
79.08,30
79.08,30.12
79.08,30.24
79.08,30.36
79.08,30.48
79.08,30.6
79.08,30.72
79.08,30.84
79.08,30.96
79.08,31.08
79.08,31.2
79.08,31.32
79.08,31.44
79.08,32.4
79.08,32.52
79.08,32.64
79.08,32.76
79.08,32.88
79.08,33
79.08,33.12
79.08,34.08
79.08,34.2
79.08,34.32
79.08,34.44
79.08,34.56
