Longitude,Latitude
74.88,22.92
74.88,23.04
74.88,23.16
74.88,23.28
74.88,23.4
74.88,23.52
74.88,23.64
74.88,23.76
74.88,23.88
74.88,24
74.88,24.12
74.88,24.24
74.88,24.36
74.88,24.48
74.88,24.6
74.88,24.72
74.88,24.84
74.88,24.96
74.88,25.08
74.88,25.2
74.88,25.32
74.88,25.44
74.88,25.56
74.88,25.68
74.88,25.8
74.88,25.92
74.88,26.04
74.88,26.16
74.88,26.28
74.88,26.4
74.88,26.52
74.88,26.64
74.88,26.76
74.88,26.88
74.88,27
74.88,27.12
74.88,27.24
74.88,27.36
74.88,27.48
74.88,27.6
74.88,27.72
74.88,27.84
74.88,27.96
74.88,28.08
74.88,28.2
74.88,28.32
74.88,28.44
74.88,28.56
74.88,28.68
74.88,28.8
74.88,28.92
74.88,29.04
74.88,29.16
74.88,29.28
74.88,29.4
74.88,29.52
74.88,29.64
74.88,29.76
74.88,29.88
74.88,30
74.88,30.12
74.88,30.24
74.88,30.36
74.88,30.48
74.88,30.6
74.88,30.72
74.88,30.84
74.88,30.96
74.88,31.08
74.88,31.2
74.88,31.32
74.88,31.44
74.88,31.56
74.88,31.68
74.88,31.8
74.88,31.92
74.88,32.04
74.88,32.52
74.88,32.64
74.88,32.76
74.88,32.88
74.88,33
74.88,33.12
74.88,33.24
74.88,33.36
74.88,33.48
74.88,33.6
74.88,33.72
74.88,33.84
74.88,33.96
74.88,34.08
74.88,34.2
74.88,34.32
74.88,34.44
74.88,34.56
74.88,34.68
74.88,34.8
74.88,34.92
74.88,35.04
74.88,35.16
74.88,35.28
74.88,35.4
74.88,35.52
74.88,35.64
74.88,35.76
74.88,35.88
74.88,36
74.88,36.12
74.88,36.24
74.88,36.36
74.88,36.48
74.88,36.6
74.88,36.72
74.88,36.84
74.88,36.96
75,12.48
75,12.6
75,12.72
75,12.84
75,12.96
75,13.08
75,13.2
75,13.32
75,13.44
75,13.56
75,13.68
75,13.8
75,13.92
75,14.04
75,14.16
75,14.28
75,14.4
75,14.52
75,14.64
75,14.76
75,14.88
75,15
75,15.12
75,15.24
75,15.36
75,15.48
75,15.6
75,15.72
75,15.84
75,15.96
75,16.08
75,16.2
75,16.32
75,16.44
75,16.56
75,16.68
75,16.8
75,16.92
75,17.04
75,17.16
75,17.28
75,17.4
75,17.52
75,17.64
75,17.76
75,17.88
75,18
75,18.12
75,18.24
75,18.36
75,18.48
75,18.6
75,18.72
75,18.84
75,18.96
75,19.08
75,19.2
75,19.32
75,19.44
75,19.56
75,19.68
75,19.8
75,19.92
75,20.04
75,20.16
75,20.28
75,20.4
75,20.52
75,20.64
75,20.76
75,20.88
75,21
75,21.12
75,21.24
75,21.36
75,21.48
75,21.6
75,21.72
75,21.84
75,21.96
75,22.08
75,22.2
75,22.32
75,22.44
75,22.56
75,22.68
75,22.8
75,22.92
75,23.04
75,23.16
75,23.28
75,23.4
75,23.52
75,23.64
75,23.76
75,23.88
75,24
75,24.12
75,24.24
75,24.36
75,24.48
75,24.6
75,24.72
75,24.84
75,24.96
75,25.08
75,25.2
75,25.32
75,25.44
75,25.56
75,25.68
75,25.8
75,25.92
75,26.04
75,26.16
75,26.28
75,26.4
75,26.52
75,26.64
75,26.76
75,26.88
75,27
75,27.12
75,27.24
75,27.36
75,27.48
75,27.6
75,27.72
75,27.84
75,27.96
75,28.08
75,28.2
75,28.32
75,28.44
75,28.56
75,28.68
75,28.8
75,28.92
75,29.04
75,29.16
75,29.28
75,29.4
75,29.52
75,29.64
75,29.76
75,29.88
75,30
75,30.12
75,30.24
75,30.36
75,30.48
75,30.6
75,30.72
75,30.84
75,30.96
75,31.08
75,31.2
75,31.32
75,31.44
75,31.56
75,31.68
75,31.8
75,31.92
75,32.52
75,32.64
75,32.76
75,32.88
75,33
75,33.12
75,33.24
75,33.36
75,33.48
75,33.6
75,33.72
75,33.84
75,33.96
75,34.08
75,34.2
75,34.32
75,34.44
75,34.56
75,34.68
75,34.8
75,34.92
75,35.04
75,35.16
75,35.28
75,35.4
75,35.52
75,35.64
75,35.76
75,35.88
75,36
75,36.12
75,36.24
75,36.36
75,36.48
75,36.6
75,36.72
75,36.84
75.12,12.24
75.12,12.36
75.12,12.48
75.12,12.6
75.12,12.72
75.12,12.84
75.12,12.96
75.12,13.08
75.12,13.2
75.12,13.32
75.12,13.44
75.12,13.56
75.12,13.68
75.12,13.8
75.12,13.92
75.12,14.04
75.12,14.16
75.12,14.28
75.12,14.4
75.12,14.52
75.12,14.64
75.12,14.76
75.12,14.88
75.12,15
75.12,15.12
75.12,15.24
75.12,15.36
75.12,15.48
75.12,15.6
75.12,15.72
75.12,15.84
75.12,15.96
75.12,16.08
75.12,16.2
75.12,16.32
75.12,16.44
75.12,16.56
75.12,16.68
75.12,16.8
75.12,16.92
75.12,17.04
75.12,17.16
75.12,17.28
75.12,17.4
75.12,17.52
75.12,17.64
75.12,17.76
75.12,17.88
75.12,18
75.12,18.12
75.12,18.24
75.12,18.36
75.12,18.48
75.12,18.6
75.12,18.72
75.12,18.84
75.12,18.96
75.12,19.08
75.12,19.2
75.12,19.32
75.12,19.44
75.12,19.56
75.12,19.68
75.12,19.8
75.12,19.92
75.12,20.04
75.12,20.16
75.12,20.28
75.12,20.4
75.12,20.52
75.12,20.64
75.12,20.76
75.12,20.88
75.12,21
75.12,21.12
75.12,21.24
75.12,21.36
75.12,21.48
75.12,21.6
75.12,21.72
75.12,21.84
75.12,21.96
75.12,22.08
75.12,22.2
75.12,22.32
75.12,22.44
75.12,22.56
75.12,22.68
75.12,22.8
75.12,22.92
75.12,23.04
75.12,23.16
75.12,23.28
75.12,23.4
75.12,23.52
75.12,23.64
75.12,23.76
75.12,23.88
75.12,24
75.12,24.12
75.12,24.24
75.12,24.36
75.12,24.48
75.12,24.6
75.12,24.72
75.12,24.84
75.12,24.96
75.12,25.08
75.12,25.2
75.12,25.32
75.12,25.44
75.12,25.56
75.12,25.68
75.12,25.8
75.12,25.92
75.12,26.04
75.12,26.16
75.12,26.28
75.12,26.4
75.12,26.52
75.12,26.64
75.12,26.76
75.12,26.88
75.12,27
75.12,27.12
75.12,27.24
75.12,27.36
75.12,27.48
75.12,27.6
75.12,27.72
75.12,27.84
75.12,27.96
75.12,28.08
75.12,28.2
75.12,28.32
75.12,28.44
75.12,28.56
75.12,28.68
75.12,28.8
75.12,28.92
75.12,29.04
75.12,29.16
75.12,29.28
75.12,29.4
75.12,29.52
75.12,29.64
75.12,29.76
75.12,29.88
75.12,30
75.12,30.12
75.12,30.24
75.12,30.36
75.12,30.48
75.12,30.6
75.12,30.72
75.12,30.84
75.12,30.96
75.12,31.08
75.12,31.2
75.12,31.32
75.12,31.44
75.12,31.56
75.12,31.68
75.12,31.8
75.12,31.92
75.12,32.04
75.12,32.52
75.12,32.64
75.12,32.76
75.12,32.88
75.12,33
75.12,33.12
75.12,33.24
75.12,33.36
75.12,33.48
75.12,33.6
75.12,33.72
75.12,33.84
75.12,33.96
75.12,34.08
75.12,34.2
75.12,34.32
75.12,34.44
75.12,34.56
75.12,34.68
75.12,34.8
75.12,34.92
75.12,35.04
75.12,35.16
75.12,35.28
75.12,35.4
75.12,35.52
75.12,35.64
75.12,35.76
75.12,35.88
75.12,36
75.12,36.12
75.12,36.24
75.12,36.36
75.12,36.48
75.12,36.6
75.12,36.72
75.12,36.84
75.12,36.96
75.24,12.12
75.24,12.24
75.24,12.36
75.24,12.48
75.24,12.6
75.24,12.72
75.24,12.84
75.24,12.96
75.24,13.08
75.24,13.2
75.24,13.32
75.24,13.44
75.24,13.56
75.24,13.68
75.24,13.8
75.24,13.92
75.24,14.04
75.24,14.16
75.24,14.28
75.24,14.4
75.24,14.52
75.24,14.64
75.24,14.76
75.24,14.88
75.24,15
75.24,15.12
75.24,15.24
75.24,15.36
75.24,15.48
75.24,15.6
75.24,15.72
75.24,15.84
75.24,15.96
75.24,16.08
75.24,16.2
75.24,16.32
75.24,16.44
75.24,16.56
75.24,16.68
75.24,16.8
75.24,16.92
75.24,17.04
75.24,17.16
75.24,17.28
75.24,17.4
75.24,17.52
75.24,17.64
75.24,17.76
75.24,17.88
75.24,18
75.24,18.12
75.24,18.24
75.24,18.36
75.24,18.48
75.24,18.6
75.24,18.72
75.24,18.84
75.24,18.96
75.24,19.08
75.24,19.2
75.24,19.32
75.24,19.44
75.24,19.56
75.24,19.68
75.24,19.8
75.24,19.92
75.24,20.04
75.24,20.16
75.24,20.28
75.24,20.4
75.24,20.52
75.24,20.64
75.24,20.76
75.24,20.88
75.24,21
75.24,21.12
75.24,21.24
75.24,21.36
75.24,21.48
75.24,21.6
75.24,21.72
75.24,21.84
75.24,21.96
75.24,22.08
75.24,22.2
75.24,22.32
75.24,22.44
75.24,22.56
75.24,22.68
75.24,22.8
75.24,22.92
75.24,23.04
75.24,23.16
75.24,23.28
75.24,23.4
75.24,23.52
75.24,23.64
75.24,23.76
75.24,23.88
75.24,24
75.24,24.12
75.24,24.24
75.24,24.36
75.24,24.48
75.24,24.6
75.24,24.72
75.24,24.84
75.24,24.96
75.24,25.08
75.24,25.2
75.24,25.32
75.24,25.44
75.24,25.56
75.24,25.68
75.24,25.8
75.24,25.92
75.24,26.04
75.24,26.16
75.24,26.28
75.24,26.4
75.24,26.52
75.24,26.64
75.24,26.76
75.24,26.88
75.24,27
75.24,27.12
75.24,27.24
75.24,27.36
75.24,27.48
75.24,27.6
75.24,27.72
75.24,27.84
75.24,27.96
75.24,28.08
75.24,28.2
75.24,28.32
75.24,28.44
75.24,28.56
75.24,28.68
75.24,28.8
75.24,28.92
75.24,29.04
75.24,29.16
75.24,29.28
75.24,29.4
75.24,29.52
75.24,29.64
75.24,29.76
75.24,29.88
75.24,30
75.24,30.12
75.24,30.24
75.24,30.36
75.24,30.48
75.24,30.6
75.24,30.72
75.24,30.84
75.24,30.96
75.24,31.08
75.24,31.2
75.24,31.32
75.24,31.44
75.24,31.56
75.24,31.68
75.24,31.8
75.24,31.92
75.24,32.04
75.24,32.4
75.24,32.52
75.24,32.64
75.24,32.76
75.24,32.88
75.24,33
75.24,33.12
75.24,33.24
75.24,33.36
75.24,33.48
75.24,33.6
75.24,33.72
75.24,33.84
75.24,33.96
75.24,34.08
75.24,34.2
75.24,34.32
75.24,34.44
75.24,34.56
75.24,34.68
75.24,34.8
75.24,34.92
75.24,35.04
75.24,35.16
75.24,35.28
75.24,35.4
75.24,35.52
75.24,35.64
75.24,35.76
75.24,35.88
75.24,36
75.24,36.12
75.24,36.24
75.24,36.36
75.24,36.48
75.24,36.6
75.24,36.72
75.24,36.84
75.24,36.96
75.36,11.88
75.36,12
75.36,12.12
75.36,12.24
75.36,12.36
75.36,12.48
75.36,12.6
75.36,12.72
75.36,12.84
75.36,12.96
75.36,13.08
75.36,13.2
75.36,13.32
75.36,13.44
75.36,13.56
75.36,13.68
75.36,13.8
75.36,13.92
75.36,14.04
75.36,14.16
75.36,14.28
75.36,14.4
75.36,14.52
75.36,14.64
75.36,14.76
75.36,14.88
75.36,15
75.36,15.12
75.36,15.24
75.36,15.36
75.36,15.48
75.36,15.6
75.36,15.72
75.36,15.84
75.36,15.96
75.36,16.08
75.36,16.2
75.36,16.32
75.36,16.44
75.36,16.56
75.36,16.68
75.36,16.8
75.36,16.92
75.36,17.04
75.36,17.16
75.36,17.28
75.36,17.4
75.36,17.52
75.36,17.64
75.36,17.76
75.36,17.88
75.36,18
75.36,18.12
75.36,18.24
75.36,18.36
75.36,18.48
75.36,18.6
75.36,18.72
75.36,18.84
75.36,18.96
75.36,19.08
75.36,19.2
75.36,19.32
75.36,19.44
75.36,19.56
75.36,19.68
75.36,19.8
75.36,19.92
75.36,20.04
75.36,20.16
75.36,20.28
75.36,20.4
75.36,20.52
75.36,20.64
75.36,20.76
75.36,20.88
75.36,21
75.36,21.12
75.36,21.24
75.36,21.36
75.36,21.48
75.36,21.6
75.36,21.72
75.36,21.84
75.36,21.96
75.36,22.08
75.36,22.2
75.36,22.32
75.36,22.44
75.36,22.56
75.36,22.68
75.36,22.8
75.36,22.92
75.36,23.04
75.36,23.16
75.36,23.28
75.36,23.4
75.36,23.52
75.36,23.64
75.36,23.76
75.36,23.88
75.36,24
75.36,24.12
75.36,24.24
75.36,24.36
75.36,24.48
75.36,24.6
75.36,24.72
75.36,24.84
75.36,24.96
75.36,25.08
75.36,25.2
75.36,25.32
75.36,25.44
75.36,25.56
75.36,25.68
75.36,25.8
75.36,25.92
75.36,26.04
75.36,26.16
75.36,26.28
75.36,26.4
75.36,26.52
75.36,26.64
75.36,26.76
75.36,26.88
75.36,27
75.36,27.12
75.36,27.24
75.36,27.36
75.36,27.48
75.36,27.6
75.36,27.72
75.36,27.84
75.36,27.96
75.36,28.08
75.36,28.2
75.36,28.32
75.36,28.44
75.36,28.56
75.36,28.68
75.36,28.8
75.36,28.92
75.36,29.04
75.36,29.16
75.36,29.28
75.36,29.4
75.36,29.52
75.36,29.64
75.36,29.76
75.36,29.88
75.36,30
75.36,30.12
75.36,30.24
75.36,30.36
75.36,30.48
75.36,30.6
75.36,30.72
75.36,30.84
75.36,30.96
75.36,31.08
75.36,31.2
75.36,31.32
75.36,31.44
75.36,31.56
75.36,31.68
75.36,31.8
75.36,31.92
75.36,32.04
75.36,32.16
75.36,32.28
75.36,32.4
75.36,32.52
75.36,32.64
75.36,32.76
75.36,32.88
75.36,33
75.36,33.12
75.36,33.24
75.36,33.36
75.36,33.48
75.36,33.6
75.36,33.72
75.36,33.84
75.36,33.96
75.36,34.08
75.36,34.2
75.36,34.32
75.36,34.44
75.36,34.56
75.36,34.68
75.36,34.8
75.36,34.92
75.36,35.04
75.36,35.16
75.36,35.28
75.36,35.4
75.36,35.52
75.36,35.64
75.36,35.76
75.36,35.88
75.36,36
75.36,36.12
75.36,36.24
75.36,36.36
75.36,36.48
75.36,36.6
75.36,36.72
75.36,36.84
75.48,11.76
75.48,11.88
75.48,12
75.48,12.12
75.48,12.24
75.48,12.36
75.48,12.48
75.48,12.6
75.48,12.72
75.48,12.84
75.48,12.96
75.48,13.08
75.48,13.2
75.48,13.32
75.48,13.44
75.48,13.56
75.48,13.68
75.48,13.8
75.48,13.92
75.48,14.04
75.48,14.16
75.48,14.28
75.48,14.4
75.48,14.52
75.48,14.64
75.48,14.76
75.48,14.88
75.48,15
75.48,15.12
75.48,15.24
75.48,15.36
75.48,15.48
75.48,15.6
75.48,15.72
75.48,15.84
75.48,15.96
75.48,16.08
75.48,16.2
75.48,16.32
75.48,16.44
75.48,16.56
75.48,16.68
75.48,16.8
75.48,16.92
75.48,17.04
75.48,17.16
75.48,17.28
75.48,17.4
75.48,17.52
75.48,17.64
75.48,17.76
75.48,17.88
75.48,18
75.48,18.12
75.48,18.24
75.48,18.36
75.48,18.48
75.48,18.6
75.48,18.72
75.48,18.84
75.48,18.96
75.48,19.08
75.48,19.2
75.48,19.32
75.48,19.44
75.48,19.56
75.48,19.68
75.48,19.8
75.48,19.92
75.48,20.04
75.48,20.16
75.48,20.28
75.48,20.4
75.48,20.52
75.48,20.64
75.48,20.76
75.48,20.88
75.48,21
75.48,21.12
75.48,21.24
75.48,21.36
75.48,21.48
75.48,21.6
75.48,21.72
75.48,21.84
75.48,21.96
75.48,22.08
75.48,22.2
75.48,22.32
75.48,22.44
75.48,22.56
75.48,22.68
75.48,22.8
75.48,22.92
75.48,23.04
75.48,23.16
75.48,23.28
75.48,23.4
75.48,23.52
75.48,23.64
75.48,23.76
75.48,23.88
75.48,24
75.48,24.12
75.48,24.24
75.48,24.36
75.48,24.48
75.48,24.6
75.48,24.72
75.48,24.84
75.48,24.96
75.48,25.08
75.48,25.2
75.48,25.32
75.48,25.44
75.48,25.56
75.48,25.68
75.48,25.8
75.48,25.92
75.48,26.04
75.48,26.16
75.48,26.28
75.48,26.4
75.48,26.52
75.48,26.64
75.48,26.76
75.48,26.88
75.48,27
75.48,27.12
75.48,27.24
75.48,27.36
75.48,27.48
75.48,27.6
75.48,27.72
75.48,27.84
75.48,27.96
75.48,28.08
75.48,28.2
75.48,28.32
75.48,28.44
75.48,28.56
75.48,28.68
75.48,28.8
75.48,28.92
75.48,29.04
75.48,29.16
75.48,29.28
75.48,29.4
75.48,29.52
75.48,29.64
75.48,29.76
75.48,29.88
75.48,30
75.48,30.12
75.48,30.24
75.48,30.36
75.48,30.48
75.48,30.6
75.48,30.72
75.48,30.84
75.48,30.96
75.48,31.08
75.48,31.2
75.48,31.32
75.48,31.44
75.48,31.56
75.48,31.68
75.48,31.8
75.48,31.92
75.48,32.04
75.48,32.16
75.48,32.28
75.48,32.4
75.48,32.52
75.48,32.64
75.48,32.76
75.48,32.88
75.48,33
75.48,33.12
75.48,33.24
75.48,33.36
75.48,33.48
75.48,33.6
75.48,33.72
75.48,33.84
75.48,33.96
75.48,34.08
75.48,34.2
75.48,34.32
75.48,34.44
75.48,34.56
75.48,34.68
75.48,34.8
75.48,34.92
75.48,35.04
75.48,35.16
75.48,35.28
75.48,35.4
75.48,35.52
75.48,35.64
75.48,35.76
75.48,35.88
75.48,36
75.48,36.12
75.48,36.24
75.48,36.36
75.48,36.48
75.48,36.6
75.48,36.72
75.48,36.84
75.6,11.64
75.6,11.76
75.6,11.88
75.6,12
75.6,12.12
75.6,12.24
75.6,12.36
75.6,12.48
75.6,12.6
75.6,12.72
75.6,12.84
75.6,12.96
75.6,13.08
75.6,13.2
75.6,13.32
75.6,13.44
75.6,13.56
75.6,13.68
75.6,13.8
75.6,13.92
75.6,14.04
75.6,14.16
75.6,14.28
75.6,14.4
75.6,14.52
75.6,14.64
75.6,14.76
75.6,14.88
75.6,15
75.6,15.12
75.6,15.24
75.6,15.36
75.6,15.48
75.6,15.6
75.6,15.72
75.6,15.84
75.6,15.96
75.6,16.08
75.6,16.2
75.6,16.32
75.6,16.44
75.6,16.56
75.6,16.68
75.6,16.8
75.6,16.92
75.6,17.04
75.6,17.16
75.6,17.28
75.6,17.4
75.6,17.52
75.6,17.64
75.6,17.76
75.6,17.88
75.6,18
75.6,18.12
75.6,18.24
75.6,18.36
75.6,18.48
75.6,18.6
75.6,18.72
75.6,18.84
75.6,18.96
75.6,19.08
75.6,19.2
75.6,19.32
75.6,19.44
75.6,19.56
75.6,19.68
75.6,19.8
75.6,19.92
75.6,20.04
75.6,20.16
75.6,20.28
75.6,20.4
75.6,20.52
75.6,20.64
75.6,20.76
75.6,20.88
75.6,21
75.6,21.12
75.6,21.24
75.6,21.36
75.6,21.48
75.6,21.6
75.6,21.72
75.6,21.84
75.6,21.96
75.6,22.08
75.6,22.2
75.6,22.32
75.6,22.44
75.6,22.56
75.6,22.68
75.6,22.8
75.6,22.92
75.6,23.04
75.6,23.16
75.6,23.28
75.6,23.4
75.6,23.52
75.6,23.64
75.6,23.76
75.6,23.88
75.6,24
75.6,24.12
75.6,24.24
75.6,24.36
75.6,24.48
75.6,24.6
75.6,24.72
75.6,24.84
75.6,24.96
75.6,25.08
75.6,25.2
75.6,25.32
75.6,25.44
75.6,25.56
75.6,25.68
75.6,25.8
75.6,25.92
75.6,26.04
75.6,26.16
75.6,26.28
75.6,26.4
75.6,26.52
75.6,26.64
75.6,26.76
75.6,26.88
75.6,27
75.6,27.12
75.6,27.24
75.6,27.36
75.6,27.48
75.6,27.6
75.6,27.72
75.6,27.84
75.6,27.96
75.6,28.08
75.6,28.2
75.6,28.32
75.6,28.44
75.6,28.56
75.6,28.68
75.6,28.8
75.6,28.92
75.6,29.04
75.6,29.16
75.6,29.28
75.6,29.4
75.6,29.52
75.6,29.64
75.6,29.76
75.6,29.88
75.6,30
75.6,30.12
75.6,30.24
75.6,30.36
75.6,30.48
75.6,30.6
75.6,30.72
75.6,30.84
75.6,30.96
75.6,31.08
75.6,31.2
75.6,31.32
75.6,31.44
75.6,31.56
75.6,31.68
75.6,31.8
75.6,31.92
75.6,32.04
75.6,32.16
75.6,32.28
75.6,32.4
75.6,32.52
75.6,32.64
75.6,32.76
75.6,32.88
75.6,33
75.6,33.12
75.6,33.24
75.6,33.36
75.6,33.48
75.6,33.6
75.6,33.72
75.6,33.84
75.6,33.96
75.6,34.08
75.6,34.2
75.6,34.32
75.6,34.44
75.6,34.56
75.6,34.68
75.6,34.8
75.6,34.92
75.6,35.04
75.6,35.16
75.6,35.28
75.6,35.4
75.6,35.52
75.6,35.64
75.6,35.76
75.6,35.88
75.6,36
75.6,36.12
75.6,36.24
75.6,36.36
75.6,36.48
75.6,36.6
75.6,36.72
75.72,11.4
75.72,11.52
75.72,11.64
75.72,11.76
75.72,11.88
75.72,12
75.72,12.12
75.72,12.24
75.72,12.36
75.72,12.48
75.72,12.6
75.72,12.72
75.72,12.84
75.72,12.96
75.72,13.08
75.72,13.2
75.72,13.32
75.72,13.44
75.72,13.56
75.72,13.68
75.72,13.8
75.72,13.92
75.72,14.04
75.72,14.16
75.72,14.28
75.72,14.4
75.72,14.52
75.72,14.64
75.72,14.76
75.72,14.88
75.72,15
75.72,15.12
75.72,15.24
75.72,15.36
75.72,15.48
75.72,15.6
75.72,15.72
75.72,15.84
75.72,15.96
75.72,16.08
75.72,16.2
75.72,16.32
75.72,16.44
75.72,16.56
75.72,16.68
75.72,16.8
75.72,16.92
75.72,17.04
75.72,17.16
75.72,17.28
75.72,17.4
75.72,17.52
75.72,17.64
75.72,17.76
75.72,17.88
75.72,18
75.72,18.12
75.72,18.24
75.72,18.36
75.72,18.48
75.72,18.6
75.72,18.72
75.72,18.84
75.72,18.96
75.72,19.08
75.72,19.2
75.72,19.32
75.72,19.44
75.72,19.56
75.72,19.68
75.72,19.8
75.72,19.92
75.72,20.04
75.72,20.16
75.72,20.28
75.72,20.4
75.72,20.52
75.72,20.64
75.72,20.76
75.72,20.88
75.72,21
75.72,21.12
75.72,21.24
75.72,21.36
75.72,21.48
75.72,21.6
75.72,21.72
75.72,21.84
75.72,21.96
75.72,22.08
75.72,22.2
75.72,22.32
75.72,22.44
75.72,22.56
75.72,22.68
75.72,22.8
75.72,22.92
75.72,23.04
75.72,23.16
75.72,23.28
75.72,23.4
75.72,23.52
75.72,23.64
75.72,23.76
75.72,23.88
75.72,24
75.72,24.12
75.72,24.24
75.72,24.36
75.72,24.48
75.72,24.6
75.72,24.72
75.72,24.84
75.72,24.96
75.72,25.08
75.72,25.2
75.72,25.32
75.72,25.44
75.72,25.56
75.72,25.68
75.72,25.8
75.72,25.92
75.72,26.04
75.72,26.16
75.72,26.28
75.72,26.4
75.72,26.52
75.72,26.64
75.72,26.76
75.72,26.88
75.72,27
75.72,27.12
75.72,27.24
75.72,27.36
75.72,27.48
75.72,27.6
75.72,27.72
75.72,27.84
75.72,27.96
75.72,28.08
75.72,28.2
75.72,28.32
75.72,28.44
75.72,28.56
75.72,28.68
75.72,28.8
75.72,28.92
75.72,29.04
75.72,29.16
75.72,29.28
75.72,29.4
75.72,29.52
75.72,29.64
75.72,29.76
75.72,29.88
75.72,30
75.72,30.12
75.72,30.24
75.72,30.36
75.72,30.48
75.72,30.6
75.72,30.72
75.72,30.84
75.72,30.96
75.72,31.08
75.72,31.2
75.72,31.32
75.72,31.44
75.72,31.56
75.72,31.68
75.72,31.8
75.72,31.92
75.72,32.04
75.72,32.16
75.72,32.28
75.72,32.4
75.72,32.52
75.72,32.64
75.72,32.76
75.72,32.88
75.72,33
75.72,33.12
75.72,33.24
75.72,33.36
75.72,33.48
75.72,33.6
75.72,33.72
75.72,33.84
75.72,33.96
75.72,34.08
75.72,34.2
75.72,34.32
75.72,34.44
75.72,34.56
75.72,34.68
75.72,34.8
75.72,34.92
75.72,35.04
75.72,35.16
75.72,35.28
75.72,35.4
75.72,35.52
75.72,35.64
75.72,35.76
75.72,35.88
75.72,36
75.72,36.12
75.72,36.24
75.72,36.36
75.72,36.48
75.72,36.6
75.72,36.72
75.84,11.16
75.84,11.28
75.84,11.4
75.84,11.52
75.84,11.64
75.84,11.76
75.84,11.88
75.84,12
75.84,12.12
75.84,12.24
75.84,12.36
75.84,12.48
75.84,12.6
75.84,12.72
75.84,12.84
75.84,12.96
75.84,13.08
75.84,13.2
75.84,13.32
75.84,13.44
75.84,13.56
75.84,13.68
75.84,13.8
75.84,13.92
75.84,14.04
75.84,14.16
75.84,14.28
75.84,14.4
75.84,14.52
75.84,14.64
75.84,14.76
75.84,14.88
75.84,15
75.84,15.12
75.84,15.24
75.84,15.36
75.84,15.48
75.84,15.6
75.84,15.72
75.84,15.84
75.84,15.96
75.84,16.08
75.84,16.2
75.84,16.32
75.84,16.44
75.84,16.56
75.84,16.68
75.84,16.8
75.84,16.92
75.84,17.04
75.84,17.16
75.84,17.28
75.84,17.4
75.84,17.52
75.84,17.64
75.84,17.76
75.84,17.88
75.84,18
75.84,18.12
75.84,18.24
75.84,18.36
75.84,18.48
75.84,18.6
75.84,18.72
75.84,18.84
75.84,18.96
75.84,19.08
75.84,19.2
75.84,19.32
75.84,19.44
75.84,19.56
75.84,19.68
75.84,19.8
75.84,19.92
75.84,20.04
75.84,20.16
75.84,20.28
75.84,20.4
75.84,20.52
75.84,20.64
75.84,20.76
75.84,20.88
75.84,21
75.84,21.12
75.84,21.24
75.84,21.36
75.84,21.48
75.84,21.6
75.84,21.72
75.84,21.84
75.84,21.96
75.84,22.08
75.84,22.2
75.84,22.32
75.84,22.44
75.84,22.56
75.84,22.68
75.84,22.8
75.84,22.92
75.84,23.04
75.84,23.16
75.84,23.28
75.84,23.4
75.84,23.52
75.84,23.64
75.84,23.76
75.84,23.88
75.84,24
75.84,24.12
75.84,24.24
75.84,24.36
75.84,24.48
75.84,24.6
75.84,24.72
75.84,24.84
75.84,24.96
75.84,25.08
75.84,25.2
75.84,25.32
75.84,25.44
75.84,25.56
75.84,25.68
75.84,25.8
75.84,25.92
75.84,26.04
75.84,26.16
75.84,26.28
75.84,26.4
75.84,26.52
75.84,26.64
75.84,26.76
75.84,26.88
75.84,27
75.84,27.12
75.84,27.24
75.84,27.36
75.84,27.48
75.84,27.6
75.84,27.72
75.84,27.84
75.84,27.96
75.84,28.08
75.84,28.2
75.84,28.32
75.84,28.44
75.84,28.56
75.84,28.68
75.84,28.8
75.84,28.92
75.84,29.04
75.84,29.16
75.84,29.28
75.84,29.4
75.84,29.52
75.84,29.64
75.84,29.76
75.84,29.88
75.84,30
75.84,30.12
75.84,30.24
75.84,30.36
75.84,30.48
75.84,30.6
75.84,30.72
75.84,30.84
75.84,30.96
75.84,31.08
75.84,31.2
75.84,31.32
75.84,31.44
75.84,31.56
75.84,31.68
75.84,31.8
75.84,31.92
75.84,32.04
75.84,32.16
75.84,32.28
75.84,32.4
75.84,32.52
75.84,32.64
75.84,32.76
75.84,32.88
75.84,33
75.84,33.12
75.84,33.24
75.84,33.36
75.84,33.48
75.84,33.6
75.84,33.72
75.84,33.84
75.84,33.96
75.84,34.08
75.84,34.2
75.84,34.32
75.84,34.44
75.84,34.56
75.84,34.68
75.84,34.8
75.84,34.92
75.84,35.04
75.84,35.16
75.84,35.28
75.84,35.4
75.84,35.52
75.84,35.64
75.84,35.76
75.84,35.88
75.84,36
75.84,36.12
75.84,36.24
75.84,36.36
75.84,36.48
75.84,36.6
75.84,36.72
75.96,10.68
75.96,10.8
75.96,10.92
75.96,11.04
75.96,11.16
75.96,11.28
75.96,11.4
75.96,11.52
75.96,11.64
75.96,11.76
75.96,11.88
75.96,12
75.96,12.12
75.96,12.24
75.96,12.36
75.96,12.48
75.96,12.6
75.96,12.72
75.96,12.84
75.96,12.96
75.96,13.08
75.96,13.2
75.96,13.32
75.96,13.44
75.96,13.56
75.96,13.68
75.96,13.8
75.96,13.92
75.96,14.04
75.96,14.16
75.96,14.28
75.96,14.4
75.96,14.52
75.96,14.64
75.96,14.76
75.96,14.88
75.96,15
