-0.39423,-2.43320,-1.14341,-0.51236,-0.34658,-0.19228,0.18443,0.23353
-0.21929,-2.43320,-1.14341,-0.51906,-0.42931,0.23968,-0.04394,0.39483
-0.39423,-2.26317,-1.14341,-0.02316,-0.11637,0.04851,0.30474,-0.05877
-0.21929,-2.26317,-0.84996,-0.43362,-0.52279,-0.13034,0.08817,0.61092
-0.04435,-2.26317,-1.14341,-0.54419,0.50644,-0.01089,0.18851,0.32078
-0.56917,-2.09313,-1.14341,-0.51320,1.60237,-0.68454,0.18984,-0.14180
-0.39423,-2.09313,-1.14341,-0.23006,0.04433,-0.04574,0.06108,0.03023
-0.21929,-2.09313,-0.84996,-0.42524,-0.83296,0.25993,0.08393,0.84963
-0.04435,-2.09313,-0.84996,-0.51068,0.22091,0.32579,-0.07454,0.17250
-0.56917,-1.92309,-1.14341,0.12595,-0.21382,0.02919,0.11266,-0.16889
-0.39423,-1.92309,-0.84996,0.00030,-1.19345,-0.79624,0.02145,-0.01754
-0.21929,-1.92309,-0.72841,-0.17729,-0.15917,-0.59239,0.39023,0.39316
-0.04435,-1.92309,-0.84996,-0.44534,0.18905,-0.25066,0.01790,0.03978
-0.74411,-1.75306,-1.14341,-0.50231,3.04140,-1.20612,-0.19167,-0.38314
-0.56917,-1.75306,-0.84996,0.20972,-1.21257,-0.85392,-0.13427,-0.45994
-0.39423,-1.75306,-0.72841,0.06815,-0.91593,-1.04770,-0.10379,-0.05206
-0.21929,-1.75306,-0.55652,0.16029,-0.91659,-0.75910,-0.13613,-0.15610
-0.04435,-1.75306,-0.84996,-0.32137,-0.07261,-0.38883,0.01925,-0.25182
0.13059,-1.75306,-1.14341,-0.53833,2.04737,-0.21194,0.01978,-0.06714
-0.74411,-1.58302,-1.14341,-0.07761,2.11248,-0.78767,-0.27959,-0.23888
-0.56917,-1.58302,-0.84996,0.01538,-1.19810,-0.57965,-0.09791,-0.06258
-0.39423,-1.58302,-0.55652,-0.03991,-1.09145,-0.54229,-0.09430,-0.20029
-0.21929,-1.58302,-0.55652,-0.07007,-1.08947,-0.79314,0.05690,0.05018
-0.04435,-1.58302,-0.84996,-0.35069,0.04731,-0.18119,0.13992,-0.07160
0.13059,-1.58302,-1.14341,-0.55424,1.90262,-0.09124,-0.11550,-0.48175
-0.74411,-1.41298,-1.14341,-0.12200,-0.71399,-0.34748,0.14999,-0.17889
-0.56917,-1.41298,-0.84996,-0.06588,-1.34367,-0.59895,-0.14664,-0.21411
-0.39423,-1.41298,-0.55652,-0.20158,-1.23332,-0.95909,-0.27380,-0.20468
-0.21929,-1.41298,-0.55652,-0.35320,-0.99073,-0.47083,0.13737,0.16796
-0.04435,-1.41298,-0.84996,-0.41519,-0.30710,0.21597,0.21758,0.01946
0.13059,-1.41298,-1.14341,-0.54587,1.34672,-0.12362,-0.23950,-0.44483
-0.91906,-1.24295,-1.14341,-0.17896,1.62008,-0.71681,0.01379,-0.10739
-0.74411,-1.24295,-0.84996,-0.00473,-1.15489,-0.60710,0.19315,0.05817
-0.56917,-1.24295,-0.72841,-0.08682,-1.06920,-0.65858,-0.00835,-0.11903
-0.39423,-1.24295,-0.48724,-0.25519,-0.98072,-0.54036,0.42230,0.62911
-0.21929,-1.24295,-0.55652,-0.31969,-0.79695,0.21503,0.48185,0.35940
-0.04435,-1.24295,-0.84996,0.01370,-0.81823,-0.29902,0.02989,-0.17484
0.13059,-1.24295,-1.14341,-0.52074,0.09184,-0.02522,0.10886,-0.24899
0.30553,-1.24295,-1.14341,-0.56346,1.21171,-0.36521,0.15188,-0.06337
-0.91906,-1.07291,-1.14341,-0.09603,-0.31697,-0.46689,-0.03433,-0.26724
-0.74411,-1.07291,-0.84996,-0.03321,-1.14075,-0.71755,-0.19823,-0.28867
-0.56917,-1.07291,-0.55652,-0.16975,-1.16734,-0.38974,0.03072,-0.17165
-0.39423,-1.07291,-0.31342,-0.23258,-0.83923,-0.55619,0.17217,-0.15823
-0.21929,-1.07291,-0.48724,-0.02232,-0.69313,-0.60292,-0.15282,-0.19764
-0.04435,-1.07291,-0.72841,-0.33477,-0.59378,-0.13333,0.00289,-0.39485
0.13059,-1.07291,-0.84996,-0.48890,-0.03058,-0.15000,0.32938,0.18965
0.30553,-1.07291,-1.14341,-0.45958,0.00047,-0.30312,0.27712,0.13443
0.48047,-1.07291,-1.14341,-0.51571,0.98001,0.11930,0.16938,-0.15014
-0.91906,-0.90287,-1.14341,0.12930,-0.80081,-0.12412,0.08125,-0.00586
-0.74411,-0.90287,-0.84996,-0.16556,-1.02760,-0.46391,-0.28300,-0.21821
-0.56917,-0.90287,-0.55652,-0.12619,-0.81151,-0.79240,-0.12031,-0.08132
-0.39423,-0.90287,-0.26307,-0.04996,-0.55072,-0.43474,-0.04779,-0.30521
-0.21929,-0.90287,-0.31342,-0.13541,-0.29311,-0.28981,0.11054,-0.20848
-0.04435,-0.90287,-0.48724,-0.18567,-0.45652,-0.23316,0.09187,-0.08171
0.13059,-0.90287,-0.72841,-0.34315,-0.05808,-0.34734,0.15434,-0.29818
0.30553,-0.90287,-0.84996,-0.45540,0.53586,0.17171,0.31502,0.02389
0.48047,-0.90287,-0.84996,-0.24849,-0.04596,0.11114,0.32118,0.14470
0.65541,-0.90287,-1.14341,-0.48304,0.74480,0.22541,0.42402,0.10483
-0.91906,-0.73283,-0.84996,-0.05080,-1.16006,-0.13359,0.34988,0.21037
-0.74411,-0.73283,-0.72841,0.03464,-0.65528,-0.44983,-0.16148,-0.26060
-0.56917,-0.73283,-0.48724,-0.14127,-0.60699,-0.19678,0.36673,0.24664
-0.39423,-0.73283,-0.21545,-0.23844,-0.19302,-0.11235,0.30737,0.22877
-0.21929,-0.73283,-0.08538,-0.26776,0.31968,-0.40807,0.18850,0.02242
