-1.92399,0.04417,-1.23503,-0.58943,-0.63692,3.13952,1.81656,1.34049
-1.92399,0.06447,-1.23503,-0.58862,-0.59457,3.34380,1.86214,0.23226
-1.92399,0.08476,-1.23503,-0.58943,-0.46380,3.06664,1.91846,1.11651
-1.90333,0.06447,-1.23503,-0.58943,-0.52219,3.04845,1.64406,0.60411
-1.90333,0.08476,-1.23503,-0.58862,-0.52975,2.51812,1.77548,1.68630
-1.88267,0.02388,-1.23503,-0.58131,-0.53263,3.20409,2.02895,0.66976
-1.88267,0.04417,-1.23503,-0.58862,-0.49026,3.36901,1.87864,0.16612
-1.88267,0.08476,-1.23503,-0.58618,-0.59923,2.61810,1.55114,0.44259
-1.86201,-0.01670,-1.23503,-0.58943,-0.39284,2.53270,0.83043,0.12280
-1.86201,0.00359,-1.23503,-0.57076,-0.81075,3.08750,1.94346,0.19475
-1.86201,0.02388,-1.23503,-0.52449,-0.75720,3.33179,2.68145,1.06984
-1.86201,0.04417,-1.20157,-0.56670,-0.65992,3.06600,2.10250,0.64866
-1.86201,0.06447,-1.23503,-0.58212,-0.70061,2.70006,1.58022,-0.20411
-1.86201,0.08476,-1.23503,-0.58699,-0.87682,2.29485,1.25300,-1.41357
-1.84135,-0.03699,-1.23503,-0.58131,-0.48500,2.87456,1.11104,-0.88293
-1.84135,-0.01670,-1.20157,-0.57888,-0.80572,2.67519,1.76320,0.36592
-1.84135,0.00359,-1.18770,-0.53748,-0.76827,3.21642,2.09444,-0.13408
-1.84135,0.02388,-1.16810,-0.50907,-0.66466,3.18424,1.94973,-0.32450
-1.84135,0.04417,-1.16810,-0.54235,-0.77313,2.57988,1.43916,-0.70833
-1.84135,0.06447,-1.23503,-0.57401,-0.83025,2.67805,2.05518,-0.25127
-1.84135,0.08476,-1.23503,-0.58699,-0.70301,2.60394,1.74573,-0.44439
-1.84135,0.10505,-1.23503,-0.58618,-0.54794,1.95669,0.92160,-0.11989
-1.82069,-0.05729,-1.23503,-0.58537,-0.47551,1.92423,0.56490,0.37384
-1.82069,-0.03699,-1.23503,-0.56914,-0.77933,2.86021,1.73205,-0.05511
-1.82069,-0.01670,-1.20157,-0.56427,-0.71854,2.98212,1.64683,-0.76703
-1.82069,0.00359,-1.18770,-0.56427,-0.83560,2.68504,1.05028,-1.92257
-1.82069,0.02388,-1.16810,-0.51475,-0.76886,3.07248,2.17194,0.07296
-1.82069,0.04417,-1.16810,-0.51394,-0.92154,2.57213,2.07244,0.77947
-1.82069,0.06447,-1.23503,-0.55858,-0.74496,2.44803,1.54978,-0.16032
-1.82069,0.08476,-1.23503,-0.58862,-0.72357,2.50286,2.08329,0.68492
-1.82069,0.10505,-1.23503,-0.59105,-0.51486,1.77726,0.98147,0.09146
-1.82069,0.12534,-1.20157,-0.59105,-0.65225,1.52312,0.46295,-0.18747
-1.80003,-0.19933,-1.23503,-0.58212,-0.78786,3.10771,1.76121,-0.19284
-1.80003,-0.17904,-1.23503,-0.57644,-1.06012,2.88322,2.38175,1.32320
-1.80003,-0.05729,-1.23503,-0.57563,-0.86720,2.09590,0.70098,-0.89976
-1.80003,-0.03699,-1.20157,-0.54803,-0.93183,2.07258,0.77225,-0.62748
