long,lat,Distance,Elevation,L-Mean,L-CV,L-Skew,L-Kurtosis,,,,,,,,,,,,,,,,,
82.5,19.75,200358.6798,489,107.3848167,0.232610942,0.168636894,0.151279696,,,,,,,,,,0.508464805,-0.615596054,-0.730271491,-0.20588217,0.762927042,-0.248310528,-1.03420838,-0.667775566
83,19.75,175726.1906,463,118.8188107,0.239832752,0.17141362,0.098648559,,,,,,,,,,0.593806158,-0.615596054,-0.791719901,-0.226477799,1.181680416,-0.16223711,-0.995665941,-1.435636894
83.5,19.75,166708.5,328,99.18175891,0.229681952,0.263326916,0.227707829,,,,,,,,,,0.679147511,-0.615596054,-0.814215506,-0.333416639,0.462502,-0.283219807,0.280139649,0.447271744
84,19.75,111139,662,99.03661125,0.220954763,0.231451227,0.12742705,,,,,,,,,,0.764488864,-0.615596054,-0.952839638,-0.068842027,0.457186179,-0.387235142,-0.162311922,-1.015773452
84.5,19.75,55569.5,188,91.59460825,0.217724063,0.173550554,0.139663944,,,,,,,,,,0.849830217,-0.615596054,-1.091463769,-0.444316177,0.18463366,-0.425740364,-0.966004157,-0.837243437
85,19.75,0,373,99.71985843,0.23153489,0.183339948,0.106901104,,,,,,,,,,0.93517157,-0.615596054,-1.230087901,-0.297770359,0.482209111,-0.261135495,-0.830122145,-1.31523649
85.5,19.75,0,1,140.0619703,0.22538326,0.198933053,0.184590246,,,,,,,,,,1.020512923,-0.615596054,-1.230087901,-0.592446274,1.95968019,-0.334453932,-0.613681528,-0.181791705
73,20.25,0,37,182.2631029,0.201309387,0.139401059,0.159866212,,,,,,,,,,-1.113020902,-0.531316303,-1.230087901,-0.56392925,3.505235195,-0.621379306,-1.440017369,-0.542502696
73.5,20.25,55569.5,512,149.9267767,0.213563774,0.232718225,0.187580614,,,,,,,,,,-1.027679549,-0.531316303,-1.091463769,-0.18766296,2.320964354,-0.475324927,-0.144725314,-0.138163767
74,20.25,111139,644,61.01171833,0.235890559,0.26111683,0.193248774,,,,,,,,,,-0.942338196,-0.531316303,-0.952839638,-0.083100539,-0.935420132,-0.209222288,0.249462476,-0.055468217
74.5,20.25,166708.5,584,72.08388996,0.273231106,0.276635061,0.227834336,,,,,,,,,,-0.856996843,-0.531316303,-0.814215506,-0.130628912,-0.529917975,0.235822446,0.464863802,0.449117417
75,20.25,222278,735,72.28858182,0.224395642,0.202420253,0.148475214,,,,,,,,,,-0.77165549,-0.531316303,-0.675591374,-0.011015839,-0.522421434,-0.346224895,-0.565277331,-0.708691522
75.5,20.25,277847.5,650,71.47480865,0.228921762,0.27608109,0.152797104,,,,,,,,,,-0.686314137,-0.531316303,-0.536967243,-0.078347702,-0.552224691,-0.292280161,0.457174389,-0.64563736
76,20.25,333417,550,70.10346155,0.246862991,0.287085436,0.224699775,,,,,,,,,,-0.600972784,-0.531316303,-0.398343111,-0.157561657,-0.602448281,-0.078446939,0.609920583,0.403385777
76.5,20.25,388986.5,541,82.69490621,0.224313248,0.249694311,0.189799092,,,,,,,,,,-0.515631431,-0.531316303,-0.25971898,-0.164690913,-0.141304963,-0.347206911,0.090911818,-0.10579731
77,20.25,444556,513,84.84261738,0.248949276,0.272276171,0.15111508,,,,,,,,,,-0.430290078,-0.531316303,-0.121094848,-0.186870821,-0.06264817,-0.053581471,0.404360083,-0.670177229
77.5,20.25,500125.5,381,83.42015495,0.221235078,0.201257205,0.139929529,,,,,,,,,,-0.344948725,-0.531316303,0.017529283,-0.291433242,-0.114743784,-0.383894197,-0.581421058,-0.833368688
78,20.25,555695,358,94.65431767,0.217020147,0.21914113,0.163001166,,,,,,,,,,-0.259607372,-0.531316303,0.156153415,-0.309652452,0.29669106,-0.434130013,-0.333182637,-0.496765323
78.5,20.25,524241.6039,354,89.74557797,0.222262486,0.185350773,0.161739617,,,,,,,,,,-0.174266019,-0.531316303,0.077689514,-0.31282101,0.116915619,-0.371648996,-0.802210821,-0.515170677
79,20.25,497028.7252,208,95.27778698,0.19594778,0.19007623,0.183462494,,,,,,,,,,-0.088924666,-0.531316303,0.009804044,-0.428473385,0.319524715,-0.685281823,-0.736618957,-0.198245029
79.5,20.25,471522.822,252,123.5738934,0.242621947,0.181414109,0.092100473,,,,,,,,,,-0.003583313,-0.531316303,-0.053823192,-0.393619245,1.355828393,-0.128993983,-0.856853818,-1.531170115
80,20.25,434011.6766,204,126.5348074,0.218562624,0.212075529,0.175866293,,,,,,,,,,0.08175804,-0.531316303,-0.147398804,-0.431641944,1.464267555,-0.415745942,-0.431256948,-0.30906971
80.5,20.25,392935.7027,340,109.7835191,0.210122824,0.222724046,0.171091063,,,,,,,,,,0.167099393,-0.531316303,-0.249867266,-0.323910964,0.850776023,-0.516336021,-0.283449851,-0.37873787
81,20.25,355818.4176,373,117.7551162,0.21450874,0.152721799,0.164035979,,,,,,,,,,0.252440746,-0.531316303,-0.342460351,-0.297770359,1.142724154,-0.464062313,-1.25511839,-0.481667931
81.5,20.25,314348.5568,410,107.9734535,0.207620389,0.202071027,0.13981184,,,,,,,,,,0.337782099,-0.531316303,-0.445911407,-0.268461195,0.784485007,-0.546161388,-0.570124774,-0.83508571
82,20.25,277847.5,476,109.6491901,0.219123576,0.172835499,0.150274633,,,,,,,,,,0.423123452,-0.531316303,-0.536967243,-0.216179984,0.845856419,-0.409060214,-0.975929502,-0.68243892
82.5,20.25,248514.3626,370,99.07829828,0.242828601,0.217410767,0.170390775,,,,,,,,,,0.508464805,-0.531316303,-0.610141929,-0.300146777,0.458712905,-0.12653097,-0.357200998,-0.388954713
83,20.25,229118.9125,198,122.5947922,0.240057813,0.207632742,0.181993994,,,,,,,,,,0.593806158,-0.531316303,-0.658525978,-0.436394781,1.319970238,-0.159554712,-0.492925202,-0.219669691
83.5,20.25,175726.1906,187,113.4582552,0.237799747,0.249925466,0.237513979,,,,,,,,,,0.679147511,-0.531316303,-0.791719901,-0.445108316,0.98535788,-0.186467558,0.094120373,0.590338449
84,20.25,124257.1813,608,100.2843755,0.246189582,0.212993516,0.131575402,,,,,,,,,,0.764488864,-0.531316303,-0.920114915,-0.111617563,0.502883727,-0.08647299,-0.418514799,-0.955251122
84.5,20.25,78587.13921,308,91.52242925,0.215956902,0.18527451,0.136018846,,,,,,,,,,0.849830217,-0.531316303,-1.034043777,-0.34925943,0.181990209,-0.446802339,-0.803269392,-0.89042355
85,20.25,55569.5,164,91.69196295,0.203096131,0.231935741,0.14048078,,,,,,,,,,0.93517157,-0.531316303,-1.091463769,-0.463327526,0.188199134,-0.600083929,-0.155586609,-0.825326219
85.5,20.25,55569.5,43,118.6363644,0.209582837,0.135209002,0.095829347,,,,,,,,,,1.020512923,-0.531316303,-1.091463769,-0.559176412,1.174998586,-0.522771876,-1.498205356,-1.476767753
86,20.25,55569.5,18,114.7496176,0.23198297,0.158779097,0.112593378,,,,,,,,,,1.105854276,-0.531316303,-1.091463769,-0.578979901,1.032652146,-0.255795037,-1.171039862,-1.232189128
86.5,20.25,0,3,126.996713,0.250547232,0.18970871,0.120150367,,,,,,,,,,1.191195629,-0.531316303,-1.230087901,-0.590861994,1.481184174,-0.034536172,-0.74172033,-1.12193653
71,20.75,0,3,109.9000205,0.284921745,0.217511006,0.169420995,,,,,,,,,,-1.454386314,-0.447036552,-1.230087901,-0.590861994,0.855042717,0.375157773,-0.355809627,-0.403103306
73,20.75,0,13,180.8246217,0.224687029,0.236369532,0.202217869,,,,,,,,,,-1.113020902,-0.447036552,-1.230087901,-0.582940599,3.452552917,-0.342751988,-0.094043224,0.075386285
73.5,20.75,55569.5,171,166.1405812,0.241884042,0.149176338,0.107395907,,,,,,,,,,-1.027679549,-0.447036552,-1.091463769,-0.457782549,2.914771325,-0.137788732,-1.30433128,-1.308017568
74,20.75,111139,930,62.13417135,0.261726809,0.269942023,0.171807827,,,,,,,,,,-0.942338196,-0.447036552,-0.952839638,0.143451374,-0.894311925,0.098708043,0.371960864,-0.36828065
74.5,20.75,166708.5,508,59.78882379,0.212025749,0.200199254,0.124926884,,,,,,,,,,-0.856996843,-0.447036552,-0.814215506,-0.190831519,-0.980206863,-0.493655936,-0.596105982,-1.052249594
75,20.75,222278,274,73.20611667,0.217566772,0.224752195,0.185271422,,,,,,,,,,-0.77165549,-0.447036552,-0.675591374,-0.376192175,-0.488818057,-0.427615042,-0.255298061,-0.171853696
75.5,20.75,277847.5,265,80.02556283,0.222528561,0.181691008,0.154013999,,,,,,,,,,-0.686314137,-0.447036552,-0.536967243,-0.383321431,-0.239065776,-0.368477771,-0.853010312,-0.627883486
76,20.75,333417,344,74.62294663,0.240730806,0.273276046,0.196459131,,,,,,,,,,-0.600972784,-0.447036552,-0.398343111,-0.320742406,-0.436928724,-0.15153362,0.418238882,-0.008630752
76.5,20.75,388986.5,300,77.43685426,0.221854674,0.163242589,0.211241588,,,,,,,,,,-0.515631431,-0.447036552,-0.25971898,-0.355596546,-0.333873456,-0.376509519,-1.109084211,0.207037723
77,20.75,444556,273,82.06719069,0.220776672,0.336024704,0.267532977,,,,,,,,,,-0.430290078,-0.447036552,-0.121094848,-0.376984314,-0.164294129,-0.389357727,1.289223735,1.028300253
77.5,20.75,500125.5,301,80.75657008,0.239839409,0.252498277,0.205937512,,,,,,,,,,-0.344948725,-0.447036552,0.017529283,-0.354804407,-0.2122937,-0.162157769,0.129832362,0.129653971
78,20.75,555695,295,83.55815114,0.230448819,0.257076243,0.155208375,,,,,,,,,,-0.259607372,-0.447036552,0.156153415,-0.359557244,-0.109689875,-0.274079874,0.193376973,-0.610458152
78.5,20.75,572123.0366,274,102.3442785,0.207940693,0.164501791,0.164670351,,,,,,,,,,-0.174266019,-0.447036552,0.19713493,-0.376192175,0.578324673,-0.542343832,-1.091605815,-0.472412769
79,20.75,547296.1079,232,102.1920421,0.210294121,0.164368599,0.106826293,,,,,,,,,,-0.088924666,-0.447036552,0.13520147,-0.409462036,0.572749237,-0.514294411,-1.093454592,-1.316327944
79.5,20.75,512325.4731,253,130.1327269,0.233083818,0.197194336,0.133455629,,,,,,,,,,-0.003583313,-0.447036552,0.047963437,-0.392827105,1.596036115,-0.242674538,-0.637815847,-0.927819573
80,20.75,471522.822,245,117.1500292,0.230871744,0.253416594,0.212032484,,,,,,,,,,0.08175804,-0.447036552,-0.053823192,-0.399164222,1.120563724,-0.269039226,0.142579092,0.21857649
80.5,20.75,434011.6766,376,117.6270686,0.202320014,0.191060634,0.166370905,,,,,,,,,,0.167099393,-0.447036552,-0.147398804,-0.29539394,1.138034597,-0.609334109,-0.722954904,-0.447602557
81,20.75,392935.7027,408,110.5155733,0.217464243,0.240401391,0.175771793,,,,,,,,,,0.252440746,-0.447036552,-0.249867266,-0.270045474,0.877586442,-0.428837038,-0.03807887,-0.310448417
81.5,20.75,355818.4176,318,106.4805503,0.209940875,0.174759268,0.167685109,,,,,,,,,,0.337782099,-0.447036552,-0.342460351,-0.341338034,0.729809602,-0.518504587,-0.949226562,-0.428428994
82,20.75,324023.07,350,111.7839971,0.210787743,0.136194388,0.119077282,,,,,,,,,,0.423123452,-0.447036552,-0.421777286,-0.315989569,0.924040616,-0.508411158,-1.484527673,-1.13759229
82.5,20.75,299250.9119,479,105.839447,0.218501858,0.228836543,0.201259278,,,,,,,,,,0.508464805,-0.447036552,-0.483574116,-0.213803566,0.706330128,-0.416470184,-0.198605131,0.061400933
83,20.75,248514.3626,287,110.0841675,0.253913273,0.309289898,0.240073051,,,,,,,,,,0.593806158,-0.447036552,-0.610141929,-0.365894361,0.861786833,0.005582116,0.918130363,0.627673999
83.5,20.75,200358.6798,166,127.3605688,0.276799714,0.283987531,0.176663533,,,,,,,,,,0.679147511,-0.447036552,-0.730271491,-0.461743247,1.494509863,0.278355036,0.566920009,-0.297438387
84,20.75,157174.2784,130,121.6753836,0.258815201,0.223950954,0.149170713,,,,,,,,,,0.764488864,-0.447036552,-0.837999654,-0.490260271,1.286298237,0.064005932,-0.266419713,-0.698544547
84.5,20.75,124257.1813,91,98.84820711,0.235846954,0.21681549,0.128037107,,,,,,,,,,0.849830217,-0.447036552,-0.920114915,-0.521153714,0.450286151,-0.209741996,-0.365463761,-1.006873033
85,20.75,111139,191,103.9625193,0.223803071,0.246827852,0.141080026,,,,,,,,,,0.93517157,-0.447036552,-0.952839638,-0.441939758,0.637590385,-0.353287475,0.051123837,-0.816583526
85.5,20.75,111139,48,103.6621406,0.214309461,0.144200467,0.10238416,,,,,,,,,,1.020512923,-0.447036552,-0.952839638,-0.555215714,0.626589453,-0.466437428,-1.373399025,-1.381136389
86,20.75,78587.13921,40,118.3490086,0.2398058,0.166579468,0.110872497,,,,,,,,,,1.105854276,-0.447036552,-1.034043777,-0.561552831,1.164474598,-0.162558339,-1.06276655,-1.257295901
86.5,20.75,55569.5,6,127.2619765,0.254687828,0.240989295,0.168903467,,,,,,,,,,1.191195629,-0.447036552,-1.091463769,-0.588485576,1.490899064,0.01481368,-0.029918449,-0.410653775
87,20.75,0,7,116.3549185,0.22556764,0.183505382,0.144219044,,,,,,,,,,1.276536982,-0.447036552,-1.230087901,-0.587693436,1.091443953,-0.332256392,-0.827825833,-0.770786862
70,21.25,0,6,119.6265594,0.28815042,0.191796244,0.129464398,,,,,,,,,,-1.62506902,-0.362756802,-1.230087901,-0.588485576,1.211263035,0.413638859,-0.712744245,-0.986049589
70.5,21.25,55569.5,142,115.9228194,0.268375511,0.222499394,0.173526344,,,,,,,,,,-1.539727667,-0.362756802,-1.091463769,-0.480754596,1.075618953,0.177950851,-0.28656814,-0.343208367
71,21.25,55569.5,278,86.18968902,0.299565554,0.345739394,0.2718353,,,,,,,,,,-1.454386314,-0.362756802,-1.091463769,-0.373023617,-0.013313633,0.549690569,1.424068816,1.091068942
71.5,21.25,55569.5,168,70.83103747,0.256306675,0.329917366,0.239175382,,,,,,,,,,-1.369044961,-0.362756802,-1.091463769,-0.460158968,-0.575801873,0.034107969,1.204450625,0.614577468
72,21.25,0,32,80.33863021,0.278648127,0.318972543,0.207250294,,,,,,,,,,-1.283703608,-0.362756802,-1.230087901,-0.567889947,-0.227600139,0.300385417,1.052530642,0.148806788
73,21.25,0,25,134.4070854,0.206289359,0.200427395,0.217803728,,,,,,,,,,-1.113020902,-0.362756802,-1.230087901,-0.573434924,1.752578269,-0.562025319,-0.592939263,0.302775984
73.5,21.25,55569.5,64,140.7879935,0.257876893,0.266662852,0.202605581,,,,,,,,,,-1.027679549,-0.362756802,-1.091463769,-0.542541482,1.986269732,0.052822672,0.326444221,0.081042805
74,21.25,111139,198,67.43311511,0.247431973,0.282805881,0.194762811,,,,,,,,,,-0.942338196,-0.362756802,-0.952839638,-0.436394781,-0.700245829,-0.071665505,0.550518077,-0.033379192
74.5,21.25,166708.5,237,71.9254312,0.243073997,0.235345384,0.155795836,,,,,,,,,,-0.856996843,-0.362756802,-0.814215506,-0.405501338,-0.535721297,-0.123606208,-0.108258945,-0.601887397
75,21.25,222278,163,77.20660775,0.243865484,0.28369257,0.164655318,,,,,,,,,,-0.77165549,-0.362756802,-0.675591374,-0.464119666,-0.342305899,-0.11417284,0.562825793,-0.472632093
75.5,21.25,277847.5,241,79.35322525,0.241739234,0.291018119,0.191308274,,,,,,,,,,-0.686314137,-0.362756802,-0.536967243,-0.40233278,-0.26368916,-0.139514632,0.664508322,-0.083779118
76,21.25,333417,255,80.6126371,0.229664929,0.273593489,0.182463597,,,,,,,,,,-0.600972784,-0.362756802,-0.398343111,-0.391242826,-0.217565036,-0.283422697,0.42264516,-0.212818424
76.5,21.25,388986.5,401,77.07707628,0.204863091,0.2158292,0.191036017,,,,,,,,,,-0.515631431,-0.362756802,-0.25971898,-0.275590451,-0.3470498,-0.579024349,-0.379153992,-0.087751208
77,21.25,444556,673,78.34897112,0.232029495,0.238183133,0.139475677,,,,,,,,,,-0.430290078,-0.362756802,-0.121094848,-0.060128492,-0.300468505,-0.255240527,-0.068869475,-0.839990156
77.5,21.25,500125.5,368,82.42128522,0.239649431,0.24690782,0.213619934,,,,,,,,,,-0.344948725,-0.362756802,0.017529283,-0.301731057,-0.151325933,-0.164422029,0.052233836,0.241736573
78,21.25,555695,341,75.25904041,0.222499186,0.259514388,0.191448649,,,,,,,,,,-0.259607372,-0.362756802,0.156153415,-0.323118825,-0.413632716,-0.368827878,0.227219726,-0.081731118
78.5,21.25,611264.5,493,88.58668036,0.181527987,0.197629985,0.173535709,,,,,,,,,,-0.174266019,-0.362756802,0.294777547,-0.202713612,0.074472683,-0.857144676,-0.631768807,-0.343071737
79,21.25,590711.8996,322,98.87257296,0.210916261,0.251555447,0.175900563,,,,,,,,,,-0.088924666,-0.362756802,0.243506861,-0.338169476,0.451178515,-0.506879411,0.116745378,-0.308569728
79.5,21.25,550109.9943,282,116.8255647,0.217770061,0.235546038,0.207467671,,,,,,,,,,-0.003583313,-0.362756802,0.142221014,-0.369855058,1.108680685,-0.425192135,-0.10547376,0.151978207
80,21.25,512325.4731,417,119.1210023,0.215264441,0.191789704,0.149211316,,,,,,,,,,0.08175804,-0.362756802,0.047963437,-0.262916218,1.192747743,-0.455055462,-0.712835023,-0.697952171
80.5,21.25,471522.822,322,106.5684761,0.198618065,0.190365271,0.134711951,,,,,,,,,,0.167099393,-0.362756802,-0.053823192,-0.338169476,0.733029757,-0.653455929,-0.732606913,-0.909490479
81,21.25,434011.6766,334,106.5992365,0.213665842,0.234316733,0.14886119,,,,,,,,,,0.252440746,-0.362756802,-0.147398804,-0.328663801,0.734156312,-0.474108425,-0.12253717,-0.70306033
81.5,21.25,400717.3596,289,122.5109187,0.204630707,0.209687179,0.170904276,,,,,,,,,,0.337782099,-0.362756802,-0.230455081,-0.364310081,1.316898493,-0.581794026,-0.464408521,-0.381462996
82,21.25,372771.5307,266,105.8156543,0.240350331,0.23430554,0.13665064,,,,,,,,,,0.423123452,-0.362756802,-0.300168975,-0.382529291,0.705458755,-0.156068325,-0.122692535,-0.881205999
82.5,21.25,324023.07,290,99.46049239,0.20729788,0.120753354,0.137176861,,,,,,,,,,0.508464805,-0.362756802,-0.421777286,-0.363517942,0.472710208,-0.550005223,-1.698857464,-0.873528704
83,21.25,277847.5,240,107.4758098,0.214452848,0.207608561,0.158232438,,,,,,,,,,0.593806158,-0.362756802,-0.536967243,-0.40312492,0.766259532,-0.464728464,-0.493260848,-0.566338622
83.5,21.25,235761.411,205,131.6739141,0.238515882,0.256268877,0.177934071,,,,,,,,,,0.679147511,-0.362756802,-0.641955547,-0.430849804,1.652479851,-0.177932276,0.182170302,-0.278901888
84,21.25,200358.6798,216,133.8384397,0.254725328,0.223467328,0.096309365,,,,,,,,,,0.764488864,-0.362756802,-0.730271491,-0.422136269,1.731752448,0.015260625,-0.2731327,-1.469764536
84.5,21.25,175726.1906,229,103.0693674,0.229655723,0.177481604,0.091756328,,,,,,,,,,0.849830217,-0.362756802,-0.791719901,-0.411838455,0.604879998,-0.283532419,-0.911439085,-1.536191014
85,21.25,166708.5,125,103.2890189,0.262544725,0.268682545,0.203035144,,,,,,,,,,0.93517157,-0.362756802,-0.814215506,-0.494220969,0.612924414,0.108456406,0.354478637,0.087309909
85.5,21.25,166708.5,211,88.69533382,0.240400144,0.192340019,0.136287047,,,,,,,,,,1.020512923,-0.362756802,-0.814215506,-0.426096967,0.078451957,-0.155474627,-0.705196357,-0.886510635
86,21.25,111139,165,105.0372281,0.234561997,0.28917409,0.233092286,,,,,,,,,,1.105854276,-0.362756802,-0.952839638,-0.462535386,0.676950029,-0.225056805,0.638912215,0.525828214
86.5,21.25,55569.5,27,126.6170083,0.236409021,0.335457051,0.269027533,,,,,,,,,,1.191195629,-0.362756802,-1.091463769,-0.571850645,1.467278043,-0.203042979,1.281344409,1.050105059
69.5,21.75,0,6,107.2408556,0.338114002,0.30841537,0.232067028,,,,,,,,,,-1.710410373,-0.278477051,-1.230087901,-0.588485576,0.757654676,1.009131717,0.905991448,0.510870225
70,21.75,55569.5,87,104.1608549,0.293780291,0.267464192,0.246791381,,,,,,,,,,-1.62506902,-0.278477051,-1.091463769,-0.524322272,0.644854138,0.480738691,0.337567247,0.725690992
70.5,21.75,55569.5,79,103.1366135,0.274998573,0.274184787,0.244426176,,,,,,,,,,-1.539727667,-0.278477051,-1.091463769,-0.530659388,0.607342788,0.256888069,0.430852692,0.691183863
71,21.75,78587.13921,145,83.93566377,0.248358351,0.272404979,0.208284555,,,,,,,,,,-1.454386314,-0.278477051,-1.034043777,-0.478378178,-0.095864025,-0.060624434,0.406148007,0.163896126
71.5,21.75,55569.5,103,80.18894382,0.261328492,0.274051424,0.200238747,,,,,,,,,,-1.369044961,-0.278477051,-1.091463769,-0.511648039,-0.233082185,0.093960687,0.429001542,0.046511909
72,21.75,0,24,95.2368432,0.289173957,0.302674593,0.185417715,,,,,,,,,,-1.283703608,-0.278477051,-1.230087901,-0.574227064,0.318025209,0.425837923,0.8263064,-0.169719356
73,21.75,0,19,115.6783076,0.295053515,0.284849443,0.212656027,,,,,,,,,,-1.113020902,-0.278477051,-1.230087901,-0.578187762,1.066664065,0.49591366,0.578883807,0.227673663
73.5,21.75,55569.5,161,113.0182592,0.241015136,0.303446199,0.190201038,,,,,,,,,,-1.027679549,-0.278477051,-1.091463769,-0.465703945,0.969243667,-0.148144822,0.837016703,-0.099933124
74,21.75,111139,650,88.7816551,0.247260811,0.236565167,0.143274502,,,,,,,,,,-0.942338196,-0.278477051,-0.952839638,-0.078347702,0.081613348,-0.073705506,-0.091327706,-0.784567246
74.5,21.75,166708.5,324,81.70576313,0.27237878,0.213080684,0.14494941,,,,,,,,,,-0.856996843,-0.278477051,-0.814215506,-0.336585197,-0.177530887,0.225663966,-0.417304861,-0.760131196
75,21.75,222278,392,80.41902924,0.261169905,0.258813675,0.206216023,,,,,,,,,,-0.77165549,-0.278477051,-0.675591374,-0.282719707,-0.224655641,0.092070562,0.217493456,0.133717304
75.5,21.75,277847.5,319,91.99254984,0.285163982,0.30647299,0.192957814,,,,,,,,,,-0.686314137,-0.278477051,-0.536967243,-0.340545895,0.199207691,0.378044883,0.879030177,-0.059713174
76,21.75,333417,344,91.95634495,0.248794536,0.221940178,0.122348388,,,,,,,,,,-0.600972784,-0.278477051,-0.398343111,-0.320742406,0.19788174,-0.055425746,-0.294330357,-1.089868529
76.5,21.75,388986.5,292,99.19566001,0.243005542,0.212527138,0.09772216,,,,,,,,,,-0.515631431,-0.278477051,-0.25971898,-0.361933663,0.463011108,-0.124422092,-0.424988375,-1.449152581
77,21.75,444556,435,110.1987965,0.222814036,0.204649689,0.14515204,,,,,,,,,,-0.430290078,-0.278477051,-0.121094848,-0.248657706,0.865984953,-0.365075326,-0.53433157,-0.757174928
77.5,21.75,500125.5,540,99.78692835,0.252902861,0.276925406,0.169377249,,,,,,,,,,-0.344948725,-0.278477051,0.017529283,-0.165483053,0.484665449,-0.006460518,0.468893946,-0.403741538
78,21.75,555695,677,97.361444,0.248774028,0.280343172,0.206309366,,,,,,,,,,-0.259607372,-0.278477051,0.156153415,-0.056959934,0.395835618,-0.055670171,0.516334362,0.13507913
78.5,21.75,611264.5,632,81.44179866,0.20906909,0.231123261,0.207837196,,,,,,,,,,-0.174266019,-0.278477051,0.294777547,-0.092606214,-0.187198201,-0.528894989,-0.166864265,0.157369387
79,21.75,628697.1137,467,81.47683744,0.20885251,0.208779665,0.161417704,,,,,,,,,,-0.088924666,-0.278477051,0.338265088,-0.22330924,-0.185914957,-0.531476306,-0.477005299,-0.519867222
79.5,21.75,590711.8996,401,102.6640873,0.193041749,0.225457507,0.206308472,,,,,,,,,,-0.003583313,-0.278477051,0.243506861,-0.275590451,0.590037205,-0.719917464,-0.245507954,0.135066087
80,21.75,550109.9943,324,126.4767307,0.203378089,0.158242409,0.102207665,,,,,,,,,,0.08175804,-0.278477051,0.142221014,-0.336585197,1.46214058,-0.596723402,-1.178489377,-1.383711361
80.5,21.75,512325.4731,493,99.68010172,0.209224911,0.193231305,0.182395239,,,,,,,,,,0.167099393,-0.278477051,0.047963437,-0.202713612,0.48075308,-0.527037831,-0.692824832,-0.213815732
81,21.75,478026.9235,452,74.59035147,0.192142651,0.199072469,0.179321103,,,,,,,,,,0.252440746,-0.278477051,-0.037598007,-0.235191334,-0.438122474,-0.730633398,-0.611746359,-0.258665802
81.5,21.75,448015.633,288,87.36349703,0.200255555,0.234050916,0.15110038,,,,,,,,,,0.337782099,-0.278477051,-0.112464419,-0.365102221,0.029675375,-0.633939442,-0.126226852,-0.670391694
82,21.75,400717.3596,256,92.87061951,0.23297913,0.166996956,0.11514531,,,,,,,,,,0.423123452,-0.278477051,-0.230455081,-0.390450687,0.231365713,-0.243922266,-1.056971594,-1.194957748
82.5,21.75,355818.4176,233,91.95465152,0.205178041,0.215410776,0.140902979,,,,,,,,,,0.508464805,-0.278477051,-0.342460351,-0.408669897,0.19781972,-0.575270605,-0.38496194,-0.819166551
83,21.75,314348.5568,209,106.3725907,0.212488073,0.225262818,0.155517601,,,,,,,,,,0.593806158,-0.278477051,-0.445911407,-0.427681246,0.725855739,-0.48814571,-0.248210341,-0.605946703
83.5,21.75,277847.5,196,113.4835285,0.216213379,0.116848844,0.116366122,,,,,,,,,,0.679147511,-0.278477051,-0.536967243,-0.43797906,0.986283477,-0.443745508,-1.753054146,-1.177146726
84,21.75,248514.3626,207,119.3579706,0.218899539,0.179224766,0.147601431,,,,,,,,,,0.764488864,-0.278477051,-0.610141929,-0.429265525,1.201426362,-0.411730408,-0.887243067,-0.721439568
84.5,21.75,229118.9125,263,113.2315457,0.225549694,0.219071464,0.182303143,,,,,,,,,,0.849830217,-0.278477051,-0.658525978,-0.38490571,0.977054974,-0.332470282,-0.334149638,-0.215159366
85,21.75,222278,145,105.1269315,0.255663424,0.279415991,0.184360347,,,,,,,,,,0.93517157,-0.278477051,-0.675591374,-0.478378178,0.680235286,0.026441358,0.503464595,-0.185145813
85.5,21.75,175726.1906,612,95.62083623,0.247333632,0.288536832,0.204995735,,,,,,,,,,1.020512923,-0.278477051,-0.791719901,-0.108449005,0.332088394,-0.072837586,0.630066734,0.115913927
86,21.75,124257.1813,376,108.4146084,0.264392894,0.20707738,0.105730768,,,,,,,,,,1.105854276,-0.278477051,-0.920114915,-0.29539394,0.800641663,0.130483879,-0.500633923,-1.332311093
86.5,21.75,78587.13921,275,111.0144907,0.213325509,0.247028301,0.19640677,,,,,,,,,,1.191195629,-0.278477051,-1.034043777,-0.375400035,0.895858565,-0.478164697,0.053906176,-0.009394673
87,21.75,55569.5,31,120.915481,0.249691771,0.217427085,0.172751594,,,,,,,,,,1.276536982,-0.278477051,-1.091463769,-0.568682087,1.258467911,-0.044732016,-0.356974496,-0.354511573
87.5,21.75,0,6,133.2784078,0.269183642,0.248537949,0.149394869,,,,,,,,,,1.361878335,-0.278477051,-1.230087901,-0.588485576,1.711242096,0.187582592,0.074860896,-0.695274226
89,21.75,0,6,112.6444599,0.277669238,0.220259136,0.314720802,,,,,,,,,,1.617902394,-0.278477051,-1.230087901,-0.588485576,0.955553812,0.288718491,-0.317664117,1.716746448
69,22.25,0,5,105.1318942,0.340455033,0.212421234,0.149989281,,,,,,,,,,-1.795751726,-0.1941973,-1.230087901,-0.589277715,0.680417037,1.037033384,-0.426458379,-0.68660206
69.5,22.25,0,26,106.5846058,0.324303103,0.240758384,0.17705293,,,,,,,,,,-1.710410373,-0.1941973,-1.230087901,-0.572642785,0.733620483,0.84452599,-0.033123617,-0.291757284
70,22.25,0,56,105.6388443,0.31517111,0.230407736,0.196597146,,,,,,,,,,-1.62506902,-0.1941973,-1.230087901,-0.548878598,0.698983346,0.735685983,-0.176796134,-0.006617184
70.5,22.25,0,105,98.82830982,0.329279339,0.290652196,0.18078144,,,,,,,,,,-1.539727667,-0.1941973,-1.230087901,-0.51006376,0.449557442,0.903835449,0.659429115,-0.237360233
