long,lat,Distance,Elevation,L-Mean,L-CV,L-Skew,L-Kurtosis,,,,,,,,,,,,,,,,,
79,27.25,868023.3531,158,96.29216252,0.247520097,0.234312813,0.21909296,,,,,,,,,,-0.088924666,0.648600206,0.935290293,-0.468080363,0.356674742,-0.070615196,-0.122591581,0.321585218
79.5,27.25,911407.6127,149,85.90685718,0.22623217,0.14848409,0.149485385,,,,,,,,,,-0.003583313,0.648600206,1.043517023,-0.475209619,-0.023671938,-0.324336166,-1.313940052,-0.693953644
80,27.25,956053.847,143,89.76521366,0.253752092,0.255179259,0.149517812,,,,,,,,,,0.08175804,0.648600206,1.154891886,-0.479962457,0.117634748,0.003661074,0.167045823,-0.693480551
80.5,27.25,972069.2099,127,92.66903886,0.248461691,0.217209582,0.21532738,,,,,,,,,,0.167099393,0.648600206,1.194843942,-0.49263669,0.223983116,-0.059392772,-0.359993553,0.266647335
81,27.25,943045.644,129,108.4630093,0.241234768,0.175424371,0.124580708,,,,,,,,,,0.252440746,0.648600206,1.122441516,-0.49105241,0.802414275,-0.145527129,-0.939994577,-1.057300124
81.5,27.25,904605.8901,111,113.5427402,0.223033763,0.31177425,0.305263565,,,,,,,,,,0.337782099,0.648600206,1.02654939,-0.505310922,0.98845202,-0.362456502,0.952614495,1.578770204
82,27.25,864458.5247,118,98.91790784,0.226658387,0.230932229,0.212289008,,,,,,,,,,0.423123452,0.648600206,0.926397442,-0.499765946,0.452838839,-0.319256282,-0.169515891,0.222319044
82.5,27.25,826100.0124,96,115.3269129,0.207226267,0.074948945,0.114817559,,,,,,,,,,0.508464805,0.648600206,0.830707982,-0.517193016,1.053794746,-0.550858746,-2.3346471,-1.199739467
83,27.25,785871.4053,88,115.4366967,0.197943001,0.113974853,0.129125198,,,,,,,,,,0.593806158,0.648600206,0.730353368,-0.523530132,1.057815417,-0.661501706,-1.792946674,-0.990998343
83.5,27.25,747611.1462,111,115.964998,0.192266723,0.159382931,0.147827737,,,,,,,,,,0.679147511,0.648600206,0.634909011,-0.505310922,1.077163683,-0.729154641,-1.162658324,-0.718137879
84,27.25,711636.8352,98,115.385594,0.2368154,0.219887683,0.194209705,,,,,,,,,,0.764488864,0.648600206,0.545167199,-0.515608737,1.055943856,-0.198199535,-0.322820083,-0.041448726
84.5,27.25,678312.1784,102,120.3573777,0.220626921,0.202589535,0.16330823,,,,,,,,,,0.849830217,0.648600206,0.462035236,-0.512440178,1.238028191,-0.39114254,-0.562927607,-0.492285416
88.5,27.25,555695,1154,129.4145408,0.204930126,0.30386463,0.263660313,,,,,,,,,,1.532561041,0.648600206,0.156153415,0.320890635,1.569733595,-0.57822539,0.842824749,0.971800069
92.5,27.25,678312.1784,2158,82.88545471,0.194172964,0.225968842,0.221800899,,,,,,,,,,2.215291865,0.648600206,0.462035236,1.116198749,-0.134326402,-0.706435035,-0.238410351,0.361092661
93,27.25,711636.8352,974,79.56937622,0.18004248,0.201383596,0.181398988,,,,,,,,,,2.300633218,0.648600206,0.545167199,0.178305514,-0.255772946,-0.874849748,-0.579666683,-0.228350524
93.5,27.25,747611.1462,897,107.93327,0.151657054,0.17388067,0.246354408,,,,,,,,,,2.385974571,0.648600206,0.634909011,0.117310769,0.783013345,-1.21316253,-0.961421971,0.71931578
94,27.25,785871.4053,106,110.5367603,0.164266258,0.125452575,0.148567136,,,,,,,,,,2.471315924,0.648600206,0.730353368,-0.50927162,0.878362385,-1.062879252,-1.633629769,-0.707350427
94.5,27.25,826100.0124,92,88.42969368,0.187597112,0.214258447,0.265946413,,,,,,,,,,2.556657277,0.648600206,0.830707982,-0.520361574,0.068723274,-0.784809578,-0.400956882,1.005153097
95,27.25,868023.3531,106,94.94633802,0.153257365,0.194474326,0.159034441,,,,,,,,,,2.64199863,0.648600206,0.935290293,-0.50927162,0.30738588,-1.194089163,-0.675571037,-0.554637809
95.5,27.25,911407.6127,157,79.41801944,0.156611912,0.19629125,0.130291555,,,,,,,,,,2.727339983,0.648600206,1.043517023,-0.468872503,-0.261316167,-1.154107866,-0.650351163,-0.973981792
96,27.25,956053.847,521,78.68667121,0.211106581,0.186940644,0.173050799,,,,,,,,,,2.812681336,0.648600206,1.154891886,-0.180533704,-0.288100731,-0.504611075,-0.780142563,-0.350146325
97,27.25,1048483.208,1834,32.80205265,0.798786047,0.466276958,0.188252066,,,,,,,,,,2.983364042,0.648600206,1.38546693,0.859545533,-1.968558043,6.499669057,3.097194519,-0.128367627
70.5,27.75,474786.0018,130,43.12584528,0.33773629,0.1911247,0.134877973,,,,,,,,,,-1.539727667,0.732879957,-0.045682837,-0.490260271,-1.590464177,1.004629942,-0.722065634,-0.907068303
71.5,27.75,503203.2495,118,42.98715084,0.338825805,0.36188879,0.269538742,,,,,,,,,,-1.369044961,0.732879957,0.025207063,-0.499765946,-1.595543659,1.017615368,1.648231049,1.057563337
72,27.75,512325.4731,147,48.5270809,0.351907488,0.363623633,0.258420191,,,,,,,,,,-1.283703608,0.732879957,0.047963437,-0.476793898,-1.392651791,1.173529906,1.672311596,0.895349373
72.5,27.75,527178.5452,204,41.60052269,0.337212908,0.392752848,0.280954497,,,,,,,,,,-1.198362255,0.732879957,0.085016032,-0.431641944,-1.646326895,0.998391993,2.076640642,1.224113355
73,27.75,547296.1079,280,40.53683669,0.294825711,0.313876668,0.276079973,,,,,,,,,,-1.113020902,0.732879957,0.13520147,-0.371439337,-1.685282845,0.493198569,0.981797178,1.152996546
73.5,27.75,572123.0366,293,42.6442908,0.271410509,0.223002754,0.178103291,,,,,,,,,,-1.027679549,0.732879957,0.19713493,-0.361141523,-1.608100409,0.214123591,-0.279581235,-0.276433055
74,27.75,601076.0659,317,49.11184273,0.278368895,0.269175582,0.205774465,,,,,,,,,,-0.942338196,0.732879957,0.269361395,-0.342130174,-1.371235741,0.29705738,0.361322254,0.127275199
74.5,27.75,633589.79,327,60.65384998,0.267644869,0.223879109,0.150542886,,,,,,,,,,-0.856996843,0.732879957,0.350470399,-0.334208778,-0.948526539,0.169242667,-0.26741696,-0.678525246
75,27.75,650424.2998,371,62.16388733,0.273943581,0.318658419,0.250449792,,,,,,,,,,-0.77165549,0.732879957,0.392465905,-0.299354638,-0.893223621,0.244314106,1.048170434,0.779065335
75.5,27.75,671448.8224,473,62.00023747,0.244421639,0.276819855,0.212054616,,,,,,,,,,-0.686314137,0.732879957,0.444913852,-0.218556403,-0.899217059,-0.107544286,0.467428842,0.218899385
76,27.75,696283.8593,366,70.51190968,0.239203411,0.172685613,0.141148955,,,,,,,,,,-0.600972784,0.732879957,0.506867539,-0.303315336,-0.587489463,-0.169737935,-0.97801,-0.815577888
76.5,27.75,724537.6169,383,75.97691487,0.270889264,0.258741707,0.149084349,,,,,,,,,,-0.515631431,0.732879957,0.577349595,-0.289848963,-0.387341609,0.207911113,0.216494502,-0.699804554
77,27.75,755826.9398,236,66.89682936,0.261016853,0.322439665,0.267231869,,,,,,,,,,-0.430290078,0.732879957,0.655404197,-0.406293478,-0.719886514,0.090246405,1.100656146,1.023907242
77.5,27.75,789790.9837,188,65.78906744,0.243614261,0.183852228,0.11736918,,,,,,,,,,-0.344948725,0.732879957,0.740131181,-0.444316177,-0.76045668,-0.117167051,-0.823011425,-1.162512624
78,27.75,826100.0124,187,79.01090898,0.228617092,0.231950874,0.20073866,,,,,,,,,,-0.259607372,0.732879957,0.830707982,-0.445108316,-0.276225995,-0.295911382,-0.155376555,0.053805383
78.5,27.75,864458.5247,173,82.91552672,0.239253428,0.234883603,0.146904972,,,,,,,,,,-0.174266019,0.732879957,0.926397442,-0.45619827,-0.133225058,-0.169141806,-0.114668712,-0.731600548
79,27.75,904605.8901,159,82.69600304,0.250940124,0.264094519,0.194936129,,,,,,,,,,-0.088924666,0.732879957,1.02654939,-0.467288224,-0.141264793,-0.029853474,0.290794388,-0.030850571
79.5,27.75,946314.4942,149,95.96488583,0.214956737,0.214950817,0.170714948,,,,,,,,,,-0.003583313,0.732879957,1.130596017,-0.475209619,0.34468871,-0.458722844,-0.391346417,-0.384225195
80,27.75,989386.771,151,94.23832007,0.217220955,0.173707845,0.162799515,,,,,,,,,,0.08175804,0.732879957,1.238044473,-0.47362534,0.281455754,-0.431736675,-0.963820874,-0.499707308
80.5,27.75,1020120.386,149,101.160111,0.246704656,0.255224789,0.157648576,,,,,,,,,,0.167099393,0.732879957,1.314712801,-0.475209619,0.534956264,-0.08033406,0.167677803,-0.574856869
81,27.75,983124.8576,128,103.3563472,0.217310017,0.207773287,0.15704708,,,,,,,,,,0.252440746,0.732879957,1.222423452,-0.49184455,0.615390215,-0.430675187,-0.490974363,-0.583632388
81.5,27.75,943045.644,132,124.1202702,0.226385411,0.231208696,0.223806421,,,,,,,,,,0.337782099,0.732879957,1.122441516,-0.488675992,1.375838647,-0.322509757,-0.165678382,0.3903522
82,27.75,904605.8901,126,103.131613,0.196382222,0.14208039,0.143191516,,,,,,,,,,0.423123452,0.732879957,1.02654939,-0.493428829,0.607159652,-0.68010391,-1.402826825,-0.785777969
88.5,27.75,611264.5,5123,114.0067496,0.243986243,0.220888091,0.236856006,,,,,,,,,,1.532561041,0.732879957,0.294777547,3.464892533,1.005445688,-0.112733569,-0.308933886,0.58073896
92,27.75,0,4224,92.15940621,0.182904281,0.270505467,0.208790429,,,,,,,,,,2.129950512,0.732879957,-1.230087901,2.752759072,0.205318562,-0.840741263,0.379781767,0.171276569
92.5,27.75,0,3567,83.9128822,0.189439631,0.206829898,0.186500678,,,,,,,,,,2.215291865,0.732879957,-1.230087901,2.232323383,-0.096698366,-0.762849445,-0.504069106,-0.15391948
93,27.75,755826.9398,1663,88.65890385,0.174303809,0.124451814,0.132065607,,,,,,,,,,2.300633218,0.732879957,0.655404197,0.724089669,0.077117763,-0.943246317,-1.647520865,-0.948099282
93.5,27.75,789790.9837,1588,113.5055518,0.168372335,0.273231289,0.309103275,,,,,,,,,,2.385974571,0.732879957,0.740131181,0.664679202,0.987090049,-1.013940816,0.417617631,1.634789606
94,27.75,826100.0124,523,106.3198085,0.153536105,0.229612136,0.232943695,,,,,,,,,,2.471315924,0.732879957,0.830707982,-0.178949425,0.723922668,-1.190766989,-0.187839486,0.523660347
94.5,27.75,864458.5247,381,90.3303836,0.161456167,0.213755364,0.141627635,,,,,,,,,,2.556657277,0.732879957,0.926397442,-0.291433242,0.138333274,-1.096371428,-0.407939942,-0.808594192
95,27.75,904605.8901,115,98.49649266,0.202773954,0.287984869,0.161316354,,,,,,,,,,2.64199863,0.732879957,1.02654939,-0.502142364,0.437405122,-0.603923808,0.622405193,-0.521345867
95.5,27.75,946314.4942,124,107.0726544,0.19396393,0.213575698,0.152306455,,,,,,,,,,2.727339983,0.732879957,1.130596017,-0.495013108,0.751494553,-0.708926415,-0.410433802,-0.652795678
96,27.75,989386.771,189,123.3235567,0.238373508,0.243253158,0.117471526,,,,,,,,,,2.812681336,0.732879957,1.238044473,-0.443524037,1.346660176,-0.179629166,0.001505177,-1.161019448
96.5,27.75,1033652.5,1927,118.5316297,0.361639961,0.145415132,0.261731574,,,,,,,,,,2.898022689,0.732879957,1.348470124,0.933214511,1.17116283,1.289526756,-1.356538826,0.943660755
97,27.75,1078964.566,2796,60.16896786,0.654260218,0.234206054,0.072177931,,,,,,,,,,2.983364042,0.732879957,1.461505977,1.621583786,-0.96628464,4.777132451,-0.124073453,-1.821829797
72.5,28.25,580162.6211,151,39.38393794,0.282188131,0.316485443,0.278306737,,,,,,,,,,-1.198362255,0.817159708,0.217190544,-0.47362534,-1.727506083,0.34257709,1.018008367,1.185483893
73,28.25,598501.8238,185,42.84248266,0.277724233,0.265814687,0.219924571,,,,,,,,,,-1.113020902,0.817159708,0.26293967,-0.446692595,-1.60084192,0.289373951,0.314671238,0.333717997
73.5,28.25,621285.8933,195,41.50942583,0.237521356,0.114220278,0.091334808,,,,,,,,,,-1.027679549,0.817159708,0.319776997,-0.4387712,-1.649663185,-0.189785572,-1.789540044,-1.542340775
74,28.25,648046.1399,234,44.96593141,0.275250795,0.269089011,0.230740453,,,,,,,,,,-0.942338196,0.817159708,0.386533328,-0.407877757,-1.523073703,0.259894186,0.360120602,0.491516175
74.5,28.25,678312.1784,289,50.86166606,0.274737927,0.271545809,0.177602388,,,,,,,,,,-0.856996843,0.817159708,0.462035236,-0.364310081,-1.30715101,0.253781549,0.394222269,-0.283740973
75,28.25,702904.7623,296,53.79246648,0.240227737,0.215444914,0.198257016,,,,,,,,,,-0.77165549,0.817159708,0.523384098,-0.358765105,-1.199814714,-0.157529467,-0.384488087,0.017599469
75.5,28.25,722403.5,315,66.58771989,0.235019712,0.220149946,0.196011323,,,,,,,,,,-0.686314137,0.817159708,0.57202581,-0.343714453,-0.731207198,-0.219601511,-0.319179732,-0.015164042
76,28.25,745543.0613,335,66.1562498,0.278284588,0.313686104,0.257807352,,,,,,,,,,-0.600972784,0.817159708,0.62974995,-0.327871662,-0.747009161,0.296052564,0.979152048,0.886408366
76.5,28.25,771996.1478,249,69.43336592,0.231664278,0.282597356,0.214052172,,,,,,,,,,-0.515631431,0.817159708,0.695740037,-0.395995664,-0.626989557,-0.259593379,0.547623638,0.248042704
77,28.25,801434.7192,281,77.78897261,0.213967628,0.186585106,0.188152951,,,,,,,,,,-0.430290078,0.817159708,0.769177739,-0.370647198,-0.320977634,-0.470511577,-0.78507762,-0.129813664
77.5,28.25,833542.5,191,73.72205177,0.279554041,0.236536109,0.199762747,,,,,,,,,,-0.344948725,0.817159708,0.849274073,-0.441939758,-0.469922685,0.311182588,-0.091731047,0.039567313
78,28.25,868023.3531,192,94.46188354,0.257291783,0.264933867,0.17914039,,,,,,,,,,-0.259607372,0.817159708,0.935290293,-0.441147618,0.28964344,0.045849017,0.302444986,-0.261302312
78.5,28.25,904605.8901,181,78.34298468,0.225851841,0.226986828,0.157606529,,,,,,,,,,-0.174266019,0.817159708,1.02654939,-0.449861153,-0.300687749,-0.328869131,-0.224280162,-0.575470313
79,28.25,943045.644,175,103.134774,0.225978862,0.176710022,0.127261976,,,,,,,,,,-0.088924666,0.817159708,1.122441516,-0.454613991,0.607275419,-0.327355227,-0.922149055,-1.018181798
79.5,28.25,983124.8576,169,94.67364269,0.236638265,0.136925007,0.118511366,,,,,,,,,,-0.003583313,0.817159708,1.222423452,-0.459366828,0.297398811,-0.200310726,-1.474386291,-1.145848715
80,28.25,1024650.946,168,106.6452427,0.233732096,0.21411828,0.186173262,,,,,,,,,,0.08175804,0.817159708,1.326014774,-0.460158968,0.735841222,-0.234948012,-0.402902475,-0.158696312
80.5,28.25,1061653.788,161,119.7438311,0.235196011,0.286923426,0.191734224,,,,,,,,,,0.167099393,0.817159708,1.418322367,-0.465703945,1.21555794,-0.217500285,0.607671798,-0.077564725
81,28.25,1021632.869,139,110.5389032,0.222554738,0.243211214,0.192130428,,,,,,,,,,0.252440746,0.817159708,1.318485854,-0.483131015,0.878440865,-0.368165779,0.000922972,-0.071784312
93.5,28.25,833542.5,3507,117.9486882,0.177029227,0.118096684,0.235616996,,,,,,,,,,2.385974571,0.817159708,0.849274073,2.18479501,1.149813447,-0.910763319,-1.735733461,0.562662439
94,28.25,868023.3531,2363,101.1391426,0.162840862,0.086536799,0.176195756,,,,,,,,,,2.471315924,0.817159708,0.935290293,1.278587358,0.534188326,-1.079867888,-2.173801504,-0.304263014
94.5,28.25,904605.8901,1560,105.8618836,0.202174395,0.277581107,0.225770996,,,,,,,,,,2.556657277,0.817159708,1.02654939,0.642499294,0.707151836,-0.611069675,0.477995426,0.419014343
95,28.25,943045.644,422,134.1480567,0.251311061,0.242193132,0.14029287,,,,,,,,,,2.64199863,0.817159708,1.122441516,-0.25895552,1.74309172,-0.025432447,-0.013208549,-0.828067729
95.5,28.25,983124.8576,1727,139.2515111,0.235406448,0.223431313,0.126291633,,,,,,,,,,2.727339983,0.817159708,1.222423452,0.7747866,1.929998303,-0.214992183,-0.273632607,-1.032338605
96,28.25,1024650.946,3053,138.7388311,0.256898312,0.212063648,0.087525614,,,,,,,,,,2.812681336,0.817159708,1.326014774,1.825163652,1.911222145,0.041159417,-0.431421863,-1.597914964
96.5,28.25,1067455.279,1563,108.6778636,0.454118611,0.122306691,0.189372173,,,,,,,,,,2.898022689,0.817159708,1.432794815,0.644875713,0.810283001,2.391737074,-1.677296317,-0.112025839
97,28.25,1111390,2559,73.68832141,0.682726414,0.309659637,0.115386591,,,,,,,,,,2.983364042,0.817159708,1.542394731,1.433846711,-0.471158011,5.116407894,0.923262538,-1.191437581
72.5,28.75,0,133,40.54382454,0.271498259,0.243517738,0.231421826,,,,,,,,,,-1.198362255,0.901439458,-1.230087901,-0.487883852,-1.685026926,0.215169443,0.005177689,0.501457058
73,28.75,650424.2998,153,37.80587005,0.269648608,0.260361313,0.220305574,,,,,,,,,,-1.113020902,0.901439458,0.392465905,-0.472041061,-1.78530052,0.193124307,0.238975497,0.339276636
73.5,28.75,671448.8224,197,41.88118502,0.246031903,0.144003354,0.108379986,,,,,,,,,,-1.027679549,0.901439458,0.444913852,-0.437186921,-1.636048046,-0.088352293,-1.376135058,-1.293660359
74,28.75,696283.8593,199,40.56196696,0.263785076,0.286854965,0.176178016,,,,,,,,,,-0.942338196,0.901439458,0.506867539,-0.435602641,-1.684362486,0.123239577,0.606721523,-0.304521831
74.5,28.75,724537.6169,228,46.4398242,0.283786102,0.307749873,0.208508278,,,,,,,,,,-0.856996843,0.901439458,0.577349595,-0.412630594,-1.469094527,0.361622568,0.896753995,0.16716013
75,28.75,755826.9398,216,55.17513495,0.299984105,0.331420857,0.256635979,,,,,,,,,,-0.77165549,0.901439458,0.655404197,-0.422136269,-1.149176496,0.554679085,1.225319883,0.869318634
75.5,28.75,773993.5901,229,51.17965808,0.295185529,0.33129771,0.223966769,,,,,,,,,,-0.686314137,0.901439458,0.700722873,-0.411838455,-1.295505016,0.497487074,1.223610537,0.392691595
76,28.75,795634.182,221,66.56485513,0.247123144,0.209850407,0.207825986,,,,,,,,,,-0.600972784,0.901439458,0.754707671,-0.418175571,-0.732044586,-0.075346295,-0.462142829,0.157205839
76.5,28.75,820473.8295,215,60.35157258,0.275484687,0.216787104,0.19368748,,,,,,,,,,-0.515631431,0.901439458,0.81667286,-0.422928409,-0.959597008,0.262681837,-0.365857773,-0.049067721
77,28.75,848231.6049,216,72.04313031,0.252476724,0.231366147,0.173211604,,,,,,,,,,-0.430290078,0.901439458,0.885917635,-0.422136269,-0.531410738,-0.011539448,-0.163492878,-0.347800263
77.5,28.75,878630.9263,217,91.30516333,0.25954582,0.193453652,0.139813836,,,,,,,,,,-0.344948725,0.901439458,0.961752032,-0.421344129,0.174033161,0.072713843,-0.689738537,-0.83505659
78,28.75,911407.6127,216,86.41626402,0.22284499,0.120895664,0.11136296,,,,,,,,,,-0.259607372,0.901439458,1.043517023,-0.422136269,-0.005015654,-0.3647064,-1.696882125,-1.250140297
78.5,28.75,946314.4942,207,102.7744157,0.202938111,0.147352972,0.160380856,,,,,,,,,,-0.174266019,0.901439458,1.130596017,-0.429265525,0.594077822,-0.601967296,-1.329640573,-0.534994304
79,28.75,983124.8576,184,98.4914285,0.232354853,0.154442701,0.082469729,,,,,,,,,,-0.088924666,0.901439458,1.222423452,-0.447484735,0.437219655,-0.251362735,-1.231231352,-1.671677736
79.5,28.75,1021632.869,192,102.0413275,0.274069914,0.219744994,0.202711832,,,,,,,,,,-0.003583313,0.901439458,1.318485854,-0.441147618,0.567229534,0.245819811,-0.324800682,0.082592952
80,28.75,1061653.788,196,126.2099381,0.229200698,0.189973846,0.155878844,,,,,,,,,,0.08175804,0.901439458,1.418322367,-0.43797906,1.45236969,-0.288955652,-0.738040101,-0.600676352
94,28.75,0,4134,145.2486546,0.201374832,0.162759402,0.220244006,,,,,,,,,,2.471315924,0.901439458,-1.230087901,2.681466512,2.149634947,-0.620599297,-1.115791104,0.33837839
94.5,28.75,946314.4942,3118,130.4817966,0.240404631,0.22951087,0.203222338,,,,,,,,,,2.556657277,0.901439458,1.130596017,1.876652723,1.608820284,-0.155421149,-0.189245112,0.090040973
95,28.75,983124.8576,1592,129.3359697,0.281257202,0.206156051,0.345568766,,,,,,,,,,2.64199863,0.901439458,1.222423452,0.66784776,1.566856043,0.331481777,-0.513422461,2.166802441
95.5,28.75,1021632.869,2627,145.7732173,0.292477015,0.160850484,0.283741761,,,,,,,,,,2.727339983,0.901439458,1.318485854,1.487712201,2.168846292,0.465205546,-1.142287905,1.264778109
96,28.75,1061653.788,3336,149.1119706,0.3232762,0.164967001,0.249391136,,,,,,,,,,2.812681336,0.901439458,1.418322367,2.049339146,2.291123268,0.832286807,-1.085148452,0.763620086
96.5,28.75,1103023.117,3217,77.14085308,0.679888504,0.28791277,0.130749325,,,,,,,,,,2.898022689,0.901439458,1.521522636,1.955074539,-0.344714068,5.082584155,0.621404421,-0.967303162
73.5,29.25,722403.5,159,40.40204283,0.276639831,0.252266377,0.206573446,,,,,,,,,,-1.027679549,0.985719209,0.57202581,-0.467288224,-1.690219474,0.276449465,0.126613466,0.138931922
74,29.25,745543.0613,190,38.91366613,0.28784737,0.270629319,0.228958188,,,,,,,,,,-0.942338196,0.985719209,0.62974995,-0.442731897,-1.744729103,0.410026946,0.381500899,0.465513842
74.5,29.25,771996.1478,188,47.86040984,0.311213107,0.205329527,0.165566535,,,,,,,,,,-0.856996843,0.985719209,0.695740037,-0.444316177,-1.417067647,0.688512373,-0.524895056,-0.459337903
75,29.25,801434.7192,199,49.59727306,0.284514227,0.256945219,0.210582617,,,,,,,,,,-0.77165549,0.985719209,0.769177739,-0.435602641,-1.353457562,0.370300754,0.19155829,0.197423674
75.5,29.25,826100.0124,214,65.5617926,0.267048412,0.285682284,0.250262983,,,,,,,,,,-0.686314137,0.985719209,0.830707982,-0.423720548,-0.76878029,0.162133771,0.590444085,0.776339887
76,29.25,846409.4178,217,61.66656646,0.277471313,0.307350219,0.170631304,,,,,,,,,,-0.600972784,0.985719209,0.881371992,-0.421344129,-0.911437273,0.286359515,0.891206584,-0.385445518
76.5,29.25,869800.2823,225,65.31860011,0.229567936,0.203172723,0.206066815,,,,,,,,,,-0.515631431,0.985719209,0.939723035,-0.415007013,-0.777686861,-0.284578711,-0.554832646,0.131540436
77,29.25,896031.2659,225,82.00047735,0.254976883,0.147629123,0.150966843,,,,,,,,,,-0.430290078,0.985719209,1.005159062,-0.415007013,-0.166737408,0.018258793,-1.32580745,-0.672339931
77.5,29.25,924860.7634,233,90.19955821,0.262947583,0.185173023,0.119010818,,,,,,,,,,-0.344948725,0.985719209,1.077077364,-0.408669897,0.133541984,0.113257885,-0.804678086,-1.138561966
78,29.25,956053.847,235,113.7533748,0.206186085,0.163040856,0.147800795,,,,,,,,,,-0.259607372,0.985719209,1.154891886,-0.407085617,0.996166205,-0.563256194,-1.111884373,-0.718530949
78.5,29.25,989386.771,230,115.2285881,0.229290684,0.23703446,0.171012049,,,,,,,,,,-0.174266019,0.985719209,1.238044473,-0.411046315,1.050193743,-0.28788315,-0.084813669,-0.379890644
79,29.25,1024650.946,243,107.9887085,0.223360334,0.178519309,0.169651442,,,,,,,,,,-0.088924666,0.985719209,1.326014774,-0.400748501,0.785043699,-0.358564253,-0.897035186,-0.399741203
79.5,29.25,1061653.788,733,114.2660076,0.197387623,0.157274296,0.176792306,,,,,,,,,,-0.003583313,0.985719209,1.418322367,-0.012600119,1.014940635,-0.668120999,-1.191927302,-0.295559655
80,29.25,1100219.989,1480,104.1790831,0.242874951,0.170707237,0.148071979,,,,,,,,,,0.08175804,0.985719209,1.51452993,0.57912813,0.645521719,-0.125978546,-1.005470914,-0.714574514
96,29.25,1100219.989,4353,72.19011904,0.719229559,0.3922017,0.093837593,,,,,,,,,,2.812681336,0.985719209,1.51452993,2.854945074,-0.52602749,5.55147202,2.068990414,-1.505826424
73.5,29.75,773993.5901,166,46.29694767,0.318513759,0.275730866,0.17799248,,,,,,,,,,-1.027679549,1.06999896,0.700722873,-0.461743247,-1.474327172,0.775525473,0.452313093,-0.278049731
74,29.75,795634.182,176,41.47860517,0.298113537,0.355977243,0.270218434,,,,,,,,,,-0.942338196,1.06999896,0.754707671,-0.453821851,-1.650791947,0.532384649,1.566175623,1.067479695
74.5,29.75,820473.8295,190,43.79510838,0.282735898,0.130013851,0.17258328,,,,,,,,,,-0.856996843,1.06999896,0.81667286,-0.442731897,-1.565953391,0.349105672,-1.570316824,-0.356967188
75,29.75,848231.6049,203,46.44490938,0.291179011,0.292175343,0.201685919,,,,,,,,,,-0.77165549,1.06999896,0.885917635,-0.432434083,-1.46890829,0.449735236,0.680571208,0.067625407
75.5,29.75,878630.9263,217,54.63836157,0.308556665,0.296729925,0.171394516,,,,,,,,,,-0.686314137,1.06999896,0.961752032,-0.421344129,-1.168835039,0.656851468,0.743791237,-0.374310646
76,29.75,897752.7622,227,59.499795,0.270954799,0.316754475,0.2187257,,,,,,,,,,-0.600972784,1.06999896,1.009453521,-0.413422734,-0.990792121,0.208692194,1.021742675,0.316227083
76.5,29.75,919838.9378,237,65.86872663,0.224862859,0.165958025,0.110785416,,,,,,,,,,-0.515631431,1.06999896,1.064549876,-0.405501338,-0.757539278,-0.340656351,-1.071392511,-1.258566368
77,29.75,944681.5,254,81.81808927,0.235639972,0.15001553,0.119887199,,,,,,,,,,-0.430290078,1.06999896,1.126522336,-0.392034966,-0.173417106,-0.212208919,-1.292682848,-1.125776016
77.5,29.75,972069.2099,262,108.199578,0.21976428,0.240965916,0.154676498,,,,,,,,,,-0.344948725,1.06999896,1.194843942,-0.385697849,0.792766488,-0.401423959,-0.030242962,-0.618217965
78,29.75,1001793.372,237,106.5422673,0.209996635,0.140663447,0.092552024,,,,,,,,,,-0.259607372,1.06999896,1.268994082,-0.405501338,0.732069898,-0.517840009,-1.42249475,-1.524582217
78.5,29.75,1033652.5,392,121.4949229,0.204312493,0.193353257,0.165832028,,,,,,,,,,-0.174266019,1.06999896,1.348470124,-0.282719707,1.279689127,-0.585586672,-0.691132073,-0.455464496
79,29.75,1067455.279,1508,96.4234269,0.229975383,0.190209654,0.169293335,,,,,,,,,,-0.088924666,1.06999896,1.432794815,0.601308037,0.361482109,-0.279722539,-0.73476696,-0.4049658
79.5,29.75,1103023.117,1407,83.19774526,0.250101259,0.175505283,0.189603498,,,,,,,,,,-0.003583313,1.06999896,1.521522636,0.521301942,-0.122889215,-0.039851518,-0.938871475,-0.108650926
80,29.75,1140190.774,1424,96.50841898,0.223161156,0.250890564,0.191269897,,,,,,,,,,0.08175804,1.06999896,1.614241378,0.534768315,0.36459482,-0.360938163,0.107516448,-0.084339018
74,30.25,846409.4178,178,49.6286834,0.293306086,0.206567116,0.128051688,,,,,,,,,,-0.942338196,1.154278711,0.881371992,-0.452237572,-1.352307204,0.475086861,-0.50771666,-1.006660304
74.5,30.25,869800.2823,195,55.65823872,0.283038342,0.230613219,0.122245318,,,,,,,,,,-0.856996843,1.154278711,0.939723035,-0.4387712,-1.131483524,0.352710362,-0.17394392,-1.091372268
75,30.25,896031.2659,210,59.93065053,0.294531944,0.264847315,0.255621073,,,,,,,,,,-0.77165549,1.154278711,1.005159062,-0.426889106,-0.975012665,0.489697296,0.301243598,0.854511676
75.5,30.25,924860.7634,228,62.73375,0.318646504,0.224164576,0.355651741,,,,,,,,,,-0.686314137,1.154278711,1.077077364,-0.412630594,-0.872353231,0.777107599,-0.263454526,2.313907881
76,30.25,949572.0035,235,69.83348377,0.267485157,0.323285405,0.204700189,,,,,,,,,,-0.600972784,1.154278711,1.138722226,-0.407085617,-0.612335824,0.167339133,1.112395468,0.111602062
