-0.34495,-2.55403,-1.23009,-0.54254,-0.12572,0.07127,0.85876,0.76860
-0.43029,-2.46975,-1.23009,-0.53224,0.00940,0.14521,0.71819,1.05407
-0.34495,-2.46975,-1.09146,-0.54729,-0.48424,0.00034,0.79330,1.02258
-0.25961,-2.46975,-1.23009,-0.56551,0.07764,-0.02599,-0.59266,-0.88147
-0.51563,-2.38547,-1.23009,-0.58690,0.47560,-1.04338,-1.20714,-0.18994
-0.43029,-2.38547,-1.09146,-0.36748,-0.69952,-0.34999,0.62509,1.13095
-0.34495,-2.38547,-1.03404,-0.47600,-0.81977,-0.15499,0.39389,1.41079
-0.25961,-2.38547,-1.09146,-0.55680,-0.91173,-0.47429,0.62650,0.54058
-0.17427,-2.38547,-1.23009,-0.58056,-0.18725,0.71682,1.39377,2.49104
-0.51563,-2.30119,-1.23009,-0.56947,0.99952,-0.99842,-1.33001,-0.23734
-0.43029,-2.30119,-1.09146,0.11731,-0.39398,-0.06927,0.76201,0.06653
-0.34495,-2.30119,-0.95284,-0.24549,-0.74764,-0.74912,-1.67303,-1.49117
-0.25961,-2.30119,-1.03404,-0.50293,-0.72518,-0.53624,0.37683,1.03567
-0.17427,-2.30119,-1.09146,-0.53383,-0.83308,0.02994,-0.30798,1.99891
-0.08892,-2.30119,-1.23009,-0.58849,0.36889,-0.29867,0.61376,2.04348
-0.51563,-2.21691,-1.23009,-0.54175,1.25965,-0.80764,0.25423,0.96011
-0.43029,-2.21691,-1.09146,0.46427,0.10230,0.31461,1.15033,0.40337
-0.34495,-2.21691,-0.95284,1.05679,-0.70424,-0.11227,0.34207,-0.26347
-0.25961,-2.21691,-0.92011,0.35020,-0.26137,-0.02915,0.56496,1.68661
-0.17427,-2.21691,-1.03404,-0.46966,-0.56836,-0.31492,0.12636,2.66048
-0.08892,-2.21691,-1.09146,-0.53858,0.41735,0.15791,0.34662,0.78393
-0.60097,-2.13263,-1.23009,-0.58373,1.04157,-0.98821,-0.13707,-0.29135
-0.51563,-2.13263,-1.09146,-0.55284,0.64829,-0.79226,-0.17493,0.86570
-0.43029,-2.13263,-1.03404,-0.38015,-1.00202,-0.68037,0.38440,-0.00520
-0.34495,-2.13263,-0.92011,-0.38966,-0.56086,-0.29804,-0.14987,0.39844
-0.25961,-2.13263,-0.83800,-0.44115,-0.92465,0.73900,0.57033,2.60102
-0.17427,-2.13263,-0.92011,-0.49739,0.11336,0.36025,1.78015,2.51562
-0.08892,-2.13263,-1.03404,-0.54096,0.12705,0.12568,-0.08785,0.98041
-0.00358,-2.13263,-1.09146,-0.57343,1.36590,-0.03170,-0.12636,-0.00314
-0.60097,-2.04835,-1.23009,-0.56789,1.64146,-0.69432,0.30111,-0.20117
-0.51563,-2.04835,-1.09146,1.20413,0.07091,-0.35926,-0.84510,-0.02604
-0.43029,-2.04835,-0.95284,-0.31520,0.98847,0.68202,0.41355,-0.03399
-0.34495,-2.04835,-0.83800,-0.35401,-0.93101,-0.95813,-1.83488,0.04622
-0.25961,-2.04835,-0.73027,-0.46808,-0.61126,-0.58747,-1.36627,-0.56019
-0.17427,-2.04835,-0.81422,-0.45541,-0.85359,-0.22831,-1.70000,1.33650
-0.08892,-2.04835,-0.95284,-0.50293,0.16501,0.29648,-0.90391,0.40421
-0.00358,-2.04835,-1.09146,-0.57502,2.06926,0.01932,-1.18258,-0.84250
-0.68631,-1.96407,-1.23009,-0.57423,2.23898,-0.97925,-0.33686,-0.26068
-0.60097,-1.96407,-1.09146,0.00879,0.57717,0.20633,-0.39762,-1.34931
-0.51563,-1.96407,-1.03404,0.12840,-0.75769,-0.24778,0.46266,0.12700
-0.43029,-1.96407,-0.92011,0.05869,-1.17640,-0.63099,0.10739,0.46002
-0.34495,-1.96407,-0.79172,0.28762,-0.96309,-0.98550,-0.33219,0.28252
-0.25961,-1.96407,-0.67559,-0.36193,0.09534,-0.27967,2.19537,1.93521
-0.17427,-1.96407,-0.81422,-0.29777,-0.62801,-0.54329,-1.35565,-0.35447
-0.08892,-1.96407,-0.95284,-0.50135,0.38860,-0.07790,-0.54284,-0.04372
-0.00358,-1.96407,-1.09146,-0.57185,1.94536,-0.26899,-0.19271,0.17884
-0.68631,-1.87979,-1.09146,-0.27955,3.29289,-0.62063,-1.02634,-0.53057
