Longitude,Latitude,Elevation (m),Distance (m),L-CV,L-Skew,L-kurtosis,,,,,,,,,,,Longitude,Latitude,Elevation (m),Distance (m),L-CV,L-Skew,L-kurtosis
74,25.25,555,335724.4112,0.237457183,0.265383818,0.218367319,,,,,,,,,,,-0.928431763,0.301361911,-0.144390611,-0.404343924,-0.198046481,0.338635518,0.362252827
74.25,25.25,500,348141.9297,0.238490822,0.212079109,0.132071868,,,,,,,,,,,-0.88551409,0.301361911,-0.188412307,-0.373315629,-0.185612377,-0.46312308,-1.015133899
74.5,25.25,444,362268.8085,0.257046657,0.292867202,0.223796054,,,,,,,,,,,-0.842596418,0.301361911,-0.233234396,-0.338016066,0.037604036,0.752014371,0.448902441
74.75,25.25,386,377913.4699,0.250713483,0.223599934,0.190816185,,,,,,,,,,,-0.799678745,0.301361911,-0.279657275,-0.298923941,-0.038580538,-0.289837818,-0.077498815
75,25.25,358,394895.4918,0.298008778,0.280467939,0.172337824,,,,,,,,,,,-0.756761072,0.301361911,-0.30206832,-0.256490084,0.530355653,0.565516481,-0.372437295
75.25,25.25,437,413050.0062,0.302630447,0.337557823,0.20591357,,,,,,,,,,,-0.7138434,0.301361911,-0.238837158,-0.211126459,0.58595177,1.424208072,0.163474927
75.5,25.25,323,432229.2623,0.246564872,0.232494147,0.194931072,,,,,,,,,,,-0.670925727,0.301361911,-0.330082126,-0.16320226,-0.088486029,-0.156059548,-0.01181991
75.75,25.25,260,452302.945,0.237809842,0.221279135,0.132077917,,,,,,,,,,,-0.628008055,0.301361911,-0.380506977,-0.11304311,-0.193804189,-0.324745063,-1.015037349
76,25.25,229,473157.2471,0.263854217,0.266459647,0.189414269,,,,,,,,,,,-0.585090382,0.301361911,-0.405319205,-0.060933387,0.11949521,0.354817112,-0.099875203
76.25,25.25,229,494693.3855,0.25201664,0.207967001,0.16031605,,,,,,,,,,,-0.542172709,0.301361911,-0.405319205,-0.007119923,-0.022904281,-0.524973487,-0.564320317
76.5,25.25,242,516826.2499,0.25992912,0.213765575,0.150012971,,,,,,,,,,,-0.499255037,0.301361911,-0.394914077,0.04818461,0.072278468,-0.437756867,-0.728770749
76.75,25.25,272,539482.2829,0.256437521,0.227424214,0.152693596,,,,,,,,,,,-0.456337364,0.301361911,-0.370902244,0.104796412,0.030276467,-0.232316645,-0.685984516
77,25.25,422,562598.3144,0.259017804,0.215842692,0.206137454,,,,,,,,,,,-0.413419691,0.301361911,-0.250843075,0.162557636,0.061315842,-0.406514854,0.167048404
77.25,25.25,304,586119.9181,0.249391595,0.271750671,0.185261424,,,,,,,,,,,-0.370502019,0.301361911,-0.345289621,0.221332284,-0.054482118,0.434399649,-0.166159966
77.5,25.25,462,610000.2464,0.230595284,0.227094819,0.195187519,,,,,,,,,,,-0.327584346,0.301361911,-0.218827296,0.281003296,-0.280591323,-0.23727109,-0.007726685
77.75,25.25,455,634198.7049,0.204842313,0.177790735,0.181339914,,,,,,,,,,,-0.284666673,0.301361911,-0.224430057,0.341469236,-0.590385294,-0.978856103,-0.228752325
78,25.25,377,658680.2638,0.230772779,0.208161071,0.159360695,,,,,,,,,,,-0.241749001,0.301361911,-0.286860825,0.402642574,-0.278456157,-0.522054472,-0.579569015
78.25,25.25,344,683414.5038,0.227474418,0.222230429,0.188017446,,,,,,,,,,,-0.198831328,0.301361911,-0.313273842,0.464447299,-0.318133612,-0.310436606,-0.1221703
78.5,25.25,278,708374.9273,0.266371334,0.221596816,0.189083827,,,,,,,,,,,-0.155913655,0.301361911,-0.366099877,0.526817201,0.149774733,-0.319966808,-0.105149483
78.75,25.25,270,733538.4285,0.249954688,0.12169976,0.101401875,,,,,,,,,,,-0.112995983,0.301361911,-0.372503033,0.589694543,-0.047708421,-1.822523057,-1.504666554
79,25.25,230,758884.8691,0.22474955,0.134062784,0.121695825,,,,,,,,,,,-0.07007831,0.301361911,-0.404518811,0.653029006,-0.350912264,-1.63657024,-1.180748931
79.25,25.25,194,784396.4958,0.224507005,0.110658284,0.126417938,,,,,,,,,,,-0.027160637,0.301361911,-0.433333012,0.716776227,-0.353829946,-1.98859841,-1.105377915
79.5,25.25,203,810057.7279,0.213588326,0.10041886,0.10736058,,,,,,,,,,,0.015757035,0.301361911,-0.426129461,0.780897276,-0.485175604,-2.14261006,-1.409557935
79.75,25.25,225,825164.965,0.210603589,0.161560792,0.135074711,,,,,,,,,,,0.058674708,0.301361911,-0.408520783,0.818646511,-0.521080336,-1.222971428,-0.967204651
80,25.25,186,805757.75,0.224725732,0.191593553,0.17659061,,,,,,,,,,,0.101592381,0.301361911,-0.439736167,0.770152699,-0.351198781,-0.771247278,-0.304557344
80.25,25.25,144,786853.1415,0.228588612,0.201000869,0.156399133,,,,,,,,,,,0.144510053,0.301361911,-0.473352735,0.722914775,-0.304730476,-0.629751402,-0.626839365
80.5,25.25,140,768488.2362,0.214988225,0.136750764,0.232194824,,,,,,,,,,,0.187427726,0.301361911,-0.476554312,0.677025436,-0.468335595,-1.596140209,0.582957645
80.75,25.25,133,750702.6215,0.212615899,0.196815352,0.140621923,,,,,,,,,,,0.230345399,0.301361911,-0.482157074,0.6325836,-0.496873362,-0.692705957,-0.878663991
81,25.25,127,733538.4285,0.223927874,0.254614801,0.220416296,,,,,,,,,,,0.273263071,0.301361911,-0.48695944,0.589694543,-0.360796571,0.176658234,0.394957143
81.25,25.25,118,717040.3853,0.219956933,0.242309881,0.208534067,,,,,,,,,,,0.316180744,0.301361911,-0.49416299,0.548470029,-0.408564791,-0.008420638,0.205301439
81.5,25.25,139,701255.3925,0.229071922,0.194237505,0.171541317,,,,,,,,,,,0.359098417,0.301361911,-0.477354707,0.509027251,-0.298916524,-0.731479473,-0.385150574
81.75,25.25,97,686232.6828,0.232764475,0.250551191,0.229387293,,,,,,,,,,,0.402016089,0.301361911,-0.510971274,0.471489229,-0.254497158,0.115537288,0.538145829
82,25.25,96,672023.4495,0.230300985,0.217337251,0.166176714,,,,,,,,,,,0.444933762,0.301361911,-0.511771669,0.435983883,-0.284131577,-0.384035123,-0.470776559
82.25,25.25,74,651017.5281,0.253312621,0.263226638,0.184901396,,,,,,,,,,,0.487851434,0.301361911,-0.529380347,0.3834953,-0.007314348,0.306189274,-0.171906478
82.5,25.25,87,629923.8467,0.241878431,0.238136334,0.180982476,,,,,,,,,,,0.530769107,0.301361911,-0.518975219,0.330787427,-0.144861318,-0.071195152,-0.234457497
82.75,25.25,87,609367.1657,0.227667385,0.299188138,0.226880586,,,,,,,,,,,0.57368678,0.301361911,-0.518975219,0.279421384,-0.315812326,0.847087862,0.498135551
83,25.25,79,589403.554,0.210321791,0.243149,0.17138705,,,,,,,,,,,0.616604452,0.301361911,-0.525378374,0.229537275,-0.52447021,0.00420059,-0.387612874
83.25,25.25,77,570095.387,0.181920141,0.215097639,0.152729048,,,,,,,,,,,0.659522125,0.301361911,-0.526979163,0.181290959,-0.866126321,-0.417721231,-0.685418657
83.5,25.25,72,550109.9943,0.194462112,0.200212995,0.168889943,,,,,,,,,,,0.702439798,0.301361911,-0.530981136,0.131352424,-0.71525336,-0.641601851,-0.427469924
83.75,25.25,76,530826.8941,0.218525743,0.250859725,0.16905042,,,,,,,,,,,0.74535747,0.301361911,-0.527779558,0.083168744,-0.425781213,0.120177962,-0.424908504
84,25.25,81,512325.4731,0.208311992,0.22903154,0.134805853,,,,,,,,,,,0.788275143,0.301361911,-0.523777586,0.036938286,-0.548646978,-0.20814078,-0.971495971
84.25,25.25,88,494693.3855,0.214277475,0.21228225,0.212769344,,,,,,,,,,,0.831192816,0.301361911,-0.518174824,-0.007119923,-0.476885523,-0.460067627,0.272901924
84.5,25.25,85,473157.2471,0.26443022,0.259141886,0.182109628,,,,,,,,,,,0.874110488,0.301361911,-0.520576008,-0.060933387,0.126424207,0.24475033,-0.216466697
84.75,25.25,70,452302.945,0.247204737,0.266615493,0.215346464,,,,,,,,,,,0.917028161,0.301361911,-0.532581925,-0.11304311,-0.080788808,0.357161199,0.314036084
85,25.25,64,432229.2623,0.243723083,0.308147613,0.219514537,,,,,,,,,,,0.959945834,0.301361911,-0.537384291,-0.16320226,-0.122671176,0.981847741,0.380563906
85.25,25.25,61,413050.0062,0.214812732,0.203028032,0.173448428,,,,,,,,,,,1.002863506,0.301361911,-0.539785475,-0.211126459,-0.470446678,-0.599260749,-0.354710622
85.5,25.25,53,394895.4918,0.244700372,0.228848762,0.190004844,,,,,,,,,,,1.045781179,0.301361911,-0.54618863,-0.256490084,-0.110914931,-0.210889952,-0.090448864
85.75,25.25,47,377913.4699,0.228702567,0.211124727,0.166449668,,,,,,,,,,,1.088698852,0.301361911,-0.550990997,-0.298923941,-0.30335966,-0.477477984,-0.466419861
86,25.25,43,362268.8085,0.220328013,0.204481093,0.133117986,,,,,,,,,,,1.131616524,0.301361911,-0.554192575,-0.338016066,-0.404100904,-0.577405191,-0.998436506
86.25,25.25,47,348141.9297,0.242116347,0.166458448,0.095440247,,,,,,,,,,,1.174534197,0.301361911,-0.550990997,-0.373315629,-0.14199932,-1.149305557,-1.599821827
86.5,25.25,104,335724.4112,0.252466435,0.221632024,0.138271577,,,,,,,,,,,1.21745187,0.301361911,-0.505368513,-0.404343924,-0.017493497,-0.319437243,-0.916178545
86.75,25.25,39,325212.1499,0.230244453,0.242374938,0.175521589,,,,,,,,,,,1.260369542,0.301361911,-0.557394153,-0.430611456,-0.284811626,-0.007442112,-0.321620298
87,25.25,54,316794.895,0.242781045,0.239156934,0.128885514,,,,,,,,,,,1.303287215,0.301361911,-0.545388236,-0.451644086,-0.134003371,-0.05584426,-1.065992219
87.25,25.25,39,310642.9466,0.221641332,0.287585969,0.169329852,,,,,,,,,,,1.346204888,0.301361911,-0.557394153,-0.467016278,-0.388302404,0.6725791,-0.420448408
87.5,25.25,46,306892.582,0.250374563,0.361362871,0.280452375,,,,,,,,,,,1.38912256,0.301361911,-0.551791392,-0.476387508,-0.042657558,1.782260902,1.353210415
87.75,25.25,29,305632.25,0.251773208,0.376831527,0.275467238,,,,,,,,,,,1.432040233,0.301361911,-0.565398097,-0.479536765,-0.025832633,2.014925674,1.273641197
88,25.25,26,305632.25,0.235241041,0.290321551,0.169655906,,,,,,,,,,,1.474957906,0.301361911,-0.567799281,-0.479536765,-0.224705441,0.713725116,-0.415244166
88.25,25.25,35,306892.582,0.23142506,0.315553051,0.234536233,,,,,,,,,,,1.517875578,0.301361911,-0.560595731,-0.476387508,-0.270609578,1.093233277,0.620329553
92.25,25.25,559,491562.4288,0.218343929,0.337160572,0.260316893,,,,,,,,,,,2.204558341,0.301361911,-0.141189034,-0.014943407,-0.427968335,1.418233001,1.031822146
92.5,25.25,1096,512325.4731,0.17991261,0.237938109,0.168750152,,,,,,,,,,,2.247476013,0.301361911,0.288622792,0.036938286,-0.890275806,-0.074176663,-0.429701168
92.75,25.25,1209,533727.6396,0.181673407,0.186123998,0.122689352,,,,,,,,,,,2.290393686,0.301361911,0.379067366,0.090416987,-0.869094394,-0.853515108,-1.164890958
93,25.25,343,555695,0.226826342,0.35163786,0.270072305,,,,,,,,,,,2.333311359,0.301361911,-0.314074237,0.145307967,-0.325929607,1.635986561,1.187531107
93.25,25.25,670,578163.218,0.227824708,0.445506571,0.330295397,,,,,,,,,,,2.376229031,0.301361911,-0.052345248,0.201450466,-0.313919817,3.047870194,2.148769347
93.5,25.25,1681,601076.0659,0.194061112,0.28221292,0.244630567,,,,,,,,,,,2.419146704,0.301361911,0.756853551,0.258703984,-0.720077167,0.591762821,0.781448147
93.75,25.25,1182,624384.5759,0.204381907,0.267635674,0.255023466,,,,,,,,,,,2.462064377,0.301361911,0.357456715,0.316946164,-0.595923723,0.372505789,0.947332222
94,25.25,1182,648046.1399,0.199508514,0.271076816,0.27800631,,,,,,,,,,,2.504982049,0.301361911,0.357456715,0.376070538,-0.65454794,0.424264165,1.314168062
94.25,25.25,1026,672023.4495,0.202036128,0.309067146,0.298838616,,,,,,,,,,,2.547899722,0.301361911,0.232595179,0.435983883,-0.624142144,0.995678479,1.646678541
94.5,25.25,1522,696283.8593,0.207610171,0.323273134,0.279430984,,,,,,,,,,,2.590817395,0.301361911,0.629590832,0.496604624,-0.557089496,1.209351403,1.336907697
70.75,25.5,166,251601.6248,0.347925936,0.295245993,0.236451435,,,,,,,,,,,-1.486361508,0.343503415,-0.455744056,-0.614545883,1.130831402,0.787793876,0.650898648
71,25.5,210,256162.7366,0.348386437,0.268951294,0.240553487,,,,,,,,,,,-1.443443835,0.343503415,-0.4205267,-0.603148797,1.136370974,0.39229409,0.71637269
71.25,25.5,180,263589.2726,0.336935943,0.337275697,0.229448739,,,,,,,,,,,-1.400526162,0.343503415,-0.444538534,-0.584591728,0.998627876,1.419964602,0.539126586
71.5,25.5,105,273648.054,0.332096332,0.338509441,0.214159436,,,,,,,,,,,-1.35760849,0.343503415,-0.504568118,-0.55945733,0.940410038,1.438521403,0.295089586
71.75,25.5,77,286061.5183,0.290764167,0.295501041,0.230614834,,,,,,,,,,,-1.314690817,0.343503415,-0.526979163,-0.528439164,0.443206997,0.791630065,0.557738966
72,25.5,95,300538.0329,0.308893444,0.2821118,0.167436931,,,,,,,,,,,-1.271773144,0.343503415,-0.512572063,-0.492265948,0.661292153,0.590241871,-0.45066187
72.25,25.5,190,316794.895,0.286278895,0.229386569,0.112714739,,,,,,,,,,,-1.228855472,0.343503415,-0.436534589,-0.451644086,0.38925166,-0.202800772,-1.32409865
72.5,25.5,153,333417,0.311516246,0.283445515,0.167056682,,,,,,,,,,,-1.185937799,0.343503415,-0.466149184,-0.410109572,0.692843008,0.61030234,-0.456731134
72.75,25.5,167,333417,0.305582271,0.285586877,0.155175623,,,,,,,,,,,-1.143020126,0.343503415,-0.454943662,-0.410109572,0.621460577,0.642510665,-0.646368163
73,25.5,206,334572.6929,0.312062572,0.202181098,0.14738685,,,,,,,,,,,-1.100102454,0.343503415,-0.423728278,-0.407221783,0.699415007,-0.611999523,-0.770687028
73.25,25.5,239,338016.0829,0.287699223,0.256841083,0.133627354,,,,,,,,,,,-1.057184781,0.343503415,-0.397315261,-0.398617606,0.406337419,0.210143845,-0.990306335
73.5,25.5,284,343678.382,0.281428662,0.29519376,0.164111426,,,,,,,,,,,-1.014267108,0.343503415,-0.36129751,-0.384468926,0.330906045,0.787008237,-0.50374122
73.75,25.5,338,351452.3811,0.284231811,0.245106828,0.111509371,,,,,,,,,,,-0.971349436,0.343503415,-0.318076209,-0.365043632,0.364626374,0.033648372,-1.343337878
74,25.5,613,361201.75,0.246057968,0.268296299,0.168399601,,,,,,,,,,,-0.928431763,0.343503415,-0.097967733,-0.34068238,-0.094583803,0.38244228,-0.435296415
74.25,25.5,519,372771.5307,0.235243208,0.234340655,0.185754321,,,,,,,,,,,-0.88551409,0.343503415,-0.173204812,-0.31177237,-0.224679373,-0.128286135,-0.158292694
74.5,25.5,462,385998.0739,0.235548615,0.215923575,0.220552006,,,,,,,,,,,-0.842596418,0.343503415,-0.218827296,-0.278722522,-0.221005496,-0.405298289,0.39712325
74.75,25.5,403,400717.3596,0.227212029,0.196218169,0.171441599,,,,,,,,,,,-0.799678745,0.343503415,-0.266050569,-0.241942682,-0.321290006,-0.701688214,-0.386742202
75,25.5,357,416771.25,0.238011353,0.233853631,0.207858396,,,,,,,,,,,-0.756761072,0.343503415,-0.302868714,-0.201827995,-0.191380123,-0.135611486,0.194516858
75.25,25.5,372,434011.6766,0.257312939,0.220645743,0.168114364,,,,,,,,,,,-0.7138434,0.343503415,-0.290862798,-0.158748449,0.040807261,-0.334271941,-0.439849165
75.5,25.5,296,452302.945,0.246445289,0.290591523,0.207642073,,,,,,,,,,,-0.670925727,0.343503415,-0.351692777,-0.11304311,-0.089924546,0.717785777,0.191064064
75.75,25.5,382,471522.822,0.251698116,0.26295967,0.213762112,,,,,,,,,,,-0.628008055,0.343503415,-0.282858853,-0.065017409,-0.026735948,0.302173796,0.288747782
76,25.5,219,491562.4288,0.261378111,0.215404484,0.192219046,,,,,,,,,,,-0.585090382,0.343503415,-0.41332315,-0.014943407,0.089709027,-0.413105961,-0.055107343
76.25,25.5,213,512325.4731,0.259286409,0.153360865,0.206095345,,,,,,,,,,,-0.542172709,0.343503415,-0.418125517,0.036938286,0.064547011,-1.34630691,0.16637629
76.5,25.5,229,533727.6396,0.244002122,0.148570913,0.147517579,,,,,,,,,,,-0.499255037,0.343503415,-0.405319205,0.090416987,-0.119314492,-1.4183528,-0.768600425
76.75,25.5,262,555695,0.231546224,0.216677449,0.206858222,,,,,,,,,,,-0.456337364,0.343503415,-0.378906188,0.145307967,-0.269152042,-0.393959235,0.178552791
77,25.5,446,578163.218,0.234248603,0.262281846,0.236372119,,,,,,,,,,,-0.413419691,0.343503415,-0.231633608,0.201450466,-0.23664392,0.291978613,0.649632662
77.25,25.5,344,601076.0659,0.251696477,0.266439667,0.158759341,,,,,,,,,,,-0.370502019,0.343503415,-0.313273842,0.258703984,-0.026755665,0.354516592,-0.589167401
77.5,25.5,475,624384.5759,0.239788085,0.298802694,0.194954864,,,,,,,,,,,-0.327584346,0.343503415,-0.208422168,0.316946164,-0.170007022,0.841290381,-0.011440159
77.75,25.5,381,648046.1399,0.2138153,0.245243869,0.198146953,,,,,,,,,,,-0.284666673,0.343503415,-0.283659247,0.376070538,-0.482445232,0.035709612,0.0395097
78,25.5,292,672023.4495,0.22699188,0.226333148,0.189832603,,,,,,,,,,,-0.241749001,0.343503415,-0.354894354,0.435983883,-0.323938277,-0.248727419,-0.093198052
78.25,25.5,271,696283.8593,0.248403028,0.194094301,0.129670137,,,,,,,,,,,-0.198831328,0.343503415,-0.371702638,0.496604624,-0.066374031,-0.733633411,-1.053468624
78.5,25.5,244,720798.7522,0.256333287,0.260819128,0.208191753,,,,,,,,,,,-0.155913655,0.343503415,-0.393313288,0.557861255,0.02902259,0.269977804,0.199837666
78.75,25.5,204,745543.0613,0.231287168,0.110642123,0.080910711,,,,,,,,,,,-0.112995983,0.343503415,-0.425329067,0.61969114,-0.272268342,-1.988841488,-1.831731966
79,25.5,208,770494.6876,0.257646185,0.345172271,0.271314787,,,,,,,,,,,-0.07007831,0.343503415,-0.422127489,0.68203906,0.044816025,1.538737337,1.207362722
79.25,25.5,171,795634.182,0.251034506,0.321302858,0.276936119,,,,,,,,,,,-0.027160637,0.343503415,-0.451742084,0.744856415,-0.034718809,1.17971639,1.297086433
79.5,25.5,166,820944.1619,0.216377111,0.20212944,0.164834679,,,,,,,,,,,0.015757035,0.343503415,-0.455744056,0.808099772,-0.451628066,-0.612776513,-0.492197169
79.75,25.5,164,845040.1807,0.225385933,0.226400244,0.195097471,,,,,,,,,,,0.058674708,0.343503415,-0.457344845,0.868309741,-0.343256929,-0.247718225,-0.009163967
80,25.5,137,826100.0124,0.219070154,0.243997406,0.175261923,,,,,,,,,,,0.101592381,0.343503415,-0.478955496,0.820982962,-0.419232251,0.016961504,-0.325764902
80.25,25.5,115,807671.6718,0.20308635,0.210486268,0.190564505,,,,,,,,,,,0.144510053,0.343503415,-0.496564174,0.774935114,-0.611508556,-0.487081076,-0.081515952
80.5,25.5,117,789790.9837,0.225198101,0.157953113,0.133427625,,,,,,,,,,,0.187427726,0.343503415,-0.494963385,0.730255713,-0.345516444,-1.277234695,-0.993494268
80.75,25.5,117,772495.9986,0.209772991,0.164085683,0.202615416,,,,,,,,,,,0.230345399,0.343503415,-0.494963385,0.687039839,-0.53107197,-1.184994425,0.110832134
81,25.5,105,755826.9398,0.242019578,0.200454982,0.159767486,,,,,,,,,,,0.273263071,0.343503415,-0.504568118,0.645388,-0.143163397,-0.637962113,-0.573076106
81.25,25.5,117,739826.0446,0.236526548,0.177480873,0.148376305,,,,,,,,,,,0.316180744,0.343503415,-0.494963385,0.605405735,-0.209241504,-0.983516752,-0.75489405
81.5,25.5,103,724537.6169,0.215623467,0.245808685,0.215086213,,,,,,,,,,,0.359098417,0.343503415,-0.506168907,0.56720375,-0.460693985,0.044205035,0.309882142
81.75,25.5,90,710007.7626,0.238458873,0.216038157,0.154769691,,,,,,,,,,,0.402016089,0.343503415,-0.516574035,0.530897251,-0.185996705,-0.403574856,-0.652847362
82,25.5,96,690158.8855,0.225247208,0.201636705,0.187965113,,,,,,,,,,,0.444933762,0.343503415,-0.511771669,0.481299835,-0.344925714,-0.620187763,-0.123005602
82.25,25.5,91,669145.3859,0.273968375,0.292374821,0.203479415,,,,,,,,,,,0.487851434,0.343503415,-0.515773641,0.428792316,0.241162926,0.744608445,0.124622673
82.5,25.5,88,648641.5411,0.235307313,0.276789719,0.198016557,,,,,,,,,,,0.530769107,0.343503415,-0.518174824,0.377558298,-0.223908226,0.510192204,0.037428411
82.75,25.5,85,628697.1137,0.241683206,0.27649446,0.182959082,,,,,,,,,,,0.57368678,0.343503415,-0.520576008,0.327722126,-0.147209766,0.505751199,-0.202908315
83,25.5,79,609367.1657,0.252327799,0.281808322,0.190898596,,,,,,,,,,,0.616604452,0.343503415,-0.525378374,0.279421384,-0.019161211,0.585677244,-0.076183429
83.25,25.5,74,589403.554,0.204612224,0.202236913,0.151127887,,,,,,,,,,,0.659522125,0.343503415,-0.529380347,0.229537275,-0.593153137,-0.611160007,-0.710975252
83.5,25.5,68,570095.387,0.248872102,0.199205763,0.199882675,,,,,,,,,,,0.702439798,0.343503415,-0.534182714,0.181290959,-0.060731331,-0.656751674,0.067214062
83.75,25.5,63,551511.5585,0.223766764,0.213958665,0.20165647,,,,,,,,,,,0.74535747,0.343503415,-0.538184686,0.134854585,-0.362734635,-0.434852591,0.095526119
84,25.5,63,533727.6396,0.200808451,0.149202259,0.140921414,,,,,,,,,,,0.788275143,0.343503415,-0.538184686,0.090416987,-0.638910418,-1.408856695,-0.873883728
84.25,25.5,71,512325.4731,0.228191157,0.200638412,0.180224095,,,,,,,,,,,0.831192816,0.343503415,-0.53178153,0.036938286,-0.309511639,-0.635203134,-0.246562236
84.5,25.5,70,491562.4288,0.253844077,0.207824349,0.124665908,,,,,,,,,,,0.874110488,0.343503415,-0.532581925,-0.014943407,-0.000921227,-0.527119123,-1.133342575
84.75,25.5,67,471522.822,0.235775748,0.209478912,0.180267244,,,,,,,,,,,0.917028161,0.343503415,-0.534983108,-0.065017409,-0.218273212,-0.502232764,-0.245873522
85,25.5,56,452302.945,0.217778274,0.219966458,0.210238792,,,,,,,,,,,0.959945834,0.343503415,-0.543787447,-0.11304311,-0.434772851,-0.344489099,0.23251105
85.25,25.5,49,434011.6766,0.201339328,0.144983633,0.148813907,,,,,,,,,,,1.002863506,0.343503415,-0.549390208,-0.158748449,-0.632524262,-1.472309244,-0.747909358
85.5,25.5,49,416771.25,0.240803028,0.270026306,0.201396039,,,,,,,,,,,1.045781179,0.343503415,-0.549390208,-0.201827995,-0.15779782,0.408463395,0.091369304
85.75,25.5,51,400717.3596,0.239600367,0.259055274,0.213062703,,,,,,,,,,,1.088698852,0.343503415,-0.547789419,-0.241942682,-0.172265165,0.243447594,0.277584312
86,25.5,42,385998.0739,0.217208782,0.225938175,0.125037857,,,,,,,,,,,1.131616524,0.343503415,-0.554992969,-0.278722522,-0.441623524,-0.254668226,-1.127405789
86.25,25.5,42,372771.5307,0.25072245,0.22061332,0.1724433,,,,,,,,,,,1.174534197,0.343503415,-0.554992969,-0.31177237,-0.03847267,-0.334759617,-0.370753762
86.5,25.5,39,361201.75,0.251152766,0.205722061,0.157490008,,,,,,,,,,,1.21745187,0.343503415,-0.557394153,-0.34068238,-0.033296207,-0.558739734,-0.609427593
86.75,25.5,34,351452.3811,0.248215335,0.292019939,0.21686593,,,,,,,,,,,1.260369542,0.343503415,-0.561396125,-0.365043632,-0.068631874,0.739270648,0.338288722
87,25.5,33,343678.382,0.209191425,0.175420453,0.179821382,,,,,,,,,,,1.303287215,0.343503415,-0.56219652,-0.384468926,-0.538067886,-1.014507624,-0.252990055
87.25,25.5,35,338016.0829,0.24952764,0.315398457,0.220033533,,,,,,,,,,,1.346204888,0.343503415,-0.560595731,-0.398617606,-0.052845572,1.090908021,0.388847752
87.5,25.5,31,334572.6929,0.251729412,0.313346257,0.22837274,,,,,,,,,,,1.38912256,0.343503415,-0.563797309,-0.407221783,-0.026359475,1.060040786,0.521952254
87.75,25.5,30,333417,0.249948576,0.318313495,0.278453802,,,,,,,,,,,1.432040233,0.343503415,-0.564597703,-0.410109572,-0.047781945,1.134753243,1.321310612
88,25.5,35,333417,0.240642873,0.292251536,0.196181598,,,,,,,,,,,1.474957906,0.343503415,-0.560595731,-0.410109572,-0.159724396,0.74275411,0.008140098
88.25,25.5,34,334572.6929,0.232196143,0.32415773,0.243596067,,,,,,,,,,,1.517875578,0.343503415,-0.561396125,-0.407221783,-0.261333877,1.222656652,0.764936192
88.5,25.5,30,333417,0.221604461,0.294957345,0.237658317,,,,,,,,,,,1.560793251,0.343503415,-0.564597703,-0.410109572,-0.388745942,0.783452308,0.670162042
89.75,25.5,18,361201.75,0.208727021,0.246892909,0.221771749,,,,,,,,,,,1.775381614,0.343503415,-0.574202437,-0.34068238,-0.543654409,0.060512899,0.416591922
90,25.5,104,372771.5307,0.242080313,0.252672064,0.204541947,,,,,,,,,,,1.818299287,0.343503415,-0.505368513,-0.31177237,-0.142432789,0.147437437,0.141582054
90.25,25.5,1205,385998.0739,0.257174954,0.32963536,0.215661723,,,,,,,,,,,1.861216959,0.343503415,0.375865788,-0.278722522,0.039147378,1.305045939,0.319068024
90.5,25.5,564,397817.091,0.295544771,0.353515227,0.197102034,,,,,,,,,,,1.904134632,0.343503415,-0.137187061,-0.249189733,0.500715014,1.664224125,0.022831444
90.75,25.5,320,410236.9147,0.399414989,0.419612219,0.16385075,,,,,,,,,,,1.947052305,0.343503415,-0.33248331,-0.218155677,1.750216177,2.658392045,-0.507901945
91,25.5,708,424115.8025,0.401651761,0.376714666,0.11309184,,,,,,,,,,,1.989969977,0.343503415,-0.021930259,-0.183475782,1.777123305,2.013167962,-1.318079631
91.25,25.5,1268,439315.4632,0.399500571,0.345983067,0.086593446,,,,,,,,,,,2.03288765,0.343503415,0.426290639,-0.145495603,1.751245681,1.550932558,-1.741028184
91.5,25.5,1585,455703.8063,0.260706658,0.367819665,0.254853657,,,,,,,,,,,2.075805323,0.343503415,0.680015683,-0.104545202,0.08163182,1.87937784,0.944621851
91.75,25.5,1724,473157.2471,0.350945783,0.432922488,0.28852417,,,,,,,,,,,2.118722995,0.343503415,0.791270513,-0.060933387,1.167158488,2.858592418,1.482046676
92,25.5,1586,491562.4288,0.314599173,0.419775308,0.295049319,,,,,,,,,,,2.161640668,0.343503415,0.680816077,-0.014943407,0.729928911,2.660845074,1.586196472
92.25,25.5,1304,510816.4347,0.273959505,0.392965848,0.301128813,,,,,,,,,,,2.204558341,0.343503415,0.455104839,0.033167574,0.241056225,2.257602744,1.68323304
92.5,25.5,1016,530826.8941,0.186627696,0.277796205,0.22085358,,,,,,,,,,,2.247476013,0.343503415,0.224591235,0.083168744,-0.809497043,0.525330806,0.40193676
92.75,25.5,513,551511.5585,0.202772816,0.274021781,0.204538724,,,,,,,,,,,2.290393686,0.343503415,-0.178007179,0.134854585,-0.615280196,0.46855952,0.141530611
93,25.5,223,572797.2946,0.191342363,0.268023156,0.207597371,,,,,,,,,,,2.333311359,0.343503415,-0.410121572,0.188042355,-0.752782211,0.378333923,0.190350563
93.25,25.5,321,594619.6071,0.172892635,0.245741393,0.168672375,,,,,,,,,,,2.376229031,0.343503415,-0.331682915,0.242570897,-0.974722215,0.043192893,-0.43094259
93.5,25.5,491,616921.5791,0.195756812,0.348815781,0.25212406,,,,,,,,,,,2.419146704,0.343503415,-0.195615857,0.298297988,-0.699678836,1.59353954,0.901053962
