Longitude,Latitude,Elevation (m),Distance (m),L-CV,L-Skew,L-kurtosis,,,,,,,,,,,Longitude,Latitude,Elevation (m),Distance (m),L-CV,L-Skew,L-kurtosis
82.5,18,1127,55569.5,0.266809217,0.368586677,0.270292151,,,,,,,,,,,0.530769107,-0.920741705,0.31343502,-1.104381496,0.155042223,1.890914503,1.191040133
82.75,18,600,39293.5696,0.269655692,0.313509794,0.19334449,,,,,,,,,,,0.57368678,-0.920741705,-0.108372861,-1.145051006,0.18928374,1.062500553,-0.037143805
83,18,100,27784.75,0.270221379,0.331541628,0.228871256,,,,,,,,,,,0.616604452,-0.920741705,-0.508570091,-1.173808689,0.196088641,1.333718204,0.529909212
83.25,18,40,0,0.261837555,0.309106384,0.202232049,,,,,,,,,,,0.659522125,-0.920741705,-0.556593758,-1.243235881,0.095235884,0.99626866,0.104713102
83.5,18,33,0,0.257698436,0.278349844,0.172991185,,,,,,,,,,,0.702439798,-0.920741705,-0.56219652,-1.243235881,0.045444576,0.533658116,-0.36200881
73.25,18.25,15,27784.75,0.14538643,0.189336104,0.16130141,,,,,,,,,,,-1.057184781,-0.878600201,-0.57660362,-1.173808689,-1.305606619,-0.805201673,-0.5485927
73.5,18.25,634,55569.5,0.182116531,0.177017498,0.183989421,,,,,,,,,,,-1.014267108,-0.878600201,-0.081159449,-1.104381496,-0.863763858,-0.990486396,-0.186462775
73.75,18.25,716,78587.13921,0.240393462,0.284498078,0.189065863,,,,,,,,,,,-0.971349436,-0.878600201,-0.015527103,-1.04686613,-0.162724672,0.626133989,-0.105436212
74,18.25,810,100179.3399,0.269556721,0.285663623,0.229852644,,,,,,,,,,,-0.928431763,-0.878600201,0.059709976,-0.992912581,0.188093173,0.643665005,0.545573431
74.25,18.25,667,124257.1813,0.263449504,0.303279579,0.212093131,,,,,,,,,,,-0.88551409,-0.878600201,-0.054746432,-0.932748033,0.114626737,0.908627416,0.262108692
74.5,18.25,590,149625.4559,0.258327416,0.254028411,0.197016239,,,,,,,,,,,-0.842596418,-0.878600201,-0.116376805,-0.869359013,0.053010857,0.167838315,0.021462046
74.75,18.25,528,175726.1906,0.235427979,0.185658796,0.134710002,,,,,,,,,,,-0.799678745,-0.878600201,-0.166001262,-0.804139757,-0.222456681,-0.860512233,-0.973025877
75,18.25,493,202276.0331,0.215277788,0.145843663,0.149613497,,,,,,,,,,,-0.756761072,-0.878600201,-0.194015068,-0.737798291,-0.464852312,-1.459373493,-0.73514687
75.25,18.25,567,229118.9125,0.218085894,0.167082157,0.144377255,,,,,,,,,,,-0.7138434,-0.878600201,-0.134785878,-0.6707246,-0.431072353,-1.139924321,-0.818724047
75.5,18.25,503,256162.7366,0.213559211,0.122652167,0.135259761,,,,,,,,,,,-0.670925727,-0.878600201,-0.186011123,-0.603148797,-0.485525841,-1.808197859,-0.964251014
75.75,18.25,546,283349.9656,0.199406026,0.207125857,0.174841341,,,,,,,,,,,-0.628008055,-0.878600201,-0.151594161,-0.535214662,-0.655780814,-0.537625173,-0.332477934
76,18.25,702,310642.9466,0.20853178,0.249073633,0.171071414,,,,,,,,,,,-0.585090382,-0.878600201,-0.026732626,-0.467016278,-0.54600305,0.09331327,-0.392650832
76.25,18.25,647,338016.0829,0.199376793,0.21927522,0.162033425,,,,,,,,,,,-0.542172709,-0.878600201,-0.070754321,-0.398617606,-0.656132471,-0.354886041,-0.536908796
76.5,18.25,638,365451.3295,0.204923018,0.203982716,0.152944476,,,,,,,,,,,-0.499255037,-0.878600201,-0.077957871,-0.330063736,-0.589414457,-0.584901303,-0.681980148
76.75,18.25,594,392935.7027,0.229341856,0.182433746,0.112941669,,,,,,,,,,,-0.456337364,-0.878600201,-0.113175227,-0.26138711,-0.295669368,-0.909020359,-1.320476554
77,18.25,641,420459.5573,0.217645938,0.182022533,0.150946636,,,,,,,,,,,-0.413419691,-0.878600201,-0.075556688,-0.192611831,-0.43636478,-0.915205433,-0.713868252
77.25,18.25,567,413050.0062,0.207372282,0.175455686,0.162645623,,,,,,,,,,,-0.370502019,-0.878600201,-0.134785878,-0.211126459,-0.559951169,-1.013977683,-0.527137326
77.5,18.25,502,392935.7027,0.22457383,0.245763371,0.149885981,,,,,,,,,,,-0.327584346,-0.878600201,-0.186811518,-0.26138711,-0.353026078,0.043523465,-0.730797674
77.75,18.25,453,373805.5731,0.232360756,0.2899164,0.206522228,,,,,,,,,,,-0.284666673,-0.878600201,-0.226030846,-0.309188555,-0.259353674,0.707631221,0.173189893
78,18.25,432,353642.143,0.243506162,0.244628103,0.15668078,,,,,,,,,,,-0.241749001,-0.878600201,-0.24283913,-0.359571961,-0.125280616,0.026447847,-0.622343916
78.25,18.25,569,334572.6929,0.238863578,0.268010392,0.157707529,,,,,,,,,,,-0.198831328,-0.878600201,-0.133185089,-0.407221783,-0.181128328,0.378141939,-0.605955677
78.5,18.25,491,316794.895,0.233501999,0.292907899,0.214074206,,,,,,,,,,,-0.155913655,-0.878600201,-0.195615857,-0.451644086,-0.245625153,0.752626496,0.293729205
78.75,18.25,429,300538.0329,0.225388715,0.225948635,0.171212237,,,,,,,,,,,-0.112995983,-0.878600201,-0.245240313,-0.492265948,-0.343223463,-0.254510897,-0.390403115
79,18.25,347,286061.5183,0.229762623,0.249882381,0.177644169,,,,,,,,,,,-0.07007831,-0.878600201,-0.310872659,-0.528439164,-0.290607774,0.105477686,-0.287741183
79.25,18.25,291,273648.054,0.246904612,0.294630673,0.190957885,,,,,,,,,,,-0.027160637,-0.878600201,-0.355694749,-0.55945733,-0.084399145,0.77853882,-0.0752371
79.5,18.25,229,256162.7366,0.239273136,0.246702355,0.175317124,,,,,,,,,,,0.015757035,-0.878600201,-0.405319205,-0.603148797,-0.176201573,0.057646767,-0.324883823
79.75,18.25,217,239013.4618,0.250630138,0.218982323,0.151174721,,,,,,,,,,,0.058674708,-0.878600201,-0.414923939,-0.646000578,-0.039583132,-0.359291519,-0.710227721
80,18.25,215,224007.8165,0.241756163,0.357426732,0.241078796,,,,,,,,,,,0.101592381,-0.878600201,-0.416524728,-0.68349596,-0.146332134,1.723057253,0.724757299
80.25,18.25,151,211602.3544,0.257598866,0.267686131,0.179083704,,,,,,,,,,,0.144510053,-0.878600201,-0.467749973,-0.71449413,0.044246804,0.373264715,-0.264764347
80.5,18.25,86,202276.0331,0.254493229,0.299361815,0.151828443,,,,,,,,,,,0.187427726,-0.878600201,-0.519775613,-0.737798291,0.006887712,0.849700146,-0.699793474
80.75,18.25,148,196467.8513,0.26702531,0.266664858,0.120454048,,,,,,,,,,,0.230345399,-0.878600201,-0.470151157,-0.752311496,0.157641702,0.3579037,-1.200569294
81,18.25,131,177909.2088,0.248095075,0.272944526,0.138414219,,,,,,,,,,,0.273263071,-0.878600201,-0.483757863,-0.798684936,-0.070078535,0.452356478,-0.913901795
81.25,18.25,221,157174.2784,0.210209309,0.163150198,0.140527398,,,,,,,,,,,0.316180744,-0.878600201,-0.411722361,-0.850496379,-0.525823306,-1.199065098,-0.880172732
81.5,18.25,172,138923.75,0.209878611,0.16735476,0.11017863,,,,,,,,,,,0.359098417,-0.878600201,-0.45094169,-0.896099919,-0.52980142,-1.135824086,-1.364578221
81.75,18.25,346,117880.7055,0.236775729,0.266051461,0.195349397,,,,,,,,,,,0.402016089,-0.878600201,-0.311673054,-0.948681263,-0.206243995,0.348677567,-0.005142903
82,18.25,267,100179.3399,0.264227167,0.337158181,0.233878344,,,,,,,,,,,0.444933762,-0.878600201,-0.374904216,-0.992912581,0.123981592,1.418197038,0.609828796
82.25,18.25,835,87863.09528,0.267317622,0.417917872,0.293891846,,,,,,,,,,,0.487851434,-0.878600201,0.079719838,-1.023687819,0.161158053,2.632907293,1.56772171
82.5,18.25,995,78587.13921,0.263818739,0.359775971,0.259134153,,,,,,,,,,,0.530769107,-0.878600201,0.207782951,-1.04686613,0.11906843,1.758392266,1.01294409
82.75,18.25,1006,62128.59065,0.272391672,0.32038472,0.208346205,,,,,,,,,,,0.57368678,-0.878600201,0.21658729,-1.087991957,0.222196063,1.165906634,0.202302919
83,18.25,1009,39293.5696,0.280219351,0.348211765,0.230444267,,,,,,,,,,,0.616604452,-0.878600201,0.218988474,-1.145051006,0.316358704,1.584454508,0.555016497
83.25,18.25,484,27784.75,0.246218787,0.274016264,0.177481043,,,,,,,,,,,0.659522125,-0.878600201,-0.201218618,-1.173808689,-0.09264924,0.468476538,-0.290344884
83.5,18.25,75,0,0.245434503,0.235081574,0.127158075,,,,,,,,,,,0.702439798,-0.878600201,-0.528579952,-1.243235881,-0.102083742,-0.117141938,-1.093564374
83.75,18.25,25,0,0.233840348,0.22772071,0.199844563,,,,,,,,,,,0.74535747,-0.878600201,-0.568599675,-1.243235881,-0.241555002,-0.227857035,0.066605745
73,18.5,23,0,0.151334178,0.145864893,0.130949764,,,,,,,,,,,-1.100102454,-0.836458697,-0.570200464,-1.243235881,-1.234058506,-1.459054172,-1.033044126
73.25,18.5,108,27784.75,0.158409669,0.154287688,0.113059127,,,,,,,,,,,-1.057184781,-0.836458697,-0.502166935,-1.173808689,-1.148944271,-1.332366522,-1.318601773
73.5,18.5,629,55569.5,0.197000756,0.167783131,0.204595906,,,,,,,,,,,-1.014267108,-0.836458697,-0.085161421,-1.104381496,-0.684714879,-1.129380938,0.142443309
73.75,18.5,654,83354.25,0.247084586,0.237142768,0.162150579,,,,,,,,,,,-0.971349436,-0.836458697,-0.06515156,-1.034954304,-0.082234158,-0.086139424,-0.535038867
74,18.5,545,111139,0.257464494,0.401123983,0.29060573,,,,,,,,,,,-0.928431763,-0.836458697,-0.152394556,-0.965527111,0.042630383,2.380309631,1.515271059
74.25,18.5,543,138923.75,0.238585747,0.304570256,0.255160618,,,,,,,,,,,-0.88551409,-0.836458697,-0.153995345,-0.896099919,-0.184470481,0.928040548,0.949521345
74.5,18.5,513,162011.535,0.252610516,0.27361597,0.211555907,,,,,,,,,,,-0.842596418,-0.836458697,-0.178007179,-0.838409276,-0.015760282,0.462455698,0.253533904
74.75,18.5,515,186385.7653,0.201145604,0.168024021,0.158159825,,,,,,,,,,,-0.799678745,-0.836458697,-0.17640639,-0.777504126,-0.634854654,-1.125757701,-0.59873645
75,18.5,591,211602.3544,0.208469068,0.144664368,0.177729131,,,,,,,,,,,-0.756761072,-0.836458697,-0.115576411,-0.71449413,-0.546757441,-1.477111324,-0.28638508
75.25,18.5,521,237393.0009,0.202034333,0.224032102,0.206021243,,,,,,,,,,,-0.7138434,-0.836458697,-0.171604023,-0.650049707,-0.624163737,-0.283337559,0.165193527
75.5,18.5,586,263589.2726,0.213830744,0.213986592,0.188010668,,,,,,,,,,,-0.670925727,-0.836458697,-0.119578383,-0.584591728,-0.48225945,-0.43443254,-0.122278485
75.75,18.5,740,290081.3106,0.177428293,0.163002034,0.141753981,,,,,,,,,,,-0.628008055,-0.836458697,0.003682364,-0.518394701,-0.920160763,-1.20129364,-0.860594885
76,18.5,692,316794.895,0.178473754,0.167970918,0.177060496,,,,,,,,,,,-0.585090382,-0.836458697,-0.03473657,-0.451644086,-0.907584446,-1.126556425,-0.297057357
76.25,18.5,643,343678.382,0.208918459,0.269776741,0.214040725,,,,,,,,,,,-0.542172709,-0.836458697,-0.073955899,-0.384468926,-0.541351516,0.404709677,0.293194805
76.5,18.5,612,370694.8076,0.226548582,0.294022713,0.217346721,,,,,,,,,,,-0.499255037,-0.836458697,-0.098768127,-0.316961586,-0.329270906,0.769394465,0.345962766
76.75,18.5,640,397817.091,0.241122661,0.269922134,0.164453002,,,,,,,,,,,-0.456337364,-0.836458697,-0.076357082,-0.249189733,-0.153952812,0.406896539,-0.498289226
77,18.5,553,425024.9352,0.221311942,0.219841891,0.129070334,,,,,,,,,,,-0.413419691,-0.836458697,-0.1459914,-0.181204085,-0.392264783,-0.346362717,-1.063042254
77.25,18.5,493,432229.2623,0.22131115,0.247398279,0.167673628,,,,,,,,,,,-0.370502019,-0.836458697,-0.194015068,-0.16320226,-0.392274311,0.068114192,-0.44688388
77.5,18.5,382,413050.0062,0.228928921,0.267932795,0.208189305,,,,,,,,,,,-0.327584346,-0.836458697,-0.282858853,-0.211126459,-0.300636747,0.376974799,0.199798593
77.75,18.5,361,392935.7027,0.258290438,0.26303835,0.167261009,,,,,,,,,,,-0.284666673,-0.836458697,-0.299667137,-0.26138711,0.052566032,0.303357225,-0.453469812
78,18.5,454,373805.5731,0.241576827,0.280361908,0.157335952,,,,,,,,,,,-0.241749001,-0.836458697,-0.225230452,-0.309188555,-0.148489447,0.563921664,-0.611886525
78.25,18.5,464,355818.4176,0.254068477,0.264157611,0.159573746,,,,,,,,,,,-0.198831328,-0.836458697,-0.217226507,-0.354133991,0.001778181,0.320192082,-0.576168446
78.5,18.5,582,339156.0892,0.251185064,0.295478107,0.17358309,,,,,,,,,,,-0.155913655,-0.836458697,-0.122779961,-0.395769013,-0.03290768,0.791285114,-0.352561243
78.75,18.5,373,324023.07,0.257876172,0.272866595,0.181896314,,,,,,,,,,,-0.112995983,-0.836458697,-0.290062403,-0.433582671,0.047582642,0.451184314,-0.219871463
79,18.5,317,310642.9466,0.227937162,0.223156535,0.174215495,,,,,,,,,,,-0.07007831,-0.836458697,-0.334884493,-0.467016278,-0.312567058,-0.296507003,-0.342467243
79.25,18.5,259,295355.9498,0.257592086,0.281891532,0.188493067,,,,,,,,,,,-0.027160637,-0.836458697,-0.381307372,-0.505214688,0.044165244,0.586928809,-0.114578775
79.5,18.5,185,277847.5,0.268309889,0.319578398,0.211839542,,,,,,,,,,,0.015757035,-0.836458697,-0.440536562,-0.548963957,0.173094475,1.153778707,0.258061085
79.75,18.5,169,262120.802,0.227265635,0.309133302,0.207453404,,,,,,,,,,,0.058674708,-0.836458697,-0.453342873,-0.588261071,-0.320645156,0.996673534,0.188052664
80,18.5,165,248514.3626,0.247971257,0.303154919,0.245819506,,,,,,,,,,,0.101592381,-0.836458697,-0.456544451,-0.622260185,-0.071567997,0.906752399,0.800425147
80.25,18.5,160,237393.0009,0.260807604,0.317764583,0.242709602,,,,,,,,,,,0.144510053,-0.836458697,-0.460546423,-0.650049707,0.082846144,1.126497032,0.750787067
80.5,18.5,217,229118.9125,0.238382511,0.267600883,0.17144483,,,,,,,,,,,0.187427726,-0.836458697,-0.414923939,-0.6707246,-0.186915298,0.371982495,-0.386690631
80.75,18.5,195,217005.8383,0.248049525,0.246385823,0.114234158,,,,,,,,,,,0.230345399,-0.836458697,-0.432532617,-0.700992165,-0.070626476,0.052885795,-1.299846762
81,18.5,179,196467.8513,0.266055882,0.256402643,0.143160755,,,,,,,,,,,0.273263071,-0.836458697,-0.445338928,-0.752311496,0.14598002,0.203549249,-0.838140957
81.25,18.5,323,177909.2088,0.20877545,0.167613178,0.13723107,,,,,,,,,,,0.316180744,-0.836458697,-0.330082126,-0.798684936,-0.543071835,-1.131937209,-0.932786379
81.5,18.5,338,157174.2784,0.188585311,0.12584795,0.167233406,,,,,,,,,,,0.359098417,-0.836458697,-0.318076209,-0.850496379,-0.785948019,-1.760129939,-0.453910391
81.75,18.5,223,138923.75,0.211895771,0.191666465,0.202166455,,,,,,,,,,,0.402016089,-0.836458697,-0.410121572,-0.896099919,-0.505536103,-0.770150605,0.103666137
82,18.5,263,124257.1813,0.234362223,0.272147365,0.188787983,,,,,,,,,,,0.444933762,-0.836458697,-0.378105794,-0.932748033,-0.235277135,0.440366342,-0.109871535
82.25,18.5,267,114559.4563,0.243889026,0.281605174,0.174203268,,,,,,,,,,,0.487851434,-0.836458697,-0.374904216,-0.95698024,-0.120674974,0.582621685,-0.342662402
82.5,18.5,873,100179.3399,0.253830283,0.29588509,0.211035333,,,,,,,,,,,0.530769107,-0.836458697,0.110134827,-0.992912581,-0.001087161,0.797406564,0.245224872
82.75,18.5,1114,78587.13921,0.300999165,0.34832842,0.218701346,,,,,,,,,,,0.57368678,-0.836458697,0.303029892,-1.04686613,0.566328351,1.586209121,0.367584329
83,18.5,1067,62128.59065,0.273840972,0.350553287,0.193668938,,,,,,,,,,,0.616604452,-0.836458697,0.265411352,-1.087991957,0.239630339,1.619673448,-0.031965197
83.25,18.5,153,39293.5696,0.244383494,0.311944488,0.186821694,,,,,,,,,,,0.659522125,-0.836458697,-0.466149184,-1.145051006,-0.114726798,1.038956713,-0.141256044
83.5,18.5,87,27784.75,0.224561225,0.273792749,0.223910687,,,,,,,,,,,0.702439798,-0.836458697,-0.518975219,-1.173808689,-0.353177709,0.465114639,0.450732132
83.75,18.5,53,0,0.241956051,0.222642988,0.156825425,,,,,,,,,,,0.74535747,-0.836458697,-0.54618863,-1.243235881,-0.143927592,-0.304231287,-0.620035195
84,18.5,37,0,0.245037957,0.236789325,0.14189489,,,,,,,,,,,0.788275143,-0.836458697,-0.558994942,-1.243235881,-0.106853971,-0.091455576,-0.858345795
84.25,18.5,2,0,0.437949401,-0.207763269,0.436260324,,,,,,,,,,,0.831192816,-0.836458697,-0.587008748,-1.243235881,2.2137638,-6.777991745,3.840106285
73.25,18.75,81,27784.75,0.166365368,0.235990444,0.179047333,,,,,,,,,,,-1.057184781,-0.794317193,-0.523777586,-1.173808689,-1.05324162,-0.103471582,-0.265344875
73.5,18.75,614,55569.5,0.24595817,0.113124011,0.104004095,,,,,,,,,,,-1.014267108,-0.794317193,-0.097167338,-1.104381496,-0.095784318,-1.951511295,-1.463131765
73.75,18.75,595,83354.25,0.309386137,0.196906068,0.099428678,,,,,,,,,,,-0.971349436,-0.794317193,-0.112374833,-1.034954304,0.667218977,-0.691341493,-1.536161323
74,18.75,596,111139,0.251767402,0.337444973,0.28073411,,,,,,,,,,,-0.928431763,-0.794317193,-0.111574438,-0.965527111,-0.025902476,1.42251069,1.357707269
74.25,18.75,627,138923.75,0.234481747,0.290464231,0.291843701,,,,,,,,,,,-0.88551409,-0.794317193,-0.08676221,-0.896099919,-0.233839327,0.715871172,1.535030674
74.5,18.75,594,166708.5,0.235532296,0.304719926,0.264570669,,,,,,,,,,,-0.842596418,-0.794317193,-0.113175227,-0.826672727,-0.221201805,0.930291742,1.099717899
74.75,18.75,640,194493.25,0.251255288,0.300711023,0.26935571,,,,,,,,,,,-0.799678745,-0.794317193,-0.076357082,-0.757245534,-0.032062924,0.869993646,1.176093326
75,18.75,576,222278,0.233110386,0.172104855,0.164772665,,,,,,,,,,,-0.756761072,-0.794317193,-0.127582328,-0.687818342,-0.25033604,-1.064377687,-0.493186992
75.25,18.75,586,248514.3626,0.225701088,0.276825197,0.209878438,,,,,,,,,,,-0.7138434,-0.794317193,-0.119578383,-0.622260185,-0.339465789,0.51072583,0.226759335
75.5,18.75,724,273648.054,0.220591619,0.272215061,0.204089976,,,,,,,,,,,-0.670925727,-0.794317193,-0.009123948,-0.55945733,-0.40092987,0.441384561,0.134368014
75.75,18.75,709,299250.9119,0.207824606,0.224601228,0.184322413,,,,,,,,,,,-0.628008055,-0.794317193,-0.021129864,-0.495482144,-0.554509962,-0.274777308,-0.181147793
76,18.75,708,325212.1499,0.208970509,0.285614544,0.221329064,,,,,,,,,,,-0.585090382,-0.794317193,-0.021930259,-0.430611456,-0.540725383,0.642926805,0.409526098
76.25,18.75,703,351452.3811,0.23217901,0.353773831,0.293393313,,,,,,,,,,,-0.542172709,-0.794317193,-0.025932231,-0.365043632,-0.261539977,1.6681138,1.55976448
76.5,18.75,663,377913.4699,0.250124031,0.368490074,0.30044652,,,,,,,,,,,-0.499255037,-0.794317193,-0.05794801,-0.298923941,-0.045671319,1.889461493,1.672342763
76.75,18.75,550,404552.0661,0.232348129,0.312337345,0.240771901,,,,,,,,,,,-0.456337364,-0.794317193,-0.148392584,-0.232360702,-0.259505569,1.044865694,0.719858859
77,18.75,489,431335.3127,0.226567801,0.313742279,0.229027425,,,,,,,,,,,-0.413419691,-0.794317193,-0.197216646,-0.165436018,-0.329039712,1.065997371,0.532401871
77.25,18.75,485,452302.945,0.217717656,0.263359409,0.205347145,,,,,,,,,,,-0.370502019,-0.794317193,-0.200418224,-0.11304311,-0.435502052,0.308186288,0.154434053
77.5,18.75,365,432229.2623,0.252790432,0.314296268,0.233254195,,,,,,,,,,,-0.327584346,-0.794317193,-0.296465559,-0.16320226,-0.013595992,1.074329945,0.599866573
77.75,18.75,357,413050.0062,0.258037369,0.334966519,0.234731459,,,,,,,,,,,-0.284666673,-0.794317193,-0.302868714,-0.211126459,0.049521752,1.385232149,0.623445612
78,18.75,414,394895.4918,0.241682719,0.254690227,0.186847586,,,,,,,,,,,-0.241749001,-0.794317193,-0.25724623,-0.256490084,-0.147215624,0.17779272,-0.140842775
78.25,18.75,396,377913.4699,0.232766636,0.22739603,0.184046278,,,,,,,,,,,-0.198831328,-0.794317193,-0.271653331,-0.298923941,-0.254471162,-0.232740562,-0.185555264
78.5,18.75,366,362268.8085,0.247713065,0.328692591,0.212910843,,,,,,,,,,,-0.155913655,-0.794317193,-0.295665164,-0.338016066,-0.074673904,1.290865707,0.275160431
78.75,18.75,333,348141.9297,0.226178906,0.29929802,0.233853781,,,,,,,,,,,-0.112995983,-0.794317193,-0.322078182,-0.373315629,-0.333717903,0.848740602,0.609436739
79,18.75,339,334572.6929,0.230214711,0.306767099,0.211411767,,,,,,,,,,,-0.07007831,-0.794317193,-0.317275815,-0.407221783,-0.285169406,0.961083365,0.251233244
79.25,18.75,209,316794.895,0.221735804,0.167696021,0.148679586,,,,,,,,,,,-0.027160637,-0.794317193,-0.421327095,-0.451644086,-0.387165958,-1.130691164,-0.750053294
79.5,18.75,152,300538.0329,0.242151761,0.288156973,0.181489794,,,,,,,,,,,0.015757035,-0.794317193,-0.466949579,-0.492265948,-0.141573309,0.681167598,-0.226360047
79.75,18.75,150,286061.5183,0.224106806,0.260396862,0.177628333,,,,,,,,,,,0.058674708,-0.794317193,-0.468550368,-0.528439164,-0.358644118,0.263626482,-0.287993946
80,18.75,105,273648.054,0.224113484,0.284075851,0.19270373,,,,,,,,,,,0.101592381,-0.794317193,-0.504568118,-0.55945733,-0.358563786,0.619783253,-0.047371162
80.25,18.75,89,263589.2726,0.247569502,0.29624945,0.197152285,,,,,,,,,,,0.144510053,-0.794317193,-0.51737443,-0.584591728,-0.076400887,0.802886919,0.023633515
80.5,18.75,147,256162.7366,0.242103053,0.307120612,0.189221237,,,,,,,,,,,0.187427726,-0.794317193,-0.470951551,-0.603148797,-0.142159239,0.966400571,-0.102956242
80.75,18.75,195,235761.411,0.212114162,0.299414124,0.195174194,,,,,,,,,,,0.230345399,-0.794317193,-0.432532617,-0.654126645,-0.50290898,0.850486928,-0.007939369
81,18.75,370,217005.8383,0.217626445,0.243091543,0.192832493,,,,,,,,,,,0.273263071,-0.794317193,-0.292463587,-0.700992165,-0.43659927,0.003336377,-0.045315938
81.25,18.75,604,196467.8513,0.201691047,0.235177074,0.216678532,,,,,,,,,,,0.316180744,-0.794317193,-0.105171283,-0.752311496,-0.628293277,-0.115705518,0.335297608
81.5,18.75,600,177909.2088,0.198907515,0.156836252,0.147801369,,,,,,,,,,,0.359098417,-0.794317193,-0.108372861,-0.798684936,-0.661777625,-1.294033453,-0.76407077
81.75,18.75,668,162011.535,0.191350299,0.117527825,0.125126341,,,,,,,,,,,0.402016089,-0.794317193,-0.053946037,-0.838409276,-0.752686746,-1.885273325,-1.12599347
82,18.75,689,149625.4559,0.199281089,0.162431968,0.155305128,,,,,,,,,,,0.444933762,-0.794317193,-0.037137754,-0.869359013,-0.657283737,-1.209868029,-0.644301096
82.25,18.75,596,138923.75,0.225694923,0.264262953,0.179724732,,,,,,,,,,,0.487851434,-0.794317193,-0.111574438,-0.896099919,-0.339539951,0.321776536,-0.254532713
82.5,18.75,591,117880.7055,0.24450439,0.264823551,0.140989765,,,,,,,,,,,0.530769107,-0.794317193,-0.115576411,-0.948681263,-0.113272486,0.330208516,-0.872792758
82.75,18.75,862,100179.3399,0.284335833,0.343153685,0.224570439,,,,,,,,,,,0.57368678,-0.794317193,0.101330488,-0.992912581,0.365877701,1.508375692,0.461262625
83,18.75,1345,78587.13921,0.24981026,0.329902203,0.195355328,,,,,,,,,,,0.616604452,-0.794317193,0.487921012,-1.04686613,-0.04944581,1.309059537,-0.005048237
83.25,18.75,325,62128.59065,0.194142574,0.231081092,0.208415112,,,,,,,,,,,0.659522125,-0.794317193,-0.328481337,-1.087991957,-0.719097225,-0.177313373,0.203402764
83.5,18.75,100,39293.5696,0.202436421,0.258768365,0.184977457,,,,,,,,,,,0.702439798,-0.794317193,-0.508570091,-1.145051006,-0.619326841,0.239132183,-0.170692446
83.75,18.75,585,27784.75,0.225981443,0.246433074,0.159508413,,,,,,,,,,,0.74535747,-0.794317193,-0.120378778,-1.173808689,-0.336093274,0.053596499,-0.577211245
84,18.75,96,27784.75,0.237318946,0.177859072,0.14578429,,,,,,,,,,,0.788275143,-0.794317193,-0.511771669,-1.173808689,-0.199709395,-0.977828243,-0.796265954
84.25,18.75,120,0,0.236627563,0.167424756,0.105364875,,,,,,,,,,,0.831192816,-0.794317193,-0.492562202,-1.243235881,-0.20802635,-1.134771273,-1.441411961
84.5,18.75,16,0,0.438400118,-0.273621781,0.429324738,,,,,,,,,,,0.874110488,-0.794317193,-0.575803225,-1.243235881,2.219185676,-7.768572677,3.729405385
73.25,19,295,27784.75,0.157976744,0.182515483,0.164930199,,,,,,,,,,,-1.057184781,-0.752175689,-0.352493171,-1.173808689,-1.154152118,-0.907790949,-0.490672546
73.5,19,174,55569.5,0.26324756,0.166245216,0.110770735,,,,,,,,,,,-1.014267108,-0.752175689,-0.449340901,-1.104381496,0.112197463,-1.152512789,-1.355127461
73.75,19,657,83354.25,0.272366044,0.208096507,0.15836778,,,,,,,,,,,-0.971349436,-0.752175689,-0.062750376,-1.034954304,0.221887772,-0.523025582,-0.595417219
74,19,616,111139,0.23168179,0.262315067,0.233929511,,,,,,,,,,,-0.928431763,-0.752175689,-0.095566549,-0.965527111,-0.267521258,0.292478292,0.610645488
74.25,19,612,138923.75,0.247017155,0.312354718,0.262438298,,,,,,,,,,,-0.88551409,-0.752175689,-0.098768127,-0.896099919,-0.083045315,1.045127002,1.065682507
74.5,19,760,166708.5,0.246632257,0.314215877,0.291983059,,,,,,,,,,,-0.842596418,-0.752175689,0.019690253,-0.826672727,-0.087675425,1.073120781,1.537255007
74.75,19,638,194493.25,0.237479405,0.282988727,0.24051613,,,,,,,,,,,-0.799678745,-0.752175689,-0.077957871,-0.757245534,-0.197779163,0.60343177,0.715776424
75,19,718,222278,0.216997882,0.185141324,0.166144935,,,,,,,,,,,-0.756761072,-0.752175689,-0.013926314,-0.687818342,-0.444160535,-0.868295553,-0.471283793
75.25,19,747,250062.75,0.226925663,0.186452323,0.131332593,,,,,,,,,,,-0.7138434,-0.752175689,0.009285125,-0.618391149,-0.324734831,-0.848576756,-1.026933681
75.5,19,562,277847.5,0.252744995,0.31787834,0.255893553,,,,,,,,,,,-0.670925727,-0.752175689,-0.13878785,-0.548963957,-0.014142574,1.128208056,0.961219933
75.75,19,511,305632.25,0.262107579,0.323527452,0.259560509,,,,,,,,,,,-0.628008055,-0.752175689,-0.179607968,-0.479536765,0.098484123,1.213176612,1.019749282
76,19,508,333417,0.261583834,0.357107604,0.282424393,,,,,,,,,,,-0.585090382,-0.752175689,-0.182009151,-0.410109572,0.092183761,1.718257234,1.384686366
76.25,19,445,361201.75,0.246299,0.383927015,0.30811873,,,,,,,,,,,-0.542172709,-0.752175689,-0.232434002,-0.34068238,-0.091684322,2.121649238,1.794801132
76.5,19,408,386996.795,0.257170063,0.398921835,0.325503184,,,,,,,,,,,-0.499255037,-0.752175689,-0.262048597,-0.276226966,0.039088542,2.347187021,2.072279446
