-0.41342,-2.35355,-0.25084,-1.08799,-0.45647,-0.80385,-0.02831
-0.37050,-2.35355,0.16456,-1.02369,-0.26550,-1.18928,-1.20047
-0.32758,-2.35355,-0.43814,-1.08799,-0.73076,-1.17006,-0.97309
-0.28467,-2.35355,-0.49897,-1.14505,-0.62501,-0.31029,-0.79739
-0.24175,-2.35355,-0.51817,-1.17381,-0.34187,-0.38871,-0.22157
-0.19883,-2.35355,-0.54219,-1.17381,0.28796,-0.62990,0.93892
-0.15591,-2.35355,-0.55259,-1.17381,-0.11155,-0.23513,2.45892
-0.11300,-2.35355,-0.57260,-1.24324,0.01008,1.08555,2.31721
-0.49926,-2.31141,-0.56460,-1.17381,-1.01344,-1.43707,-0.23764
-0.45634,-2.31141,-0.37891,-1.10438,-0.55489,-0.95742,-0.25420
-0.41342,-2.31141,0.12934,-1.04687,-0.07564,0.82985,0.09479
-0.37050,-2.31141,-0.16760,-0.99291,-0.33233,-0.18337,-0.09997
-0.32758,-2.31141,-0.23724,-1.04687,-0.76181,-1.80878,-1.60936
-0.28467,-2.31141,-0.41252,-1.08799,-0.76802,0.76779,1.08679
-0.24175,-2.31141,-0.49736,-1.10438,-0.54695,0.41247,1.15506
-0.19883,-2.31141,-0.51097,-1.10438,-0.00996,-0.88454,1.15727
-0.15591,-2.31141,-0.52858,-1.17381,0.02450,-0.32960,2.20888
-0.11300,-2.31141,-0.56700,-1.24324,-0.11408,-0.81542,1.20616
-0.54217,-2.26927,-0.58621,-1.24324,-0.92861,-0.09882,1.02742
-0.49926,-2.26927,-0.56380,-1.17381,-0.81268,-0.82593,0.22466
-0.45634,-2.26927,-0.55499,-1.10438,-0.73287,-0.25098,0.56969
-0.41342,-2.26927,-0.06915,-1.03495,-0.11058,1.01921,1.08839
-0.37050,-2.26927,0.76566,-0.96553,-0.53258,-0.90540,-0.93648
-0.32758,-2.26927,-0.35970,-0.99291,-0.79665,-0.86784,0.00615
-0.28467,-2.26927,-0.35329,-1.02369,-0.66433,-2.43631,-1.33406
-0.24175,-2.26927,-0.46135,-1.03495,-0.36118,-0.55866,1.16035
-0.19883,-2.26927,-0.46775,-1.08799,-0.51325,-0.98475,1.22757
-0.15591,-2.26927,-0.51017,-1.14505,-0.09640,0.16726,1.84373
-0.11300,-2.26927,-0.53098,-1.17381,0.17007,1.72493,2.50507
-0.07008,-2.26927,-0.56700,-1.24324,-0.27932,0.44644,1.37259
-0.54217,-2.22713,-0.58541,-1.24324,-1.04981,-0.76651,-0.30610
-0.49926,-2.22713,-0.53658,-1.17381,-0.82088,0.27962,1.07240
-0.45634,-2.22713,-0.46375,-1.10438,-0.39745,0.75014,0.25656
-0.41342,-2.22713,0.47992,-1.03495,0.31182,1.25064,0.46331
-0.37050,-2.22713,0.84250,-0.96553,-0.05313,1.37650,0.79526
-0.32758,-2.22713,1.07861,-0.93275,-0.11903,0.37481,-0.26623
-0.28467,-2.22713,-0.34129,-0.95698,-0.67105,0.08054,0.10258
-0.24175,-2.22713,0.36466,-0.99291,-0.05213,0.64122,1.80643
-0.19883,-2.22713,-0.38291,-1.04687,0.12671,-0.01505,2.65652
-0.15591,-2.22713,-0.46375,-1.10438,-0.34256,0.16854,2.86489
-0.11300,-2.22713,-0.51737,-1.17381,0.38199,1.09305,3.07933
-0.07008,-2.22713,-0.53338,-1.24324,0.13988,0.39768,0.82908
-0.02716,-2.22713,-0.57020,-1.24324,-0.14159,1.00448,1.38770
-0.54217,-2.18499,-0.56540,-1.17381,-1.10359,-0.33326,-0.22842
-0.49926,-2.18499,-0.32448,-1.14505,-0.78509,-0.21297,0.27882
-0.45634,-2.18499,-0.05074,-1.08799,0.27314,0.64689,0.88934
-0.41342,-2.18499,-0.25404,-1.02369,0.23089,0.04093,0.42007
-0.37050,-2.18499,-0.28126,-0.95698,-0.08508,-0.84606,-0.00510
-0.32758,-2.18499,-0.35329,-0.88923,-0.31022,-0.95969,-0.40922
-0.28467,-2.18499,-0.36130,-0.88923,-0.89383,-1.86876,0.10203
-0.24175,-2.18499,-0.39491,-0.95698,0.58135,0.22501,2.51863
-0.19883,-2.18499,-0.35489,-1.02369,0.23654,-0.56279,2.33015
-0.15591,-2.18499,-0.45895,-1.08799,0.42492,1.27508,3.22826
-0.11300,-2.18499,-0.48296,-1.14505,0.74341,1.07873,2.35748
-0.07008,-2.18499,-0.50857,-1.17381,0.50338,0.12685,1.03556
-0.02716,-2.18499,-0.57100,-1.24324,0.08749,1.08638,1.99623
0.01576,-2.18499,-0.58381,-1.24324,-0.08937,-0.38863,0.50286
-0.58509,-2.14285,-0.57900,-1.24324,-1.00313,-0.14439,-0.29674
-0.54217,-2.14285,-0.56220,-1.17381,-0.81882,0.72363,0.61395
-0.49926,-2.14285,-0.54779,-1.10438,-0.80536,-0.18541,0.96911
-0.45634,-2.14285,-0.49336,-1.04687,-0.47000,0.32748,0.55783
-0.41342,-2.14285,-0.37330,-0.99291,-0.69243,0.42067,0.01632
-0.37050,-2.14285,-0.33328,-0.93275,0.32048,1.95559,1.75197
-0.32758,-2.14285,-0.38291,-0.86936,-0.30654,-0.15826,0.45792
-0.28467,-2.14285,-0.39411,-0.86936,-0.40373,-0.91359,0.07483
-0.24175,-2.14285,-0.43493,-0.93275,0.71165,0.65549,2.79388
-0.19883,-2.14285,-0.45654,-0.99291,0.48567,0.72206,2.81943
-0.15591,-2.14285,-0.49176,-1.04687,0.33839,1.96596,2.71767
-0.11300,-2.14285,-0.52938,-1.08799,0.24228,0.18670,1.18980
-0.07008,-2.14285,-0.53578,-1.14505,0.10172,-0.06835,1.02380
-0.02716,-2.14285,-0.55659,-1.17381,-0.27953,-0.08632,0.53014
0.01576,-2.14285,-0.56860,-1.17381,-0.05182,-0.11563,-0.04058
0.05867,-2.14285,-0.58541,-1.24324,0.34520,0.96113,0.84665
-0.58509,-2.10070,-0.53738,-1.24324,-0.80918,-0.51576,-0.44361
-0.54217,-2.10070,-0.39411,-1.17381,-0.65695,0.18317,-0.07868
-0.49926,-2.10070,-0.49656,-1.10438,-0.29006,-0.55712,-0.31819
-0.45634,-2.10070,-0.19241,-1.03495,-0.44373,-1.44121,-1.17703
-0.41342,-2.10070,-0.26685,-0.96553,-0.30311,-1.03595,-1.00052
-0.37050,-2.10070,-0.27165,-0.89610,-0.43379,-0.54079,0.18009
-0.32758,-2.10070,-0.33568,-0.83841,-0.44710,0.93676,0.69427
-0.28467,-2.10070,-0.40212,-0.83841,-0.46938,0.34188,0.42936
-0.24175,-2.10070,-0.45334,-0.89610,0.51547,1.39015,3.11363
-0.19883,-2.10070,-0.50377,-0.94868,-0.16600,0.42829,2.17749
-0.15591,-2.10070,-0.50537,-0.99291,-0.07338,-0.27124,3.01509
-0.11300,-2.10070,-0.51497,-1.04687,0.12547,0.20093,1.42284
-0.07008,-2.10070,-0.53498,-1.08799,0.33482,-0.94668,0.65221
-0.02716,-2.10070,-0.56300,-1.10438,-0.01896,-0.02995,0.88349
0.01576,-2.10070,-0.57340,-1.17381,0.34349,-0.50178,-0.61481
0.05867,-2.10070,-0.58301,-1.24324,0.51795,0.64460,0.38497
-0.58509,-2.05856,-0.56300,-1.17381,-0.70650,0.33042,-0.19807
-0.54217,-2.05856,-0.55339,-1.14505,-0.48600,-0.35335,-0.19839
-0.49926,-2.05856,1.22749,-1.08799,-0.36832,-0.91162,-0.00648
-0.45634,-2.05856,0.15736,-1.02369,-0.37250,0.82212,0.48855
-0.41342,-2.05856,-0.30767,-0.95698,0.68265,0.45226,-0.01517
-0.37050,-2.05856,-0.30687,-0.88923,-0.82051,-2.05485,-0.53415
-0.32758,-2.05856,-0.34689,-0.82093,-0.97277,-1.98415,0.07258
-0.28467,-2.05856,-0.43173,-0.79868,-0.72257,-0.65085,-0.28545
-0.24175,-2.05856,-0.46215,-0.85050,-0.59866,-1.47636,-0.59085
-0.19883,-2.05856,-0.44934,-0.89610,-0.04386,-0.58576,2.30744
-0.15591,-2.05856,-0.44934,-0.94868,-0.23615,-1.83799,1.48417
-0.11300,-2.05856,-0.45254,-0.99291,-0.12678,-0.25256,1.52801
-0.07008,-2.05856,-0.49736,-1.04687,0.29351,-0.97535,0.46423
-0.02716,-2.05856,-0.50937,-1.10438,0.15677,-0.60074,-0.02270
0.01576,-2.05856,-0.57020,-1.17381,0.01378,-1.27731,-0.89971
0.05867,-2.05856,-0.58381,-1.24324,0.19356,-0.29213,0.01724
-0.62801,-2.01642,-0.57100,-1.24324,-1.01624,-1.15977,-0.39795
-0.58509,-2.01642,-0.49176,-1.17381,-0.69591,-1.10213,-0.45217
-0.54217,-2.01642,0.11814,-1.10438,-0.31656,0.42085,1.53204
-0.49926,-2.01642,0.19338,-1.04687,0.11892,-0.31359,-0.13425
-0.45634,-2.01642,0.35025,-0.99291,0.28416,1.73826,0.36952
-0.41342,-2.01642,-0.27566,-0.93275,-0.48540,-0.06243,0.47186
-0.37050,-2.01642,-0.40052,-0.86936,-0.55014,-0.47100,0.72006
-0.32758,-2.01642,-0.42693,-0.80414,-0.94239,-0.62914,-0.09136
-0.28467,-2.01642,-0.42453,-0.75231,-0.92536,-0.72939,-0.42906
-0.24175,-2.01642,-0.40052,-0.82093,-0.56916,-1.37002,1.01928
-0.19883,-2.01642,-0.36930,-0.88923,-0.60915,-1.23807,-1.28671
-0.15591,-2.01642,-0.31487,-0.95698,-0.74203,-0.78386,-0.93481
-0.11300,-2.01642,-0.45574,-1.02369,-0.00048,1.00296,0.21228
-0.07008,-2.01642,-0.50937,-1.08799,0.63583,-0.86004,1.37925
-0.02716,-2.01642,-0.55659,-1.14505,0.28030,-0.33037,2.34399
0.01576,-2.01642,-0.57500,-1.17381,0.42041,-0.98348,0.57861
0.05867,-2.01642,-0.58461,-1.24324,0.19317,-1.33325,0.24945
-0.67093,-1.97428,-0.56940,-1.24324,-0.99408,-0.36088,-0.26318
-0.62801,-1.97428,-0.45494,-1.17381,-0.87039,-0.78916,-0.64341
-0.58509,-1.97428,0.01969,-1.14505,0.20253,-0.42673,-1.45417
-0.54217,-1.97428,0.16776,-1.08799,0.20293,0.11380,-0.67411
-0.49926,-1.97428,0.14055,-1.02369,-0.25581,0.50548,0.16096
-0.45634,-1.97428,0.09413,-0.95698,-0.49885,0.49430,1.34547
-0.41342,-1.97428,0.07012,-0.89610,-0.64258,0.12051,0.52528
-0.37050,-1.97428,0.24780,-0.83841,-0.49226,-0.52283,-0.20342
-0.32758,-1.97428,0.30143,-0.77750,-1.00039,-0.35583,0.33109
-0.28467,-1.97428,-0.04354,-0.75725,-0.74026,-0.36791,0.61079
-0.24175,-1.97428,-0.35489,-0.82667,-0.28800,2.38305,2.13918
-0.19883,-1.97428,0.02449,-0.89610,-0.05295,1.55852,1.73104
-0.15591,-1.97428,-0.29006,-0.96553,-0.55407,-1.46486,-0.36579
-0.11300,-1.97428,0.03090,-1.03495,-0.35854,-1.05580,-0.44345
-0.07008,-1.97428,-0.49576,-1.10438,-0.08434,-0.58409,-0.02581
-0.02716,-1.97428,-0.53338,-1.17381,0.08735,-1.44781,-1.18998
0.01576,-1.97428,-0.56700,-1.24324,-0.27722,-0.20469,0.21767
0.05867,-1.97428,-0.57981,-1.24324,-0.07580,-0.87227,-0.74505
-0.67093,-1.93214,-0.57340,-1.17381,-1.07461,-1.07687,-0.31504
-0.62801,-1.93214,-0.52298,-1.14505,-0.36613,0.24287,-0.27219
-0.58509,-1.93214,0.07332,-1.08799,0.04975,1.44461,0.83212
-0.54217,-1.93214,0.00368,-1.04687,-0.28954,1.67787,1.35005
-0.49926,-1.93214,-0.03874,-0.99291,-0.44467,0.53112,1.11595
-0.45634,-1.93214,-0.02353,-0.93275,-0.43409,0.79624,0.55681
-0.41342,-1.93214,-0.04674,-0.86936,-0.38303,0.75228,0.34199
-0.37050,-1.93214,-0.01153,-0.80414,-0.00631,1.19220,0.05209
-0.32758,-1.93214,-0.23403,-0.74259,-0.87752,0.00510,-0.39712
-0.28467,-1.93214,-0.22283,-0.75231,-0.79359,-0.82873,0.44196
-0.24175,-1.93214,-0.21643,-0.82093,-0.82008,-0.13277,0.56062
-0.19883,-1.93214,-0.23884,-0.88923,-0.58187,-0.33209,0.07674
-0.15591,-1.93214,-0.28126,-0.95698,-0.68125,-0.63385,-0.31505
-0.11300,-1.93214,-0.25004,-1.02369,-0.11634,0.13895,0.05090
-0.07008,-1.93214,-0.47255,-1.08799,-0.37225,-1.21784,-0.93185
-0.02716,-1.93214,-0.50457,-1.14505,-0.07970,-0.64894,-0.04191
0.01576,-1.93214,-0.55659,-1.17381,-0.08144,-0.70436,0.73128
0.05867,-1.93214,-0.56380,-1.24324,-0.00781,-0.44452,-0.06154
-0.71384,-1.89000,-0.55899,-1.17381,-1.06553,-0.75382,0.01660
-0.67093,-1.89000,-0.27165,-1.14505,-0.63213,-1.10801,-0.55845
-0.62801,-1.89000,0.12774,-1.08799,-0.16511,0.29256,0.07016
-0.58509,-1.89000,0.12294,-1.04687,-0.26490,1.93128,1.57434
-0.54217,-1.89000,0.05011,-0.99291,-0.74918,1.08187,2.23379
-0.49926,-1.89000,0.04450,-0.94868,-0.56951,1.30408,1.23575
-0.45634,-1.89000,-0.01553,-0.89610,-0.53871,0.18802,-0.01121
-0.41342,-1.89000,-0.07636,-0.83841,-0.73763,-0.32359,-0.36010
-0.37050,-1.89000,-0.08836,-0.77750,-0.73445,-1.03836,-0.07650
-0.32758,-1.89000,-0.15400,-0.71449,-0.91558,-1.83625,-0.67788
-0.28467,-1.89000,-0.14439,-0.73780,-0.94552,-1.03308,0.20196
-0.24175,-1.89000,-0.18281,-0.80414,-0.92370,-1.56785,-0.47273
-0.19883,-1.89000,-0.24444,-0.86936,-0.32000,0.51889,0.55759
-0.15591,-1.89000,-0.28766,-0.93275,-0.63390,0.80836,1.16614
-0.11300,-1.89000,-0.35409,-0.99291,-0.55672,-0.08880,0.64609
-0.07008,-1.89000,-0.43253,-1.04687,-0.52591,0.19675,0.87795
-0.02716,-1.89000,-0.48136,-1.10438,-0.29797,-0.00942,0.48455
0.01576,-1.89000,-0.53899,-1.17381,-0.49253,-1.46395,0.39461
0.05867,-1.89000,-0.55259,-1.24324,0.10714,-0.43876,0.54192
0.10159,-1.89000,-0.58461,-1.24324,0.97638,-3.70177,2.45447
-0.75676,-1.84785,-0.58781,-1.24324,-1.44119,-1.68811,-0.43825
-0.71384,-1.84785,-0.44214,-1.17381,-1.01146,-1.00809,0.44027
-0.67093,-1.84785,-0.43093,-1.10438,-1.16535,-1.40462,-0.15967
-0.62801,-1.84785,0.25100,-1.04687,-0.16370,1.08518,0.30286
-0.58509,-1.84785,0.10453,-0.99291,-0.22342,1.70464,1.01353
-0.54217,-1.84785,0.05731,-0.94868,-0.55850,1.56180,2.24883
-0.49926,-1.84785,0.04450,-0.89610,-0.42610,0.39641,0.46341
-0.45634,-1.84785,-0.00112,-0.85050,-0.52367,-0.71625,-0.77037
-0.41342,-1.84785,-0.06115,-0.79868,-0.59580,0.90969,1.08791
-0.37050,-1.84785,-0.07396,-0.74259,-0.76884,0.50249,-0.25097
-0.32758,-1.84785,-0.00672,-0.68350,-0.79852,-1.66789,-0.84487
-0.28467,-1.84785,0.11814,-0.71449,-1.02546,-1.16917,0.03162
-0.24175,-1.84785,-0.03153,-0.77750,-0.93665,-1.26509,-0.42527
-0.19883,-1.84785,-0.12198,-0.83841,-0.77811,-0.73350,0.37642
-0.15591,-1.84785,-0.25084,-0.89610,-0.62966,-1.57337,0.25328
-0.11300,-1.84785,0.22539,-0.95698,-0.63806,-1.10413,0.01082
-0.07008,-1.84785,-0.41733,-1.02369,-0.81957,-0.67035,-1.00125
-0.02716,-1.84785,-0.45574,-1.08799,-0.40524,-0.09847,0.22849
0.01576,-1.84785,-0.50537,-1.14505,-0.00227,0.59621,1.05482
0.05867,-1.84785,-0.55179,-1.17381,-0.15646,-1.25984,-0.86085
0.10159,-1.84785,-0.57500,-1.24324,-0.25116,0.02629,0.26331
-0.75676,-1.80571,-0.51657,-1.17381,-1.33240,-2.01499,-1.14980
-0.71384,-1.80571,-0.49576,-1.14505,-1.41688,-2.83887,-0.56015
-0.67093,-1.80571,-0.49256,-1.08799,-0.51121,0.53659,-0.75791
-0.62801,-1.80571,0.15336,-1.02369,-0.75562,0.27118,0.63761
-0.58509,-1.80571,0.17817,-0.95698,-0.64859,-0.19355,-0.49271
-0.54217,-1.80571,0.10373,-0.89610,-0.61359,-0.26046,0.32073
-0.49926,-1.80571,0.09012,-0.85050,-0.69168,-1.09008,-0.62423
-0.45634,-1.80571,0.04290,-0.79868,-0.85587,-1.06817,-0.13889
-0.41342,-1.80571,-0.05795,-0.75231,-1.39780,-1.75241,-0.24855
-0.37050,-1.80571,0.00768,-0.70099,-0.92663,-0.41840,-0.06327
-0.32758,-1.80571,-0.01393,-0.64600,-0.89404,-1.14507,-0.48601
-0.28467,-1.80571,0.12214,-0.68350,-0.64353,-1.45517,-0.73754
-0.24175,-1.80571,0.04050,-0.74259,-0.56390,0.06010,-0.41300
-0.19883,-1.80571,0.04450,-0.80414,-0.84964,-1.15316,-0.81843
-0.15591,-1.80571,-0.23724,-0.86936,-0.59148,-1.12595,-0.00847
-0.11300,-1.80571,-0.22283,-0.93275,-0.40532,-0.12053,-0.16682
-0.07008,-1.80571,-0.07236,-0.99291,-0.55009,0.24410,0.26717
-0.02716,-1.80571,-0.45174,-1.04687,-0.46277,0.11108,-0.15687
0.01576,-1.80571,-0.49576,-1.10438,0.00755,1.31667,1.52289
0.05867,-1.80571,-0.53818,-1.17381,-0.18400,0.39958,-0.06290
0.10159,-1.80571,-0.55259,-1.24324,-0.41708,0.01953,-0.26537
-0.75676,-1.76357,-0.52698,-1.17381,-1.40813,-1.07555,-0.67320
-0.71384,-1.76357,-0.50537,-1.10438,-1.27343,-0.89458,0.00791
-0.67093,-1.76357,-0.24524,-1.04687,-0.64979,-1.12447,-0.24732
-0.62801,-1.76357,0.14375,-0.99291,-0.74468,-0.05505,-0.15603
-0.58509,-1.76357,0.15336,-0.93275,-0.44754,-0.65463,0.32157
-0.54217,-1.76357,0.15816,-0.86936,-0.61155,0.20908,-0.30761
-0.49926,-1.76357,0.13495,-0.80414,-0.78296,-0.25469,0.23079
-0.45634,-1.76357,0.06931,-0.75231,-0.80883,-1.45574,-0.85157
-0.41342,-1.76357,0.01809,-0.70099,-0.75821,-0.84782,-0.80709
-0.37050,-1.76357,0.08852,-0.65413,-1.00015,-1.66269,-1.01888
-0.32758,-1.76357,0.13575,-0.60315,-0.56811,-1.99876,-0.21991
-0.28467,-1.76357,0.11254,-0.65005,-0.71644,-0.65538,0.35775
-0.24175,-1.76357,0.10613,-0.71449,-0.48098,0.53256,0.59447
-0.19883,-1.76357,0.08772,-0.77750,-0.49658,-0.71216,-0.44914
-0.15591,-1.76357,-0.01953,-0.83841,-0.40481,-0.18056,-0.67335
-0.11300,-1.76357,-0.26125,-0.89610,-0.70005,-0.51006,-0.69328
-0.07008,-1.76357,-0.35409,-0.96553,-0.18854,0.33464,-0.15051
-0.02716,-1.76357,-0.42933,-1.03495,-0.30092,-0.45872,-0.45885
0.01576,-1.76357,-0.49736,-1.10438,-0.04411,-0.24002,-0.98298
0.05867,-1.76357,-0.53258,-1.17381,0.05029,0.87928,0.89794
0.10159,-1.76357,-0.56140,-1.24324,-0.37038,-0.10655,0.03256
0.14451,-1.76357,-0.58301,-1.24324,2.17886,-7.60849,4.97623
-0.79968,-1.72143,-0.57820,-1.24324,-1.39063,-1.41826,-0.13161
-0.75676,-1.72143,-0.54859,-1.17381,-1.15831,-1.66820,-0.34772
-0.71384,-1.72143,0.16296,-1.10438,-0.85813,-1.05936,-0.77826
-0.67093,-1.72143,0.03010,-1.03495,-0.69513,-1.35946,-0.90628
-0.62801,-1.72143,0.25741,-0.96553,-0.90473,-1.20946,-1.08499
-0.58509,-1.72143,0.08772,-0.89610,-0.93224,-1.46901,0.10285
-0.54217,-1.72143,0.09493,-0.83841,-0.85762,-1.68898,-0.74042
-0.49926,-1.72143,0.09012,-0.77750,-0.43845,0.24082,-0.39111
-0.45634,-1.72143,0.07092,-0.71449,-0.55714,-0.97416,-0.94145
-0.41342,-1.72143,0.05331,-0.65413,-0.58604,-0.06441,-0.00749
-0.37050,-1.72143,0.15416,-0.60315,-0.73776,-1.42228,-0.66356
-0.32758,-1.72143,0.14215,-0.55946,-0.83593,-2.15649,-1.47088
-0.28467,-1.72143,0.12054,-0.62226,-0.75939,-1.33199,-0.99330
-0.24175,-1.72143,0.08692,-0.68350,-0.83846,-1.55750,-0.89430
-0.19883,-1.72143,0.05651,-0.75231,-0.83178,-1.41082,-0.51067
-0.15591,-1.72143,0.00688,-0.82093,-0.65727,-0.30415,-0.62454
-0.11300,-1.72143,-0.02833,-0.88923,-0.55218,-0.58148,-1.01702
-0.07008,-1.72143,-0.29486,-0.95698,-0.52890,-1.66373,-1.48312
-0.02716,-1.72143,-0.35810,-1.02369,-0.13679,-0.72972,-1.34231
0.01576,-1.72143,-0.47015,-1.08799,-0.03324,-0.59078,-1.00665
0.05867,-1.72143,-0.46935,-1.14505,-0.43960,-0.35473,0.25676
0.10159,-1.72143,-0.56460,-1.17381,-0.07466,-0.44875,-0.05472
0.14451,-1.72143,-0.58461,-1.24324,0.08290,-0.41146,-0.06448
-0.79968,-1.67929,-0.57260,-1.17381,-1.28126,-1.29520,-0.77752
-0.75676,-1.67929,-0.51577,-1.14505,-0.43469,-0.60338,-1.00284
-0.71384,-1.67929,-0.04034,-1.08799,-0.96892,-1.53699,-0.96894
-0.67093,-1.67929,0.06371,-1.02369,-0.56343,-0.02772,-0.12590
-0.62801,-1.67929,0.66881,-0.95698,-0.80863,-1.18702,-0.25089
-0.58509,-1.67929,0.03090,-0.88923,-0.62982,-0.65713,-0.58315
-0.54217,-1.67929,0.04450,-0.82093,-0.83025,-1.00706,0.21639
-0.49926,-1.67929,0.00768,-0.75231,-0.52713,-0.48960,0.61571
-0.45634,-1.67929,0.02769,-0.68350,-0.64448,-1.15047,-0.09159
-0.41342,-1.67929,0.05251,-0.62226,-0.51907,-0.48238,-0.44860
-0.37050,-1.67929,0.02209,-0.55946,-0.60772,-0.92702,-1.13661
-0.32758,-1.67929,0.00848,-0.54896,-0.99843,-1.32975,-1.04172
-0.28467,-1.67929,0.16936,-0.61839,-0.84763,-0.65027,0.68861
-0.24175,-1.67929,0.09173,-0.68782,-0.81586,-1.00950,-1.00126
-0.19883,-1.67929,0.02129,-0.75725,-0.65943,-0.81948,-0.54641
-0.15591,-1.67929,0.02689,-0.82667,-0.51423,0.77696,-0.10178
-0.11300,-1.67929,-0.00432,-0.89610,-0.35026,-0.12664,-0.32582
-0.07008,-1.67929,-0.03794,-0.96553,-0.13519,0.25458,-0.04078
-0.02716,-1.67929,-0.28606,-1.03495,-0.14484,-0.25618,-0.54666
0.01576,-1.67929,-0.42293,-1.10438,-0.09925,0.59412,-0.03994
0.05867,-1.67929,-0.47415,-1.17381,-0.46303,-1.18811,-0.99221
0.10159,-1.67929,-0.56460,-1.24324,-0.17816,-1.33421,-0.40075
-0.79968,-1.63715,-0.52378,-1.24324,-1.04615,-0.84769,-0.67307
-0.75676,-1.63715,-0.08676,-1.17381,-1.04835,-1.89358,-1.08613
-0.71384,-1.63715,-0.05635,-1.10438,-0.80807,-1.58273,-0.79692
-0.67093,-1.63715,-0.08036,-1.03495,-0.36728,-0.51135,0.08748
-0.62801,-1.63715,-0.05475,-0.96553,-0.17757,-0.08016,-0.20023
-0.58509,-1.63715,0.02769,-0.89610,-0.61490,-1.70712,-0.53739
-0.54217,-1.63715,-0.03234,-0.82667,-0.93053,-2.14331,-1.17991
-0.49926,-1.63715,-0.01153,-0.75725,-0.89988,-1.22170,-0.07090
-0.45634,-1.63715,-0.05635,-0.68782,-0.47410,-0.07123,-0.34782
-0.41342,-1.63715,-0.03153,-0.61839,-0.63158,0.33136,0.43870
-0.37050,-1.63715,0.00128,-0.54896,-0.49504,-0.51014,0.05662
-0.32758,-1.63715,-0.06275,-0.54896,-0.84052,-1.24192,-1.34827
-0.28467,-1.63715,0.00688,-0.61839,-0.37614,-0.99330,-0.97017
-0.24175,-1.63715,0.02449,-0.68782,-0.90469,-1.00708,0.77418
-0.19883,-1.63715,-0.10197,-0.75725,-0.34754,1.29493,0.13582
-0.15591,-1.63715,-0.09076,-0.82667,-0.18086,1.41514,0.64529
-0.11300,-1.63715,-0.16360,-0.89610,0.08584,1.34086,0.77061
-0.07008,-1.63715,-0.21242,-0.96553,0.08413,0.40648,0.00476
-0.02716,-1.63715,-0.04354,-1.03495,-0.00869,0.28037,-0.86073
0.01576,-1.63715,-0.44934,-1.10438,-0.20202,-0.43657,0.44717
0.05867,-1.63715,-0.54699,-1.17381,-0.20445,0.16570,0.10188
0.10159,-1.63715,-0.58221,-1.24324,-0.20413,-0.45675,-0.92092
-0.79968,-1.59501,-0.07316,-1.17381,-0.86838,-1.75150,-0.64685
-0.75676,-1.59501,-0.12118,-1.14505,-0.31928,-1.34137,-1.38746
-0.71384,-1.59501,-0.06995,-1.08799,-0.43146,-0.39211,-0.46061
