12.969,20.875,19.484,22.719,19.891,5.0625,32.016,5.625,20.656,12.219,19.406,22.781,24.031,13.406,11.594,23.031,21.844,26.172,23.406,15.969,20.984,17.375,18.641,19.125,8.0469,21.906,25.547,23.938,33.844,15.75,22.531
15.688,29.812,24.328,18,20.438,3.8594,21.469,10.109,19.688,15.688,12.453,19.594,20.234,17.719,18.062,19,25.656,19.297,20.5,15.031,26.812,22.672,9.0469,15.844,7.6562,29.781,21.281,28.625,30.984,16.969,24.406
37.906,10.031,27.812,30.078,13.375,42.125,25.391,21.562,29.203,18.938,16.406,11.5,39.812,40.656,25.953,27.969,52.656,46,13.188,24.125,27.203,20.312,45.031,40.297,31.594,17.531,41.938,20.594,47.469,36.562,28.812
30.484,18.672,25.344,20.062,10.406,25.25,33.141,36.828,28.344,20.047,13.906,16.938,31.312,29.688,17.938,6.8438,20.219,39.484,9.0625,30.688,29.281,17.641,26.938,39.703,30,15.062,28,17.891,19.781,10.297,32.359
26.594,6.5312,32.062,30.188,18.469,30.016,11.375,24.734,23.328,10.203,22.188,21.562,30.125,26.172,15.906,22.469,31.75,36.469,7.9062,19.859,33.422,23.938,29.031,29.844,23.922,17.562,22.531,26.547,15.016,17.953,10.891
21.188,19.109,27.062,27.453,16.484,42.859,23.641,33.172,46.047,25.844,14.203,14.359,38.344,44.625,26.781,35.391,48,53,5.8125,19.125,17.25,16.641,35.719,44,38.781,22.969,49.922,23.547,49.891,26.812,24.422
29.609,18.562,41.609,36.719,51,27.797,50.984,41.125,45.734,37.094,13.672,22.812,11,54.203,37.875,40.719,43.078,28.406,20.469,35.281,17.328,25.125,48.406,40.219,85.25,41.5,24.312,22.984,52.875,23.453,18.953
26.75,21.516,12.547,30.828,29.938,21.016,34.328,43.469,40.656,32.625,18.953,19.031,13.453,50.469,33.219,45.312,42.094,46.188,21.406,43.969,16.688,21.75,52.531,43.547,54.438,49.469,33.859,19.234,23.844,17.078,18.156
42.625,11.594,35.156,15.766,20.531,45.375,48.969,44.562,70.25,25.641,38.578,15.016,38.859,33.188,46.625,35.828,55.281,57.875,15.969,33.812,47.344,24.578,32.844,40.203,21.641,14.906,25.469,43.391,32.062,11.953,30.969
27.141,9.4531,27.344,25.625,10.312,27.516,31.938,25.172,24.391,6.0312,20.375,24.703,28.719,20.25,22.375,19.391,30.625,43.766,5.4688,26.109,44.219,20.141,31.578,29.062,24.766,19.938,25.797,25.219,22.75,26.719,14.828
30.375,27.188,30.625,52.531,45.969,50.891,44.5,53.469,37.469,26.25,21.156,12.906,10.812,46.75,48.719,43.625,36.938,28.438,19.938,38.922,18.125,28.062,47.625,21.578,75.406,46.031,23.375,34.266,50.172,29.703,18.812
38.422,26.422,10.859,14.688,46.203,41.047,37.219,39.156,49.578,32.312,23.5,17.234,12.5,63.219,32.922,45.469,32.719,42.5,27.906,36.25,18.219,24.25,49,30.969,40.906,32.938,26,20.281,22.844,26.453,25.781
29.453,7.8438,11.094,28.562,42.312,35.656,36.469,47.438,15.328,13.281,22.016,20.547,12.203,42.578,36.312,30.094,46,36.562,22.234,8.875,28.812,30.375,17.5,25.031,51.859,39.219,38.766,22.656,43.562,43.562,37.031
60.25,12.469,34.625,16.281,15.094,55.875,38.25,35.141,60.25,13.297,34.75,9.9844,27.016,28.25,40.578,40.703,50.547,37.859,21.875,13.656,40.266,8.7031,39.156,43.375,36.438,11.297,21.359,46.422,17.719,23.422,37.141
44.578,19.5,32.109,13.031,17.5,38.531,37.5,53.484,46.125,26.859,50.469,8.0469,40.766,25.766,30.094,22.469,39.516,58.75,6.7812,22.094,46.422,13.555,16.844,62.25,20.203,27.875,40.625,42.062,29.75,22.391,53.656
18.5,29.031,18.828,49.891,49.969,52.453,32.25,57.062,25.797,15.406,30.641,9.6875,11.719,54.156,40.781,45.812,40.562,39.734,10.188,36.766,23.062,17.438,50.547,30.422,57.906,43.062,45.25,39.766,21.516,23.766,21.953
38.766,25.828,26.891,16.453,41.172,46.453,46.75,54.281,45.531,22.609,14.531,12.5,17.219,68.062,49.062,43.469,39.562,31.656,35.359,40.062,19.938,24.062,55.047,27.078,42.391,31.094,27.609,37.219,30.125,24.766,23.031
48.125,19,22.375,9.8438,35.938,50.469,21.547,49.641,47.234,42.938,28.578,7.9062,18.281,52.703,35.266,17.203,56.016,54.828,6.2656,29.875,41.703,15.5,28.297,59.969,17.375,25.984,60.922,22.141,39.828,18.781,39.484
17.094,17.266,22.844,52.516,35.844,34.219,34.688,45.75,25.469,20.359,31.469,18.75,18.781,46.125,23.531,33.297,20.047,45.25,11.25,41.359,29.344,12.328,25.094,38.422,47.844,46,42.391,38.938,28.344,15.875,15.812
23.859,32.969,25.047,50.531,49.812,30.859,44.172,64.781,24.547,19.391,37.281,21.375,14.297,55.75,44.312,38.281,47.844,29.484,14.312,35.906,30.156,23.031,40.344,36.031,33.562,48.219,53.859,34.594,39.969,38.875,26.031
