id,Longitude,Latitude
"420",82.68,21.72
"421",82.68,21.84
"422",82.68,22.44
"423",82.68,22.56
"424",82.68,22.68
"425",82.68,22.8
"445",82.8,21.6
"446",82.8,21.72
"447",82.8,21.96
"448",82.8,22.08
"449",82.8,22.2
"450",82.8,22.44
"451",82.8,22.56
"452",82.8,22.68
"466",82.92,21.48
"467",82.92,21.72
"468",82.92,21.96
"469",82.92,22.2
"482",83.04,21.36
"483",83.04,21.48
"484",83.04,21.6
"485",83.04,21.72
"486",83.04,21.84
"487",83.04,22.2
"488",83.04,22.32
"505",83.16,21.24
"506",83.16,21.36
"507",83.16,21.48
"508",83.16,21.6
"509",83.16,21.84
"510",83.16,21.96
"511",83.16,22.08
"512",83.16,22.2
"513",83.16,22.44
"514",83.16,22.56
"539",83.28,21.48
"540",83.28,21.6
"541",83.28,21.72
"542",83.28,21.96
"543",83.28,22.08
"544",83.28,22.2
"545",83.28,22.44
"546",83.28,22.56
"571",83.4,21.6
"572",83.4,21.72
"573",83.4,21.84
"574",83.4,21.96
"575",83.4,22.08
"576",83.4,22.2
"577",83.4,22.32
"578",83.4,22.44
"579",83.4,22.56
"580",83.4,22.68
"605",83.52,21.6
"606",83.52,21.72
"607",83.52,21.84
"608",83.52,21.96
"609",83.52,22.08
"610",83.52,22.2
"611",83.52,22.32
"612",83.52,22.44
"639",83.64,21.6
"640",83.64,21.72
"641",83.64,21.96
"642",83.64,22.08
"643",83.64,22.2
"644",83.64,22.44
"645",83.64,22.56
"674",83.76,21.6
"675",83.76,21.84
"676",83.76,21.96
"677",83.76,22.08
"678",83.76,22.2
"679",83.76,22.32
"680",83.76,22.56
"707",83.88,21.6
"708",83.88,21.84
"709",83.88,21.96
"710",83.88,22.08
"711",83.88,22.2
"712",83.88,22.32
"713",83.88,22.44
"714",83.88,22.56
"741",84,21.6
"742",84,22.08
"743",84,22.2
"744",84,22.32
"745",84,22.44
"746",84,22.56
"772",84.12,21.72
"773",84.12,21.84
"774",84.12,22.08
"775",84.12,22.32
"776",84.12,22.44
"777",84.12,22.56
"778",84.12,22.68
"801",84.24,21.6
"802",84.24,21.72
"803",84.24,22.32
"823",84.36,21.48
"824",84.36,21.6
"825",84.36,21.72
"849",84.48,21.72
"877",84.6,21.72
"878",84.6,21.96
"396",82.44,21.6
"397",82.44,21.72
"409",82.56,21.6
"410",82.56,21.72
"364",82.2,21.84
"384",82.32,22.2
"385",82.32,22.92
"398",82.44,22.8
"399",82.44,22.92
"400",82.44,23.04
"401",82.44,23.16
"411",82.56,22.56
"412",82.56,22.92
"176",80.64,20.76
"191",80.76,20.76
"192",80.76,20.88
"193",80.76,21
"206",80.88,20.88
"241",81.12,20.4
"263",81.36,20.76
"274",81.48,20.64
"275",81.48,21.96
"287",81.6,20.64
"288",81.6,20.76
"289",81.6,21.72
"290",81.6,21.84
"291",81.6,21.96
"299",81.72,20.52
"300",81.72,20.88
"301",81.72,21.84
"313",81.84,21.84
"323",81.96,20.4
"324",81.96,21
"325",81.96,21.72
"340",82.08,20.4
"341",82.08,20.52
"342",82.08,20.88
"343",82.08,21.24
"344",82.08,21.48
"345",82.08,21.6
"346",82.08,21.72
"359",82.2,20.4
"360",82.2,20.52
"361",82.2,20.88
"362",82.2,21.48
"363",82.2,21.6
"378",82.32,20.52
"379",82.32,20.64
"380",82.32,21.24
"381",82.32,21.48
"382",82.32,21.6
"383",82.32,21.72
