29.477,7.9688,44.609,55.656,71.562,13.062,63.266,84.312,22.438,19.969,5.7188,19.281,99.5,80.547,60.953,52.469,45.25,57.5,28.375,13.234,46.312,25.266,14.453,76.125,60.203,40.75,59.953,66.094,24.312,45.109,59.039
81.5,19.906,23.844,38.125,62.953,15.234,78.172,106.28,24.844,29.328,7.8438,26.078,69.375,69.766,40.719,107.16,67.469,45,56.625,19.227,82.609,37.375,43.438,58.781,64.492,61.562,51.828,56.234,32.406,21.188,65.055
47.516,35.172,52.062,63.688,91.531,15.453,17.875,93,21.383,18.953,15.273,23.484,111.66,42.445,31.711,107.69,55.531,82.867,72.609,22.406,59.453,25.312,21.656,62.906,49.828,84.031,125.41,105.66,90.82,104.59,23.828
121.44,88.156,70.625,84.609,31.438,21.5,74.922,45.188,35.812,11.977,22.906,20.703,63.828,94.156,22.172,62.531,100.52,99.281,42.359,78.109,35.359,37.125,52.625,61.844,107.27,17.844,59.562,52.875,23.469,108.03,32.141
43.578,136.06,55.594,77.969,43.875,92.578,31.406,38.531,31.516,23.234,124.22,29.922,49.641,43.812,36.445,29.359,31.641,149.36,106.53,152.77,29.328,78.219,30.766,144.19,56.891,141.64,127.31,30.719,90.234,162.23,137.47
57.703,33.344,70.555,63.484,83.047,18.797,62.641,92.484,58.578,14.953,25.922,19.383,27.625,79.781,24.484,70.562,119.22,112.78,23.844,89.594,49.328,27.844,103.12,96.734,94.906,40.219,75.109,76.484,20.172,114.27,61.062
53.547,119.5,44.547,79.719,81.969,71.141,34.875,30.984,40.219,38.953,144.59,31.641,43.797,148.47,31.797,30.172,36.398,199.53,131.66,159.34,30.703,70.75,34.266,108.19,38.312,129.06,90.344,31.797,127.59,152.56,154.34
29.578,95.297,26.617,22.203,113,85.344,27.781,63.25,111.77,39.047,28.203,22.016,35.688,119.28,25.602,74.812,128.22,46.656,41.406,113.89,37.688,113.38,80.844,24.297,54.953,98.438,32.781,30.031,48.734,114.45,102.7
37.969,55.922,25.898,148.81,37.453,105.06,36.438,87.781,68.969,20.266,25.172,29.391,24.5,54.25,34.422,75.016,110.5,103.8,92.312,42.5,70.266,37.047,104.86,90.672,43.094,29.812,95.453,109.47,28,45.391,20.234
57.828,26.156,38.188,94.734,18.766,70.688,90.547,95.109,25.375,25.719,15.242,57.219,27.852,23.312,28.156,70.016,80.828,43,50.453,38.938,38.375,30.047,44.438,58.375,95.562,33.281,15.953,39.688,44.656,72.938,62.469
103.09,47.195,30.242,87.469,38.547,81.641,50.031,80.75,34.656,19.281,30.688,24.469,30.242,72.531,41.266,82.938,115.69,103.53,55.844,53.859,66.188,38.555,85.234,107.89,63.188,40.125,61,64.547,23.406,51.469,26.672
42.188,59.562,38.578,22.094,25.273,15.188,23.297,15.5,36.984,12.969,30.594,11.125,43.094,13.094,30.188,41.578,44.938,47.875,16.422,28.766,29.797,33.156,17.562,12.25,42.297,22,35.234,15.719,50.312,31.156,39.125
97.188,34.789,78,35.672,64.078,62.562,64,23.562,103.84,41.359,20.375,13.281,161.31,98.844,61,52.406,98.875,83.969,19.172,82.203,40.828,41.375,43.359,76.312,75.531,78.328,57.219,19.234,55.938,25.062,57.312
30.328,28.672,27.422,77.391,28.672,59.406,73.266,73.719,28.562,23.594,45.219,36.719,30.781,48.844,49.641,17.141,54.281,51.719,45.234,72.016,19.672,35.875,72.141,78.156,77.938,52.094,91.891,87.891,39.5,106.78,18.375
60.305,24.719,56.469,30.109,22.266,37.312,23.656,18.125,18.438,21.156,69.219,11.812,42.938,29.172,38.531,66.43,38.734,32.906,16.891,61.18,27.438,34.125,36.391,19.406,48.812,45.188,53.344,45.875,64.188,23.297,35.648
60.48,33,51.328,28.297,24.891,37.938,20.438,23.383,23.891,21.297,80.719,14.59,34.703,25.812,39.672,75.672,88.609,29.109,15.875,67.906,22.859,66.57,32.766,27.219,75.953,49.719,80.453,45.141,72.031,31.484,65.539
106.52,23.156,91.469,89.078,35.594,106.86,49.766,37.828,49.984,30.016,25.984,18.656,132.69,111.97,52.289,65.281,98.141,116.16,17.688,61.125,47.344,38.328,92.281,121.03,58.859,71,50.969,35.906,45.922,48.109,22.781
23.344,77.766,33.422,87.453,16.953,82.594,37.422,91.109,21.25,26.453,63.219,67.922,15.781,35.625,90.75,42.109,76.609,72.703,48.141,94.938,50.891,30.805,58.594,101.31,52.125,42.75,95.797,107.86,31.078,129,24.18
91.453,22.547,74.219,92.797,33.312,112.08,50.859,29.859,40.547,33.641,25.641,19.953,100.38,81.578,46.805,51.547,87.219,96.719,15.062,48.703,76.859,31.75,94.469,111.44,49.281,39.734,28.906,43.125,44.312,45.906,46.141
89.859,22.703,43.578,104.84,42.031,123.3,85.766,51.422,62.453,41.953,37.734,23.094,107.84,168.19,64.031,62,94.172,156.92,20.359,69.891,89.547,43.141,114.98,156.11,141.03,46.094,121.81,50.828,130.88,72.062,67
15.984,74.641,38.5,53.844,17.781,54.406,27.586,121.39,27.367,63.891,62.688,64.992,18.062,65.484,73.812,30.359,88.547,81.234,23.578,103.06,24.609,21.898,111.84,93.734,59.844,39.469,116.91,87.719,31.094,127.08,55.188
78.547,54.414,68.953,32.438,29.672,52.875,103.06,82.625,74.453,35.109,24.328,21.094,73.844,75.406,41.758,26.719,55.516,112.78,17.703,86.109,110.7,51.594,35.016,134.12,70.578,35.25,46.125,32.688,44.844,29.219,60.203
49.75,29.953,39.281,91.703,49.016,139.09,78.078,72.062,103.03,44.438,24.578,19.352,114.83,130.8,55.906,75.281,83.719,219.8,14.766,51.469,64.5,37.984,114.11,165.92,140.17,57.703,139.01,46.094,148.45,85.938,66.562
39.828,33.023,48.375,153.31,84.484,90.938,165.66,90.359,79.016,51.812,34.031,22.312,46.156,211.97,106.75,168.28,152.14,152.48,21.312,95.141,41.516,50.828,136.7,107.66,244.97,91.234,79.359,41.375,202.5,80.344,31.891
81.25,27.766,82.391,133.75,175.41,70.141,187.39,135.88,118.97,81.016,35.234,31.148,21.422,188.78,115.41,123.36,105.45,68.734,35.656,103.17,57.812,66.953,115.55,151.42,325.81,95.625,59.625,43.109,173.59,77.453,33.172
65.875,25.641,34.438,59.094,114.89,52.094,113.31,160.12,56.5,75.844,42.812,33.875,32.094,113.58,103.47,148.78,94.688,116.78,34.797,111.86,39.984,70.422,151.67,143.44,205.48,96.406,53.703,35.484,57.422,56.625,46.172
22.492,53.531,57.453,43.844,18.422,101.69,118.11,150.92,18.5,27.281,85.656,23.328,24.641,20.281,49.844,81.359,87.109,42.953,38.375,43.531,30.039,83.297,96.172,129.08,111.5,33.828,85.562,86.547,54.609,85.469,22.797
114.03,22.219,36.906,31.344,34.703,78.047,33.047,56.203,50.438,37.859,22.891,16.891,75.016,22.062,18.742,27.547,75.75,76.203,13.047,28.266,24.203,35.141,44,67.625,74.719,65.391,68.438,25.219,24.281,84.906,65.625
148.78,37.562,49.391,30.984,40.391,175.75,93.141,158.89,181.94,56.812,81.797,19.344,113.25,75.516,151.44,82.625,208.38,132.22,41.531,60.234,188.78,34.672,58.234,142.67,47.672,45.094,49.922,86.359,79.25,30.078,72.875
